OFTIC,TICKER,CUSIP,CNAME,PENDS,MEASURE,PDICITY,ANNDATS,VALUE
AA,01AF,01387210,ALCOA CORP,20190331,EPS,QTR,20190417,-0.23
AA,01AF,01387210,ALCOA CORP,20220331,EPS,QTR,20220420,3.06
AA,01AF,01387210,ALCOA CORP,20190630,EPS,QTR,20190717,-0.01
AA,01AF,01387210,ALCOA CORP,20171231,EPS,QTR,20180117,1.04
AA,01AF,01387210,ALCOA CORP,20180930,EPS,QTR,20181017,0.63
AA,01AF,01387210,ALCOA CORP,20200930,EPS,QTR,20201014,-1.17
AA,01AF,01387210,ALCOA CORP,20210630,EPS,QTR,20210715,1.49
AA,01AF,01387210,ALCOA CORP,20200331,EPS,QTR,20200422,-0.23
AA,01AF,01387210,ALCOA CORP,20190930,EPS,QTR,20191016,-0.44
AA,01AF,01387210,ALCOA CORP,20210331,EPS,QTR,20210415,0.79
AA,01AF,01387210,ALCOA CORP,20201231,EPS,QTR,20210120,0.26
AA,01AF,01387210,ALCOA CORP,20220630,EPS,QTR,20220720,2.67
AA,01AF,01387210,ALCOA CORP,20180630,EPS,QTR,20180718,1.52
AA,01AF,01387210,ALCOA CORP,20211231,EPS,QTR,20220119,2.5
AA,01AF,01387210,ALCOA CORP,20210930,EPS,QTR,20211014,2.05
AA,01AF,01387210,ALCOA CORP,20191231,EPS,QTR,20200115,-0.31
AA,01AF,01387210,ALCOA CORP,20200630,EPS,QTR,20200715,-0.02
AA,01AF,01387210,ALCOA CORP,20181231,EPS,QTR,20190116,0.66
AA,01AF,01387210,ALCOA CORP,20180331,EPS,QTR,20180418,0.77
AAIC,FBG1,04135620,ARLINGTON ASSET,20210331,EPS,QTR,20210506,0.03
AAIC,FBG1,04135620,ARLINGTON ASSET,20210630,EPS,QTR,20210803,0.07
AAIC,FBG1,04135620,ARLINGTON ASSET,20220630,EPS,QTR,20220809,0.05
AAIC,FBG1,04135620,ARLINGTON ASSET,20210930,EPS,QTR,20211109,0.06
AAIC,FBG1,04135620,ARLINGTON ASSET,20220331,EPS,QTR,20220512,0.05
AAIC,FBG1,04135620,ARLINGTON ASSET,20201231,EPS,QTR,20210216,0.12
AAIC,FBG1,04135620,ARLINGTON ASSET,20211231,EPS,QTR,20220302,0.02
AAOI,AAOI,03823U10,AOI,20200930,EPS,QTR,20201105,-0.06
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20171231,EPS,QTR,20180221,0.89
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20191231,EPS,QTR,20200227,-0.18
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20200331,EPS,QTR,20200507,-0.44
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20180930,EPS,QTR,20181107,0.14
AAOI,AAOI,03823U10,AOI,20210630,EPS,QTR,20210805,-0.15
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20180331,EPS,QTR,20180508,0.28
AAOI,AAOI,03823U10,AOI,20201231,EPS,QTR,20210225,-0.2
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20190331,EPS,QTR,20190508,-0.27
AAOI,AAOI,03823U10,AOI,20211231,EPS,QTR,20220224,-0.2
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20190630,EPS,QTR,20190807,-0.26
AAOI,AAOI,03823U10,AOI,20220331,EPS,QTR,20220505,-0.29
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20180630,EPS,QTR,20180807,0.64
AAOI,AAOI,03823U10,AOI,20220630,EPS,QTR,20220804,-0.28
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20181231,EPS,QTR,20190221,-0.02
AAOI,AAOI,03823U10,AOI,20210331,EPS,QTR,20210506,-0.21
AAOI,AAOI,03823U10,AOI,20200630,EPS,QTR,20200806,-0.24
AAOI,AAOI,03823U10,APPLIED OPTOELEC,20190930,EPS,QTR,20191106,-0.15
AAOI,AAOI,03823U10,AOI,20210930,EPS,QTR,20211104,-0.2
AAON,AAON,00036020,AAON,20200630,EPS,QTR,20200806,0.34
AAON,AAON,00036020,AAON,20220630,EPS,QTR,20220808,0.3
AAON,AAON,00036020,AAON,20180930,EPS,QTR,20181101,0.27
AAON,AAON,00036020,AAON,20190331,EPS,QTR,20190502,0.21
AAON,AAON,00036020,AAON,20211231,EPS,QTR,20220228,0.18
AAON,AAON,00036020,AAON,20200331,EPS,QTR,20200507,0.41
AAON,AAON,00036020,AAON,20210331,EPS,QTR,20210506,0.3
AAON,AAON,00036020,AAON,20200930,EPS,QTR,20201105,0.38
AAON,AAON,00036020,AAON,20190930,EPS,QTR,20191031,0.26
AAON,AAON,00036020,AAON,20210630,EPS,QTR,20210805,0.38
AAON,AAON,00036020,AAON,20191231,EPS,QTR,20200227,0.33
AAON,AAON,00036020,AAON,20180630,EPS,QTR,20180802,0.22
AAON,AAON,00036020,AAON,20181231,EPS,QTR,20190228,0.24
AAON,AAON,00036020,AAON,20210930,EPS,QTR,20211104,0.29
AAON,AAON,00036020,AAON,20180331,EPS,QTR,20180503,0.08
AAON,AAON,00036020,AAON,20201231,EPS,QTR,20210225,0.27
AAON,AAON,00036020,AAON,20220331,EPS,QTR,20220505,0.33
AAON,AAON,00036020,AAON,20190630,EPS,QTR,20190801,0.25
AAON,AAON,00036020,AAON,20171231,EPS,QTR,20180227,0.21
AAPL,AAPL,03783310,APPLE,20200331,EPS,QTR,20200430,0.6375
AAPL,AAPL,03783310,APPLE,20210630,EPS,QTR,20210727,1.3
AAPL,AAPL,03783310,APPLE,20180630,EPS,QTR,20180731,0.585
AAPL,AAPL,03783310,APPLE,20180331,EPS,QTR,20180501,0.6825
AAPL,AAPL,03783310,APPLE,20210930,EPS,QTR,20211028,1.24
AAPL,AAPL,03783310,APPLE,20190331,EPS,QTR,20190430,0.615
AAPL,AAPL,03783310,APPLE,20190930,EPS,QTR,20191030,0.7575
AAPL,AAPL,03783310,APPLE,20180930,EPS,QTR,20181101,0.7275
AAPL,AAPL,03783310,APPLE,20190630,EPS,QTR,20190730,0.545
AAPL,AAPL,03783310,APPLE,20220331,EPS,QTR,20220428,1.52
AAPL,AAPL,03783310,APPLE,20210331,EPS,QTR,20210428,1.4
AAPL,AAPL,03783310,APPLE,20200930,EPS,QTR,20201029,0.73
AAPL,AAPL,03783310,APPLE,20181231,EPS,QTR,20190129,1.045
AAPL,AAPL,03783310,APPLE,20191231,EPS,QTR,20200128,1.2475
AAPL,AAPL,03783310,APPLE,20220630,EPS,QTR,20220728,1.2
AAPL,AAPL,03783310,APPLE,20201231,EPS,QTR,20210127,1.68
AAPL,AAPL,03783310,APPLE,20200630,EPS,QTR,20200730,0.645
AAPL,AAPL,03783310,APPLE,20171231,EPS,QTR,20180201,0.9725
AAPL,AAPL,03783310,APPLE,20211231,EPS,QTR,20220127,2.1
ABAX,ABAX,00256710,ABAXIS,20171231,EPS,QTR,20180125,0.31
ABAX,ABAX,00256710,ABAXIS,20180331,EPS,QTR,20180426,0.42
ABBV,ABBV,00287Y10,ABBVIE,20211231,EPS,QTR,20220202,3.31
ABBV,ABBV,00287Y10,ABBVIE,20181231,EPS,QTR,20190125,1.9
ABBV,ABBV,00287Y10,ABBVIE,20190331,EPS,QTR,20190425,2.14
ABBV,ABBV,00287Y10,ABBVIE,20190930,EPS,QTR,20191101,2.33
ABBV,ABBV,00287Y10,ABBVIE,20191231,EPS,QTR,20200207,2.21
ABBV,ABBV,00287Y10,ABBVIE,20200930,EPS,QTR,20201030,2.83
ABBV,ABBV,00287Y10,ABBVIE,20201231,EPS,QTR,20210203,2.92
ABBV,ABBV,00287Y10,ABBVIE,20200630,EPS,QTR,20200731,2.34
ABBV,ABBV,00287Y10,ABBVIE,20180630,EPS,QTR,20180727,2
ABBV,ABBV,00287Y10,ABBVIE,20180930,EPS,QTR,20181102,2.14
ABBV,ABBV,00287Y10,ABBVIE,20210930,EPS,QTR,20211029,3.33
ABBV,ABBV,00287Y10,ABBVIE,20220331,EPS,QTR,20220429,3.24
ABBV,ABBV,00287Y10,ABBVIE,20210630,EPS,QTR,20210730,3.09
ABBV,ABBV,00287Y10,ABBVIE,20171231,EPS,QTR,20180126,1.48
ABBV,ABBV,00287Y10,ABBVIE,20210331,EPS,QTR,20210430,2.95
ABBV,ABBV,00287Y10,ABBVIE,20220630,EPS,QTR,20220729,3.37
ABBV,ABBV,00287Y10,ABBVIE,20180331,EPS,QTR,20180426,1.87
ABBV,ABBV,00287Y10,ABBVIE,20190630,EPS,QTR,20190726,2.26
ABBV,ABBV,00287Y10,ABBVIE,20200331,EPS,QTR,20200501,2.42
ABCB,ABCB,03076K10,AMERIS,20210630,EPS,QTR,20210722,1.27
ABCB,ABCB,03076K10,AMERIS BANCORP,20180630,EPS,QTR,20180727,0.74
ABCB,ABCB,03076K10,AMERIS,20181231,EPS,QTR,20190125,0.96
ABCB,ABCB,03076K10,AMERIS,20220630,EPS,QTR,20220726,1.3
ABCB,ABCB,03076K10,AMERIS,20200930,EPS,QTR,20201022,1.67
ABCB,ABCB,03076K10,AMERIS,20210930,EPS,QTR,20211028,1.17
ABCB,ABCB,03076K10,AMERIS,20211231,EPS,QTR,20220127,1.18
ABCB,ABCB,03076K10,AMERIS,20190630,EPS,QTR,20190726,0.96
ABCB,ABCB,03076K10,AMERIS,20190331,EPS,QTR,20190423,0.9
ABCB,ABCB,03076K10,AMERIS,20190930,EPS,QTR,20191018,0.98
ABCB,ABCB,03076K10,AMERIS,20220331,EPS,QTR,20220426,1.17
ABCB,ABCB,03076K10,AMERIS,20210331,EPS,QTR,20210422,1.79
ABCB,ABCB,03076K10,AMERIS,20191231,EPS,QTR,20200123,0.96
ABCB,ABCB,03076K10,AMERIS,20201231,EPS,QTR,20210128,1.36
ABCB,ABCB,03076K10,AMERIS,20200331,EPS,QTR,20200423,0.61
ABCB,ABCB,03076K10,AMERIS,20200630,EPS,QTR,20200727,0.47
ABCB,ABCB,03076K10,AMERIS BANCORP,20180331,EPS,QTR,20180420,0.73
ABCB,ABCB,03076K10,AMERIS,20180930,EPS,QTR,20181019,0.91
ABCB,ABCB,03076K10,AMERIS BANCORP,20171231,EPS,QTR,20180126,0.63
ABM,ABM,00095710,ABM INDUSTRIES,20210430,EPS,QTR,20210608,0.82
ABM,ABM,00095710,ABM INDUSTRIES,20211031,EPS,QTR,20211215,0.85
ABM,ABM,00095710,ABM INDUSTRIES,20210731,EPS,QTR,20210908,0.9
ABM,ABM,00095710,ABM INDUSTRIES,20181031,EPS,QTR,20181218,0.58
ABM,ABM,00095710,ABM INDUSTRIES,20180430,EPS,QTR,20180606,0.47
ABM,ABM,00095710,ABM INDUSTRIES,20190131,EPS,QTR,20190306,0.31
ABM,ABM,00095710,ABM INDUSTRIES,20200731,EPS,QTR,20200908,0.75
ABM,ABM,00095710,ABM INDUSTRIES,20190430,EPS,QTR,20190605,0.47
ABM,ABM,00095710,ABM INDUSTRIES,20220131,EPS,QTR,20220308,0.94
ABM,ABM,00095710,ABM INDUSTRIES,20190731,EPS,QTR,20190905,0.6
ABM,ABM,00095710,ABM INDUSTRIES,20200131,EPS,QTR,20200304,0.39
ABM,ABM,00095710,ABM INDUSTRIES,20220430,EPS,QTR,20220608,0.89
ABM,ABM,00095710,ABM INDUSTRIES,20191031,EPS,QTR,20191218,0.66
ABM,ABM,00095710,ABM INDUSTRIES,20201031,EPS,QTR,20201216,0.69
ABM,ABM,00095710,ABM INDUSTRIES,20210131,EPS,QTR,20210309,1.01
ABM,ABM,00095710,ABM INDUSTRIES,20180131,EPS,QTR,20180306,0.26
ABM,ABM,00095710,ABM INDUSTRIES,20200430,EPS,QTR,20200617,0.6
ABM,ABM,00095710,ABM INDUSTRIES,20220731,EPS,QTR,20220909,0.94
ABM,ABM,00095710,ABM INDUSTRIES,20180731,EPS,QTR,20180906,0.57
ABT,ABT,00282410,ABBOTT,20220331,EPS,QTR,20220420,1.73
ABT,ABT,00282410,ABBOTT,20180331,EPS,QTR,20180418,0.59
ABT,ABT,00282410,ABBOTT,20210630,EPS,QTR,20210722,1.17
ABT,ABT,00282410,ABBOTT,20171231,EPS,QTR,20180124,0.74
ABT,ABT,00282410,ABBOTT,20200331,EPS,QTR,20200416,0.65
ABT,ABT,00282410,ABBOTT,20200630,EPS,QTR,20200716,0.57
ABT,ABT,00282410,ABBOTT,20200930,EPS,QTR,20201021,0.98
ABT,ABT,00282410,ABBOTT,20190930,EPS,QTR,20191016,0.84
ABT,ABT,00282410,ABBOTT,20191231,EPS,QTR,20200122,0.95
ABT,ABT,00282410,ABBOTT,20180930,EPS,QTR,20181017,0.75
ABT,ABT,00282410,ABBOTT,20211231,EPS,QTR,20220126,1.32
ABT,ABT,00282410,ABBOTT,20180630,EPS,QTR,20180718,0.73
ABT,ABT,00282410,ABBOTT,20201231,EPS,QTR,20210127,1.45
ABT,ABT,00282410,ABBOTT,20210331,EPS,QTR,20210420,1.32
ABT,ABT,00282410,ABBOTT,20190630,EPS,QTR,20190717,0.82
ABT,ABT,00282410,ABBOTT,20190331,EPS,QTR,20190417,0.63
ABT,ABT,00282410,ABBOTT,20181231,EPS,QTR,20190123,0.81
ABT,ABT,00282410,ABBOTT,20220630,EPS,QTR,20220720,1.43
ABT,ABT,00282410,ABBOTT,20210930,EPS,QTR,20211020,1.4
ABX,ABXF,06790110,BARRICK GOLD,20180630,EPS,QTR,20180725,0.07
ABX,ABXF,06790110,BARRICK GOLD,20171231,EPS,QTR,20180214,0.22
ABX,ABXF,06790110,BARRICK GOLD,20181231,EPS,QTR,20190213,0.06
ABX,ABXF,06790110,BARRICK GOLD,20180930,EPS,QTR,20181024,0.08
ABX,ABXF,06790110,BARRICK GOLD,20180331,EPS,QTR,20180423,0.15
ACAD,ACDI,00422510,ACADIA PHARMACEU,20190930,EPS,QTR,20191030,-0.29
ACAD,ACDI,00422510,ACADIA PHARMACEU,20180331,EPS,QTR,20180504,-0.44
ACAD,ACDI,00422510,ACADIA PHARMACEU,20180930,EPS,QTR,20181106,-0.5
ACAD,ACDI,00422510,ACADIA PHARM,20220331,EPS,QTR,20220504,-0.33
ACAD,ACDI,00422510,ACADIA PHARMACEU,20200930,EPS,QTR,20201104,-0.54
ACAD,ACDI,00422510,ACADIA PHARMACEU,20200630,EPS,QTR,20200805,-0.27
ACAD,ACDI,00422510,ACADIA PHARM,20210630,EPS,QTR,20210804,-0.27
ACAD,ACDI,00422510,ACADIA PHARMACEU,20191231,EPS,QTR,20200226,-0.34
ACAD,ACDI,00422510,ACADIA PHARM,20211231,EPS,QTR,20220228,-0.27
ACAD,ACDI,00422510,ACADIA PHARMACEU,20171231,EPS,QTR,20180227,-0.55
ACAD,ACDI,00422510,ACADIA PHARM,20220630,EPS,QTR,20220808,-0.21
ACAD,ACDI,00422510,ACADIA PHARMACEU,20190331,EPS,QTR,20190501,-0.59
ACAD,ACDI,00422510,ACADIA PHARMACEU,20200331,EPS,QTR,20200507,-0.57
ACAD,ACDI,00422510,ACADIA PHARM,20210930,EPS,QTR,20211108,-0.09
ACAD,ACDI,00422510,ACADIA PHARMACEU,20190630,EPS,QTR,20190731,-0.38
ACAD,ACDI,00422510,ACADIA PHARM,20210331,EPS,QTR,20210505,-0.42
ACAD,ACDI,00422510,ACADIA PHARMACEU,20180630,EPS,QTR,20180808,-0.51
ACAD,ACDI,00422510,ACADIA PHARMACEU,20181231,EPS,QTR,20190226,-0.5
ACAD,ACDI,00422510,ACADIA PHARMACEU,20201231,EPS,QTR,20210224,-0.42
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20191231,EPS,QTR,20200211,0.46
ACCO,ABDW,00081T10,ACCO BRANDS,20210630,EPS,QTR,20210728,0.43
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20171231,EPS,QTR,20180214,0.48
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20180331,EPS,QTR,20180501,0.08
ACCO,ABDW,00081T10,ACCO BRANDS,20211231,EPS,QTR,20220215,0.54
ACCO,ABDW,00081T10,ACCO BRANDS,20220331,EPS,QTR,20220426,0.11
ACCO,ABDW,00081T10,ACCO BRANDS,20210331,EPS,QTR,20210427,0.1
ACCO,ABDW,00081T10,ACCO BRANDS,20220630,EPS,QTR,20220808,0.37
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20181231,EPS,QTR,20190213,0.41
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20180930,EPS,QTR,20181030,0.34
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20201231,EPS,QTR,20210216,0.32
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20200930,EPS,QTR,20201027,0.19
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20190630,EPS,QTR,20190730,0.36
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20200630,EPS,QTR,20200728,0.12
ACCO,ABDW,00081T10,ACCO BRANDS,20210930,EPS,QTR,20211026,0.33
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20190331,EPS,QTR,20190502,0.08
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20190930,EPS,QTR,20191029,0.32
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20200331,EPS,QTR,20200504,0.07
ACCO,ABDW,00081T10,ACCO BRANDS CORP,20180630,EPS,QTR,20180731,0.32
ACHN,ACHN,00448Q20,ACHILLION PHARMA,20190930,EPS,QTR,20191107,-0.14
ACHN,ACHN,00448Q20,ACHILLION PHARMA,20180630,EPS,QTR,20180808,-0.12
ACHN,ACHN,00448Q20,ACHILLION PHARMA,20190630,EPS,QTR,20190808,-0.14
ACHN,ACHN,00448Q20,ACHILLION PHARMA,20180331,EPS,QTR,20180502,-0.15
ACHN,ACHN,00448Q20,ACHILLION PHARMA,20181231,EPS,QTR,20190307,-0.12
ACHN,ACHN,00448Q20,ACHILLION PHARMA,20171231,EPS,QTR,20180222,-0.17
ACHN,ACHN,00448Q20,ACHILLION PHARMA,20180930,EPS,QTR,20181107,-0.12
ACHN,ACHN,00448Q20,ACHILLION PHARMA,20190331,EPS,QTR,20190509,-0.14
ACIA,ACIA,00401C10,ACACIA,20190930,EPS,QTR,20191030,0.6
ACIA,ACIA,00401C10,ACACIA,20190630,EPS,QTR,20190806,0.42
ACIA,ACIA,00401C10,ACACIA,20171231,EPS,QTR,20180222,0.27
ACIA,ACIA,00401C10,ACACIA,20200630,EPS,QTR,20200810,0.65
ACIA,ACIA,00401C10,ACACIA,20180930,EPS,QTR,20181101,0.42
ACIA,ACIA,00401C10,ACACIA,20180630,EPS,QTR,20180802,-0.08
ACIA,ACIA,00401C10,ACACIA,20200930,EPS,QTR,20201109,0.78
ACIA,ACIA,00401C10,ACACIA,20190331,EPS,QTR,20190502,0.37
ACIA,ACIA,00401C10,ACACIA,20191231,EPS,QTR,20200218,0.48
ACIA,ACIA,00401C10,ACACIA,20180331,EPS,QTR,20180503,0.1
ACIA,ACIA,00401C10,ACACIA,20181231,EPS,QTR,20190221,0.41
ACIA,ACIA,00401C10,ACACIA,20200331,EPS,QTR,20200504,0.54
ACLS,ACLS,05454020,AXCELIS TECH,20220331,EPS,QTR,20220504,1.22
ACLS,ACLS,05454020,AXCELIS TECH,20191231,EPS,QTR,20200205,0.29
ACLS,ACLS,05454020,AXCELIS TECH,20211231,EPS,QTR,20220207,1.05
ACLS,ACLS,05454020,AXCELIS TECH,20180331,EPS,QTR,20180502,0.41
ACLS,ACLS,05454020,AXCELIS TECH,20200930,EPS,QTR,20201105,0.32
ACLS,ACLS,05454020,AXCELIS TECH,20210331,EPS,QTR,20210504,0.48
ACLS,ACLS,05454020,AXCELIS TECH,20180630,EPS,QTR,20180802,0.43
ACLS,ACLS,05454020,AXCELIS TECH,20210630,EPS,QTR,20210804,0.55
ACLS,ACLS,05454020,AXCELIS TECH,20180930,EPS,QTR,20181101,0.26
ACLS,ACLS,05454020,AXCELIS TECH,20171231,EPS,QTR,20180206,0.47
ACLS,ACLS,05454020,AXCELIS TECH,20190930,EPS,QTR,20191031,0.02
ACLS,ACLS,05454020,AXCELIS TECH,20210930,EPS,QTR,20211103,0.82
ACLS,ACLS,05454020,AXCELIS TECH,20201231,EPS,QTR,20210210,0.32
ACLS,ACLS,05454020,AXCELIS TECH,20200331,EPS,QTR,20200505,0.33
ACLS,ACLS,05454020,AXCELIS TECH,20190331,EPS,QTR,20190507,0.18
ACLS,ACLS,05454020,AXCELIS TECH,20181231,EPS,QTR,20190206,0.25
ACLS,ACLS,05454020,AXCELIS TECH,20190630,EPS,QTR,20190806,0.02
ACLS,ACLS,05454020,AXCELIS TECH,20200630,EPS,QTR,20200804,0.39
ACLS,ACLS,05454020,AXCELIS TECH,20220630,EPS,QTR,20220803,1.32
ACRX,ACRX,00444T10,ACELRX PHARMA,20211231,EPS,QTR,20220310,-0.06
ACRX,ACRX,00444T10,ACELRX PHARMA,20190930,EPS,QTR,20191106,-0.16
ACRX,ACRX,00444T10,ACELRX PHARMA,20181231,EPS,QTR,20190307,-0.18
ACRX,ACRX,00444T10,ACELRX PHARMA,20180930,EPS,QTR,20181102,-0.21
ACRX,ACRX,00444T10,ACELRX PHARMA,20210930,EPS,QTR,20211115,-0.07
ACRX,ACRX,00444T10,ACELRX PHARMA,20200331,EPS,QTR,20200511,-0.2
ACRX,ACRX,00444T10,ACELRX PHARMA,20210630,EPS,QTR,20210816,-0.08
ACRX,ACRX,00444T10,ACELRX PHARMA,20190331,EPS,QTR,20190508,-0.17
ACRX,ACRX,00444T10,ACELRX PHARMA,20171231,EPS,QTR,20180308,-0.2
ACRX,ACRX,00444T10,ACELRX PHARMA,20210331,EPS,QTR,20210517,-0.08
ACRX,ACRX,00444T10,ACELRX PHARMA,20180630,EPS,QTR,20180802,-0.2
ACRX,ACRX,00444T10,ACELRX PHARMA,20200630,EPS,QTR,20200810,-0.08
ACRX,ACRX,00444T10,ACELRX PHARMA,20200930,EPS,QTR,20201105,-0.1
ACRX,ACRX,00444T10,ACELRX PHARMA,20220630,EPS,QTR,20220811,-0.06
ACRX,ACRX,00444T10,ACELRX PHARMA,20201231,EPS,QTR,20210315,-0.1
ACRX,ACRX,00444T10,ACELRX PHARMA,20180331,EPS,QTR,20180509,-0.23
ACRX,ACRX,00444T10,ACELRX PHARMA,20191231,EPS,QTR,20200316,-0.18
ACRX,ACRX,00444T10,ACELRX PHARMA,20190630,EPS,QTR,20190805,-0.16
ACRX,ACRX,00444T10,ACELRX PHARMA,20220331,EPS,QTR,20220516,-0.06
ADBE,ADBE,00724F10,ADOBE SYSTEMS,20180831,EPS,QTR,20180913,1.73
ADBE,ADBE,00724F10,ADOBE,20201130,EPS,QTR,20201210,2.81
ADBE,ADBE,00724F10,ADOBE,20220228,EPS,QTR,20220322,3.37
ADBE,ADBE,00724F10,ADOBE SYSTEMS,20180228,EPS,QTR,20180315,1.55
ADBE,ADBE,00724F10,ADOBE,20210831,EPS,QTR,20210921,3.11
ADBE,ADBE,00724F10,ADOBE,20200831,EPS,QTR,20200915,2.57
ADBE,ADBE,00724F10,ADOBE SYSTEMS,20180531,EPS,QTR,20180614,1.66
ADBE,ADBE,00724F10,ADOBE,20191130,EPS,QTR,20191212,2.29
ADBE,ADBE,00724F10,ADOBE,20220831,EPS,QTR,20220915,3.4
ADBE,ADBE,00724F10,ADOBE,20220531,EPS,QTR,20220616,3.35
ADBE,ADBE,00724F10,ADOBE,20190531,EPS,QTR,20190618,1.83
ADBE,ADBE,00724F10,ADOBE,20211130,EPS,QTR,20211216,3.2
ADBE,ADBE,00724F10,ADOBE,20200229,EPS,QTR,20200312,2.2
ADBE,ADBE,00724F10,ADOBE,20210228,EPS,QTR,20210323,3.14
ADBE,ADBE,00724F10,ADOBE,20181130,EPS,QTR,20181213,1.9
ADBE,ADBE,00724F10,ADOBE,20210531,EPS,QTR,20210617,3.03
ADBE,ADBE,00724F10,ADOBE,20200531,EPS,QTR,20200611,2.45
ADBE,ADBE,00724F10,ADOBE,20190831,EPS,QTR,20190917,2.05
ADBE,ADBE,00724F10,ADOBE,20190228,EPS,QTR,20190314,1.65
ADI,ADI,03265410,ANALOG DEVICES,20200731,EPS,QTR,20200819,1.36
ADI,ADI,03265410,ANALOG DEVICES,20200131,EPS,QTR,20200219,1.03
ADI,ADI,03265410,ANALOG DEVICES,20181031,EPS,QTR,20181120,1.55
ADI,ADI,03265410,ANALOG DEVICES,20190430,EPS,QTR,20190522,1.36
ADI,ADI,03265410,ANALOG DEVICES,20191031,EPS,QTR,20191126,1.19
ADI,ADI,03265410,ANALOG DEVICES,20180131,EPS,QTR,20180228,1.42
ADI,ADI,03265410,ANALOG DEVICES,20220731,EPS,QTR,20220817,2.52
ADI,ADI,03265410,ANALOG DEVICES,20220430,EPS,QTR,20220518,2.4
ADI,ADI,03265410,ANALOG DEVICES,20210731,EPS,QTR,20210818,1.72
ADI,ADI,03265410,ANALOG DEVICES,20211031,EPS,QTR,20211123,1.73
ADI,ADI,03265410,ANALOG DEVICES,20200430,EPS,QTR,20200520,1.08
ADI,ADI,03265410,ANALOG DEVICES,20190131,EPS,QTR,20190220,1.33
ADI,ADI,03265410,ANALOG DEVICES,20201031,EPS,QTR,20201124,1.44
ADI,ADI,03265410,ANALOG DEVICES,20190731,EPS,QTR,20190821,1.26
ADI,ADI,03265410,ANALOG DEVICES,20180731,EPS,QTR,20180822,1.53
ADI,ADI,03265410,ANALOG DEVICES,20220131,EPS,QTR,20220216,1.94
ADI,ADI,03265410,ANALOG DEVICES,20210430,EPS,QTR,20210519,1.54
ADI,ADI,03265410,ANALOG DEVICES,20210131,EPS,QTR,20210217,1.44
ADI,ADI,03265410,ANALOG DEVICES,20180430,EPS,QTR,20180530,1.45
ADM,ADM,03948310,ARCHER DANIELS,20180930,EPS,QTR,20181106,0.92
ADM,ADM,03948310,ARCHER DANIELS,20200630,EPS,QTR,20200729,0.85
ADM,ADM,03948310,ARCHER DANIELS,20181231,EPS,QTR,20190205,0.88
ADM,ADM,03948310,ARCHER DANIELS,20201231,EPS,QTR,20210126,1.21
ADM,ADM,03948310,ARCHER DANIELS,20220630,EPS,QTR,20220726,2.15
ADM,ADM,03948310,ARCHER DANIELS,20220331,EPS,QTR,20220426,1.9
ADM,ADM,03948310,ARCHER DANIELS,20200331,EPS,QTR,20200429,0.64
ADM,ADM,03948310,ARCHER DANIELS,20211231,EPS,QTR,20220125,1.5
ADM,ADM,03948310,ARCHER DANIELS,20180331,EPS,QTR,20180501,0.68
ADM,ADM,03948310,ARCHER DANIELS,20180630,EPS,QTR,20180731,1.02
ADM,ADM,03948310,ARCHER DANIELS,20210630,EPS,QTR,20210727,1.33
ADM,ADM,03948310,ARCHER DANIELS,20190930,EPS,QTR,20191031,0.77
ADM,ADM,03948310,ARCHER DANIELS,20210930,EPS,QTR,20211026,0.97
ADM,ADM,03948310,ARCHER DANIELS,20190630,EPS,QTR,20190801,0.6
ADM,ADM,03948310,ARCHER DANIELS,20171231,EPS,QTR,20180206,0.82
ADM,ADM,03948310,ARCHER DANIELS,20191231,EPS,QTR,20200129,0.81
ADM,ADM,03948310,ARCHER DANIELS,20200930,EPS,QTR,20201029,0.89
ADM,ADM,03948310,ARCHER DANIELS,20210331,EPS,QTR,20210427,1.39
ADM,ADM,03948310,ARCHER DANIELS,20190331,EPS,QTR,20190426,0.46
ADMA,ADMA,00089910,ADMA BIOLOGICS I,20191231,EPS,QTR,20200312,-0.18
ADMA,ADMA,00089910,ADMA BIOLOGICS I,20190930,EPS,QTR,20191106,-0.19
ADMA,ADMA,00089910,ADMA BIOLOGICS I,20210930,EPS,QTR,20211110,-0.13
ADMA,ADMA,00089910,ADMA BIOLOGICS I,20190331,EPS,QTR,20190508,-0.32
ADMA,ADMA,00089910,ADMA BIOLOGICS I,20180331,EPS,QTR,20180514,-0.39
