OFTIC,TICKER,CUSIP,CNAME,PENDS,MEASURE,PDICITY,ANNDATS,VALUE
AYI,AYI,00508Y10,ACUITY BRANDS,20220228,EPS,QTR,20220405,2.57
AYI,AYI,00508Y10,ACUITY BRANDS,20211130,EPS,QTR,20220107,2.85
AYI,AYI,00508Y10,ACUITY BRANDS IN,20200531,EPS,QTR,20200630,1.94
AYI,AYI,00508Y10,ACUITY BRANDS IN,20190228,EPS,QTR,20190403,1.99
AYI,AYI,00508Y10,ACUITY BRANDS IN,20180831,EPS,QTR,20181003,2.68
AYI,AYI,00508Y10,ACUITY BRANDS IN,20180531,EPS,QTR,20180703,2.37
AYI,AYI,00508Y10,ACUITY BRANDS IN,20180228,EPS,QTR,20180404,1.89
AYX,AYX,02156B10,ALTERYX,20180930,EPS,QTR,20181107,0.08
AYX,AYX,02156B10,ALTERYX,20191231,EPS,QTR,20200213,0.64
AYX,AYX,02156B10,ALTERYX,20200331,EPS,QTR,20200506,-0.1
AYX,AYX,02156B10,ALTERYX,20220630,EPS,QTR,20220802,-0.46
AYX,AYX,02156B10,ALTERYX,20200630,EPS,QTR,20200806,0.02
AYX,AYX,02156B10,ALTERYX,20201231,EPS,QTR,20210209,0.62
AYX,AYX,02156B10,ALTERYX,20211231,EPS,QTR,20220215,0.17
AYX,AYX,02156B10,ALTERYX,20220331,EPS,QTR,20220503,-0.4
AYX,AYX,02156B10,ALTERYX,20210331,EPS,QTR,20210504,-0.08
AYX,AYX,02156B10,ALTERYX,20180630,EPS,QTR,20180808,-0.09
AYX,AYX,02156B10,ALTERYX,20190331,EPS,QTR,20190501,0.04
AYX,AYX,02156B10,ALTERYX,20190630,EPS,QTR,20190731,0.01
AYX,AYX,02156B10,ALTERYX,20190930,EPS,QTR,20191031,0.24
AYX,AYX,02156B10,ALTERYX,20210930,EPS,QTR,20211102,-0.18
AYX,AYX,02156B10,ALTERYX,20210630,EPS,QTR,20210803,-0.08
AYX,AYX,02156B10,ALTERYX,20181231,EPS,QTR,20190227,-0.01
AYX,AYX,02156B10,ALTERYX,20180331,EPS,QTR,20180509,-0.01
AYX,AYX,02156B10,ALTERYX,20171231,EPS,QTR,20180221,0.02
AYX,AYX,02156B10,ALTERYX,20200930,EPS,QTR,20201105,0.39
AZO,AZO,05333210,AUTOZONE,20210831,EPS,QTR,20210921,35.72
AZO,AZO,05333210,AUTOZONE,20201130,EPS,QTR,20201208,18.61
AZO,AZO,05333210,AUTOZONE,20220531,EPS,QTR,20220524,29.03
AZO,AZO,05333210,AUTOZONE,20200831,EPS,QTR,20200922,30.93
AZO,AZO,05333210,AUTOZONE,20180531,EPS,QTR,20180522,13.42
AZO,AZO,05333210,AUTOZONE,20200531,EPS,QTR,20200526,14.39
AZO,AZO,05333210,AUTOZONE,20220228,EPS,QTR,20220301,22.3
AZO,AZO,05333210,AUTOZONE,20211130,EPS,QTR,20211207,25.69
AZO,AZO,05333210,AUTOZONE,20180228,EPS,QTR,20180227,8.47
AZO,AZO,05333210,AUTOZONE,20191130,EPS,QTR,20191210,14.3
AZO,AZO,05333210,AUTOZONE,20190831,EPS,QTR,20190924,22.59
AZO,AZO,05333210,AUTOZONE,20190531,EPS,QTR,20190521,15.99
AZO,AZO,05333210,AUTOZONE,20200229,EPS,QTR,20200303,12.39
AZO,AZO,05333210,AUTOZONE,20210531,EPS,QTR,20210525,26.48
AZO,AZO,05333210,AUTOZONE,20190228,EPS,QTR,20190226,11.49
AZO,AZO,05333210,AUTOZONE,20181130,EPS,QTR,20181204,13.04
AZO,AZO,05333210,AUTOZONE,20180831,EPS,QTR,20180918,18.54
AZO,AZO,05333210,AUTOZONE,20210228,EPS,QTR,20210302,14.93
AZPN,AZPN,29109X10,ASPEN TECHNOLOGY,20220630,EPS,QTR,20220808,2.43
AZPN,AZPN,04532710,ASPENTECH,20211231,EPS,QTR,20220126,1.2
AZPN,AZPN,04532710,ASPENTECH,20200930,EPS,QTR,20201222,0.58
AZPN,AZPN,04532710,ASPENTECH,20200630,EPS,QTR,20200812,1.54
AZPN,AZPN,04532710,ASPENTECH,20210630,EPS,QTR,20210811,1.53
AZPN,AZPN,04532710,ASPENTECH,20190331,EPS,QTR,20190424,0.96
AZPN,AZPN,04532710,ASPENTECH,20190630,EPS,QTR,20190807,1.59
AZPN,AZPN,04532710,ASPENTECH,20180331,EPS,QTR,20180425,0.58
AZPN,AZPN,04532710,ASPENTECH,20180630,EPS,QTR,20180808,0.59
AZPN,AZPN,04532710,ASPENTECH,20180930,EPS,QTR,20181024,0.64
AZPN,AZPN,04532710,ASPENTECH,20210930,EPS,QTR,20211027,0.77
AZPN,AZPN,04532710,ASPENTECH,20220331,EPS,QTR,20220427,1.38
AZPN,AZPN,04532710,ASPENTECH,20201231,EPS,QTR,20210127,2.04
AZPN,AZPN,04532710,ASPENTECH,20210331,EPS,QTR,20210428,1.05
AZPN,AZPN,04532710,ASPENTECH,20191231,EPS,QTR,20200129,0.66
AZPN,AZPN,04532710,ASPENTECH,20190930,EPS,QTR,20191030,0.79
AZPN,AZPN,04532710,ASPENTECH,20200331,EPS,QTR,20200506,0.74
AZPN,AZPN,04532710,ASPENTECH,20181231,EPS,QTR,20190123,0.92
AZPN,AZPN,04532710,ASPENTECH,20171231,EPS,QTR,20180124,0.59
B,B,06780610,BARNES GRP,20200630,EPS,QTR,20200728,0.27
B,B,06780610,BARNES GRP,20211231,EPS,QTR,20220218,0.55
B,B,06780610,BARNES GRP,20180331,EPS,QTR,20180427,0.72
B,B,06780610,BARNES GRP,20190930,EPS,QTR,20191025,0.89
B,B,06780610,BARNES GRP,20220630,EPS,QTR,20220729,0.56
B,B,06780610,BARNES GRP,20220331,EPS,QTR,20220429,0.41
B,B,06780610,BARNES GRP,20210930,EPS,QTR,20211029,0.55
B,B,06780610,BARNES GRP,20201231,EPS,QTR,20210219,0.36
B,B,06780610,BARNES GRP,20210331,EPS,QTR,20210430,0.38
B,B,06780610,BARNES GRP,20210630,EPS,QTR,20210730,0.45
B,B,06780610,BARNES GRP,20190630,EPS,QTR,20190726,0.75
B,B,06780610,BARNES GRP,20191231,EPS,QTR,20200221,0.86
B,B,06780610,BARNES GRP,20200331,EPS,QTR,20200424,0.71
B,B,06780610,BARNES GRP,20171231,EPS,QTR,20180216,0.71
B,B,06780610,BARNES GRP,20181231,EPS,QTR,20190222,0.84
B,B,06780610,BARNES GRP,20180930,EPS,QTR,20181026,0.78
B,B,06780610,BARNES GRP,20200930,EPS,QTR,20201023,0.3
B,B,06780610,BARNES GRP,20180630,EPS,QTR,20180727,0.9
B,B,06780610,BARNES GRP,20190331,EPS,QTR,20190426,0.71
BA,BA,09702310,BOEING,20180630,EPS,QTR,20180725,3.33
BA,BA,09702310,BOEING,20210930,EPS,QTR,20211027,-0.6
BA,BA,09702310,BOEING,20180331,EPS,QTR,20180425,3.64
BA,BA,09702310,BOEING,20180930,EPS,QTR,20181024,3.58
BA,BA,09702310,BOEING,20181231,EPS,QTR,20190130,5.48
BA,BA,09702310,BOEING,20200630,EPS,QTR,20200729,-4.79
BA,BA,09702310,BOEING,20191231,EPS,QTR,20200129,-2.33
BA,BA,09702310,BOEING,20190630,EPS,QTR,20190724,-5.82
BA,BA,09702310,BOEING,20200331,EPS,QTR,20200429,-1.7
BA,BA,09702310,BOEING,20171231,EPS,QTR,20180131,3.06
BA,BA,09702310,BOEING,20190331,EPS,QTR,20190424,3.16
BA,BA,09702310,BOEING,20210630,EPS,QTR,20210728,0.4
BA,BA,09702310,BOEING,20220331,EPS,QTR,20220427,-2.75
BA,BA,09702310,BOEING,20220630,EPS,QTR,20220727,-0.37
BA,BA,09702310,BOEING,20211231,EPS,QTR,20220126,-7.69
BA,BA,09702310,BOEING,20201231,EPS,QTR,20210127,-4.19
BA,BA,09702310,BOEING,20200930,EPS,QTR,20201028,-1.39
BA,BA,09702310,BOEING,20210331,EPS,QTR,20210428,-1.53
BA,BA,09702310,BOEING,20190930,EPS,QTR,20191023,1.45
BABY,BABY,63905010,NATUS MEDICAL,20171231,EPS,QTR,20180207,0.42
BABY,BABY,63905010,NATUS MEDICAL,20190630,EPS,QTR,20190725,0.34
BABY,BABY,63905010,NATUS MEDICAL,20180930,EPS,QTR,20181024,0.4
BABY,BABY,63905010,NATUS MEDICAL,20180630,EPS,QTR,20180725,0.35
BABY,BABY,63905010,NATUS MEDICAL,20181231,EPS,QTR,20190213,0.43
BABY,BABY,63905010,NATUS MEDICAL,20180331,EPS,QTR,20180425,0.24
BABY,BABY,63905010,NATUS MEDICAL,20190331,EPS,QTR,20190425,0.09
BAH,BAH,09950210,BOOZ ALLEN,20200630,EPS,QTR,20200731,0.93
BAH,BAH,09950210,BOOZ ALLEN,20210930,EPS,QTR,20211029,1.26
BAH,BAH,09950210,BOOZ ALLEN,20210630,EPS,QTR,20210730,1.07
BAH,BAH,09950210,BOOZ ALLEN,20211231,EPS,QTR,20220128,1.02
BAH,BAH,09950210,BOOZ ALLEN,20190630,EPS,QTR,20190729,0.83
BAH,BAH,09950210,BOOZ ALLEN,20181231,EPS,QTR,20190201,0.72
BAH,BAH,09950210,BOOZ ALLEN,20210331,EPS,QTR,20210521,0.89
BAH,BAH,09950210,BOOZ ALLEN,20180630,EPS,QTR,20180730,0.72
BAH,BAH,09950210,BOOZ ALLEN,20200930,EPS,QTR,20201030,1.03
BAH,BAH,09950210,BOOZ ALLEN,20201231,EPS,QTR,20210129,1.04
BAH,BAH,09950210,BOOZ ALLEN,20180930,EPS,QTR,20181029,0.68
BAH,BAH,09950210,BOOZ ALLEN,20220630,EPS,QTR,20220729,1.13
BAH,BAH,09950210,BOOZ ALLEN,20220331,EPS,QTR,20220520,0.86
BAH,BAH,09950210,BOOZ ALLEN,20200331,EPS,QTR,20200526,0.73
BAH,BAH,09950210,BOOZ ALLEN,20190930,EPS,QTR,20191101,0.81
BAH,BAH,09950210,BOOZ ALLEN,20190331,EPS,QTR,20190528,0.64
BAH,BAH,09950210,BOOZ ALLEN,20180331,EPS,QTR,20180529,0.52
BAH,BAH,09950210,BOOZ ALLEN,20191231,EPS,QTR,20200131,0.8
BAH,BAH,09950210,BOOZ ALLEN,20171231,EPS,QTR,20180205,0.48
BAND,BAND,05988J10,BANDWIDTH,20171231,EPS,QTR,20180221,0.09
BAND,BAND,05988J10,BANDWIDTH,20190331,EPS,QTR,20190502,-0.12
BAND,BAND,05988J10,BANDWIDTH,20190630,EPS,QTR,20190731,-0.04
BAND,BAND,05988J10,BANDWIDTH,20200331,EPS,QTR,20200430,0.04
BAND,BAND,05988J10,BANDWIDTH,20200930,EPS,QTR,20201029,0.24
BAND,BAND,05988J10,BANDWIDTH,20190930,EPS,QTR,20191106,-0.06
BAND,BAND,05988J10,BANDWIDTH,20211231,EPS,QTR,20220223,0.09
BAND,BAND,05988J10,BANDWIDTH,20201231,EPS,QTR,20210225,0.13
BAND,BAND,05988J10,BANDWIDTH,20200630,EPS,QTR,20200730,0.13
BAND,BAND,05988J10,BANDWIDTH,20191231,EPS,QTR,20200220,-0.02
BAND,BAND,05988J10,BANDWIDTH,20220331,EPS,QTR,20220504,0.09
BAND,BAND,05988J10,BANDWIDTH,20210930,EPS,QTR,20211108,0.25
BAND,BAND,05988J10,BANDWIDTH,20210630,EPS,QTR,20210805,0.32
BAND,BAND,05988J10,BANDWIDTH,20210331,EPS,QTR,20210505,0.3
BAND,BAND,05988J10,BANDWIDTH,20180930,EPS,QTR,20181030,-0.05
BAND,BAND,05988J10,BANDWIDTH,20180630,EPS,QTR,20180731,0.2
BAND,BAND,05988J10,BANDWIDTH,20180331,EPS,QTR,20180502,0.11
BAND,BAND,05988J10,BANDWIDTH,20181231,EPS,QTR,20190213,-0.04
BAND,BAND,05988J10,BANDWIDTH,20220630,EPS,QTR,20220803,-0.04
BAX,BAX,07181310,BAXTER INTL,20200630,EPS,QTR,20200730,0.64
BAX,BAX,07181310,BAXTER INTL,20181231,EPS,QTR,20190131,0.78
BAX,BAX,07181310,BAXTER INTL,20190930,EPS,QTR,20191024,0.74
BAX,BAX,07181310,BAXTER INTL,20191231,EPS,QTR,20200317,0.97
BAX,BAX,07181310,BAXTER INTL,20200331,EPS,QTR,20200430,0.82
BAX,BAX,07181310,BAXTER INTL,20201231,EPS,QTR,20210204,0.8
BAX,BAX,07181310,BAXTER INTL,20210930,EPS,QTR,20211028,1.02
BAX,BAX,07181310,BAXTER INTL,20210630,EPS,QTR,20210729,0.8
BAX,BAX,07181310,BAXTER INTL,20211231,EPS,QTR,20220217,1.04
BAX,BAX,07181310,BAXTER INTL,20220331,EPS,QTR,20220428,0.93
BAX,BAX,07181310,BAXTER INTL,20220630,EPS,QTR,20220728,0.87
BAX,BAX,07181310,BAXTER INTL,20210331,EPS,QTR,20210429,0.76
BAX,BAX,07181310,BAXTER INTL,20190630,EPS,QTR,20190725,0.89
BAX,BAX,07181310,BAXTER INTL,20190331,EPS,QTR,20190425,0.76
BAX,BAX,07181310,BAXTER INTL,20180930,EPS,QTR,20181031,0.8
BAX,BAX,07181310,BAXTER INTL,20180630,EPS,QTR,20180726,0.77
BAX,BAX,07181310,BAXTER INTL,20180331,EPS,QTR,20180426,0.7
BAX,BAX,07181310,BAXTER INTL,20171231,EPS,QTR,20180201,0.64
BAX,BAX,07181310,BAXTER INTL,20200930,EPS,QTR,20201029,0.83
BBBY,BBBY,07589610,BED BATH,20180228,EPS,QTR,20180411,1.48
BBBY,BBBY,07589610,BED BATH,20180531,EPS,QTR,20180627,0.33
BBBY,BBBY,07589610,BED BATH,20220228,EPS,QTR,20220413,-0.92
BBBY,BBBY,07589610,BED BATH,20200831,EPS,QTR,20201001,0.5
BBBY,BBBY,07589610,BED BATH,20200531,EPS,QTR,20200708,-1.96
BBBY,BBBY,07589610,BED BATH,20220531,EPS,QTR,20220629,-2.83
BBBY,BBBY,07589610,BED BATH,20191130,EPS,QTR,20200108,-0.38
BBBY,BBBY,07589610,BED BATH,20200229,EPS,QTR,20200415,0.38
BBBY,BBBY,07589610,BED BATH,20210228,EPS,QTR,20210414,0.4
BBBY,BBBY,07589610,BED BATH,20210531,EPS,QTR,20210630,0.05
BBBY,BBBY,07589610,BED BATH,20210831,EPS,QTR,20210930,0.04
BBBY,BBBY,07589610,BED BATH,20190831,EPS,QTR,20191002,0.34
BBBY,BBBY,07589610,BED BATH,20181130,EPS,QTR,20190109,0.18
BBBY,BBBY,07589610,BED BATH,20190228,EPS,QTR,20190410,1.2
BBBY,BBBY,07589610,BED BATH,20190531,EPS,QTR,20190710,0.12
BBBY,BBBY,07589610,BED BATH,20180831,EPS,QTR,20180926,0.36
BBBY,BBBY,07589610,BED BATH,20211130,EPS,QTR,20220106,-0.25
BBBY,BBBY,07589610,BED BATH,20201130,EPS,QTR,20210107,0.08
BBRG,BBRG,10567B10,BRAVO BRIO,20180331,EPS,QTR,20180504,-0.07
BBRG,BBRG,10567B10,BRAVO BRIO,20171231,EPS,QTR,20180315,0.12
BBSI,BBSI,06846310,BARRETT BUSINESS,20200331,EPS,QTR,20200505,-0.45
BBSI,BBSI,06846310,BARRETT BUS SERV,20210930,EPS,QTR,20211103,1.96
BBSI,BBSI,06846310,BARRETT BUS SERV,20211231,EPS,QTR,20220302,1.4
BBSI,BBSI,06846310,BARRETT BUS SERV,20220630,EPS,QTR,20220803,2.48
BBSI,BBSI,06846310,BARRETT BUS SERV,20220331,EPS,QTR,20220504,0.04
BBSI,BBSI,06846310,BARRETT BUS SERV,20210331,EPS,QTR,20210505,-0.6
BBSI,BBSI,06846310,BARRETT BUSINESS,20180630,EPS,QTR,20180807,1.46
BBSI,BBSI,06846310,BARRETT BUSINESS,20180930,EPS,QTR,20181106,2.5
BBSI,BBSI,06846310,BARRETT BUSINESS,20181231,EPS,QTR,20190226,2.21
BBSI,BBSI,06846310,BARRETT BUSINESS,20190630,EPS,QTR,20190806,1.81
BBSI,BBSI,06846310,BARRETT BUSINESS,20190331,EPS,QTR,20190430,-0.31
BBSI,BBSI,06846310,BARRETT BUSINESS,20190930,EPS,QTR,20191105,3.24
BBSI,BBSI,06846310,BARRETT BUSINESS,20200630,EPS,QTR,20200804,1.51
BBSI,BBSI,06846310,BARRETT BUSINESS,20180331,EPS,QTR,20180501,-1.25
BBSI,BBSI,06846310,BARRETT BUSINESS,20171231,EPS,QTR,20180227,1.38
BBSI,BBSI,06846310,BARRETT BUS SERV,20210630,EPS,QTR,20210804,2.24
BBSI,BBSI,06846310,BARRETT BUSINESS,20201231,EPS,QTR,20210303,0.93
BBSI,BBSI,06846310,BARRETT BUSINESS,20200930,EPS,QTR,20201104,2.4
BBSI,BBSI,06846310,BARRETT BUSINESS,20191231,EPS,QTR,20200225,1.51
BC,BC,11704310,BRUNSWICK CORP,20220630,EPS,QTR,20220728,2.82
BC,BC,11704310,BRUNSWICK CORP,20200331,EPS,QTR,20200430,0.96
BC,BC,11704310,BRUNSWICK CORP,20210331,EPS,QTR,20210429,2.24
BC,BC,11704310,BRUNSWICK CORP,20220331,EPS,QTR,20220428,2.53
BC,BC,11704310,BRUNSWICK CORP,20200630,EPS,QTR,20200730,0.99
BC,BC,11704310,BRUNSWICK CORP,20180331,EPS,QTR,20180426,1.01
BC,BC,11704310,BRUNSWICK CORP,20180630,EPS,QTR,20180726,1.5
BC,BC,11704310,BRUNSWICK CORP,20171231,EPS,QTR,20180201,0.7
BC,BC,11704310,BRUNSWICK CORP,20210930,EPS,QTR,20211028,2.07
BC,BC,11704310,BRUNSWICK CORP,20210630,EPS,QTR,20210729,2.52
BC,BC,11704310,BRUNSWICK CORP,20191231,EPS,QTR,20200130,0.82
BC,BC,11704310,BRUNSWICK CORP,20190930,EPS,QTR,20191024,1.1
BC,BC,11704310,BRUNSWICK CORP,20190630,EPS,QTR,20190725,1.45
BC,BC,11704310,BRUNSWICK CORP,20190331,EPS,QTR,20190425,0.94
BC,BC,11704310,BRUNSWICK CORP,20181231,EPS,QTR,20190131,0.98
BC,BC,11704310,BRUNSWICK CORP,20180930,EPS,QTR,20181025,1.28
BC,BC,11704310,BRUNSWICK CORP,20200930,EPS,QTR,20201029,1.8
BC,BC,11704310,BRUNSWICK CORP,20211231,EPS,QTR,20220127,1.44
BC,BC,11704310,BRUNSWICK CORP,20201231,EPS,QTR,20210128,1.32
BCEI,BCEI,09779340,BONANZ CREEK EGY,20210331,EPS,QTR,20210503,0.88
BCEI,BCEI,09779340,BONANZA CREEK,20180630,EPS,QTR,20180808,1.18
BCEI,BCEI,09779340,BONANZA CREEK,20201231,EPS,QTR,20210217,3.89
BCEI,BCEI,09779340,BONANZA CREEK,20190930,EPS,QTR,20191106,1.42
BCEI,BCEI,09779340,BONANZA CREEK,20180331,EPS,QTR,20180508,1.07
BCEI,BCEI,09779340,BONANZA CREEK,20180930,EPS,QTR,20181108,1.3
BCEI,BCEI,09779340,BONANZA CREEK,20191231,EPS,QTR,20200227,1.29
BCEI,BCEI,09779340,BONANZ CREEK EGY,20210630,EPS,QTR,20210809,1.19
BCEI,BCEI,09779340,BONANZ CREEK EGY,20210930,EPS,QTR,20211028,1.79
BCEI,BCEI,09779340,BONANZA CREEK,20200630,EPS,QTR,20200806,0.61
BCEI,BCEI,09779340,BONANZA CREEK,20181231,EPS,QTR,20190228,1.32
BCEI,BCEI,09779340,BONANZA CREEK,20190630,EPS,QTR,20190807,1.62
BCEI,BCEI,09779340,BONANZA CREEK,20171231,EPS,QTR,20180314,0.4
BCEI,BCEI,09779340,BONANZA CREEK,20200331,EPS,QTR,20200507,1.02
BCEI,BCEI,09779340,BONANZA CREEK,20190331,EPS,QTR,20190508,1.56
BCEI,BCEI,09779340,BONANZA CREEK,20200930,EPS,QTR,20201105,0.5
BCOV,BCOV,10921T10,BRIGHTCOVE,20211231,EPS,QTR,20220216,0.1
BCOV,BCOV,10921T10,BRIGHTCOVE,20220331,EPS,QTR,20220427,0.1
BCOV,BCOV,10921T10,BRIGHTCOVE,20190331,EPS,QTR,20190424,-0.01
BCOV,BCOV,10921T10,BRIGHTCOVE,20210331,EPS,QTR,20210428,0.15
BCOV,BCOV,10921T10,BRIGHTCOVE,20200930,EPS,QTR,20201021,0.11
BCOV,BCOV,10921T10,BRIGHTCOVE,20220630,EPS,QTR,20220802,0.1
BCOV,BCOV,10921T10,BRIGHTCOVE,20200630,EPS,QTR,20200722,0.07
BCOV,BCOV,10921T10,BRIGHTCOVE,20210630,EPS,QTR,20210728,0.11
BCOV,BCOV,10921T10,BRIGHTCOVE,20190930,EPS,QTR,20191023,0.06
BCOV,BCOV,10921T10,BRIGHTCOVE,20191231,EPS,QTR,20200219,0.06
BCOV,BCOV,10921T10,BRIGHTCOVE,20200331,EPS,QTR,20200429,0.04
BCOV,BCOV,10921T10,BRIGHTCOVE,20190630,EPS,QTR,20190724,-0.042
BCOV,BCOV,10921T10,BRIGHTCOVE,20210930,EPS,QTR,20211027,0.05
BCOV,BCOV,10921T10,BRIGHTCOVE,20181231,EPS,QTR,20190213,0
BCOV,BCOV,10921T10,BRIGHTCOVE,20180930,EPS,QTR,20181101,-0.03
BCOV,BCOV,10921T10,BRIGHTCOVE,20180630,EPS,QTR,20180726,-0.07
BCOV,BCOV,10921T10,BRIGHTCOVE,20180331,EPS,QTR,20180426,0
BCOV,BCOV,10921T10,BRIGHTCOVE,20171231,EPS,QTR,20180222,0.04
BCOV,BCOV,10921T10,BRIGHTCOVE,20201231,EPS,QTR,20210217,0.14
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20190930,EPS,QTR,20191106,-0.34
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20180630,EPS,QTR,20180807,-0.19
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20211231,EPS,QTR,20220110,-0.1
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20220630,EPS,QTR,20220804,-0.32
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20210630,EPS,QTR,20210805,-0.24
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20171231,EPS,QTR,20180227,-0.2
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20200630,EPS,QTR,20200806,-0.24
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20200930,EPS,QTR,20201105,-0.26
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20201231,EPS,QTR,20210225,-0.34
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20210331,EPS,QTR,20210506,-0.36
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20181231,EPS,QTR,20190304,-0.25
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20180930,EPS,QTR,20181106,-0.28
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20191231,EPS,QTR,20200305,-0.02
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20200331,EPS,QTR,20200506,-0.24
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20190630,EPS,QTR,20190806,-0.34
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20210930,EPS,QTR,20211103,-0.33
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20190331,EPS,QTR,20190508,-0.28
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20180331,EPS,QTR,20180508,-0.26
BCRX,BCRX,09058V10,BIOCRYST PHARMS,20220331,EPS,QTR,20220505,-0.4
BCSF,BCSF,05684B10,BAIN CAPITAL,20200630,EPS,QTR,20200805,0.37
BCSF,BCSF,05684B10,BAIN CAPITAL,20190930,EPS,QTR,20191106,0.4021
BCSF,BCSF,05684B10,BAIN CAPITAL,20190331,EPS,QTR,20190508,0.4021
BCSF,BCSF,05684B10,BAIN CAPITAL,20181231,EPS,QTR,20190228,0.4021
BCSF,BCSF,05684B10,BAIN CAPITAL,20200930,EPS,QTR,20201105,0.33
BCSF,BCSF,05684B10,BAIN CAPITAL,20200331,EPS,QTR,20200504,0.4315
BCSF,BCSF,05684B10,BAIN CAPITAL,20210331,EPS,QTR,20210505,0.34
BCSF,BCSF,05684B10,BAIN CAPITAL,20220630,EPS,QTR,20220803,0.41
BCSF,BCSF,05684B10,BAIN CAPITAL,20190630,EPS,QTR,20190807,0.4021
BCSF,BCSF,05684B10,BAIN CAPITAL,20201231,EPS,QTR,20210224,0.33
BCSF,BCSF,05684B10,BAIN CAPITAL,20220331,EPS,QTR,20220505,0.34
BCSF,BCSF,05684B10,BAIN CAPITAL,20211231,EPS,QTR,20220223,0.34
BCSF,BCSF,05684B10,BAIN CAPITAL,20210930,EPS,QTR,20211103,0.34
BCSF,BCSF,05684B10,BAIN CAPITAL,20210630,EPS,QTR,20210804,0.34
BCSF,BCSF,05684B10,BAIN CAPITAL,20191231,EPS,QTR,20200226,0.4021
BDGE,BDGE,10803510,BRIDGE BANCORP,20200331,EPS,QTR,20200429,0.47
BDGE,BDGE,10803510,BRIDGE BANCORP,20190930,EPS,QTR,20191024,0.7
BDGE,BDGE,10803510,BRIDGE BANCORP I,20180331,EPS,QTR,20180425,0.61
BDGE,BDGE,10803510,BRIDGE BANCORP I,20180630,EPS,QTR,20180724,0.64
BDGE,BDGE,10803510,BRIDGE BANCORP I,20171231,EPS,QTR,20180129,0.3
BDGE,BDGE,10803510,BRIDGE BANCORP,20181231,EPS,QTR,20190128,0.7
BDGE,BDGE,10803510,BRIDGE BANCORP,20190331,EPS,QTR,20190423,0.65
BDGE,BDGE,10803510,BRIDGE BANCORP,20190630,EPS,QTR,20190723,0.53
BDGE,BDGE,10803510,BRIDGE BANCORP,20201231,EPS,QTR,20210128,0.61
BDGE,BDGE,10803510,BRIDGE BANCORP,20180930,EPS,QTR,20181023,0.7
BDGE,BDGE,10803510,BRIDGE BANCORP,20200930,EPS,QTR,20201027,0.77
BDGE,BDGE,10803510,BRIDGE BANCORP,20200630,EPS,QTR,20200728,0.65
BDGE,BDGE,10803510,BRIDGE BANCORP,20191231,EPS,QTR,20200129,0.71
BDSI,BDSI,09060J10,BDSI,20190331,EPS,QTR,20190506,-0.05
BDSI,BDSI,09060J10,BDSI,20200331,EPS,QTR,20200507,0.05
BDSI,BDSI,09060J10,BDSI,20171231,EPS,QTR,20180315,-0.29
BDSI,BDSI,09060J10,BDSI,20180331,EPS,QTR,20180510,-0.18
BDSI,BDSI,09060J10,BDSI,20190930,EPS,QTR,20191112,0
BDSI,BDSI,09060J10,BDSI,20180930,EPS,QTR,20181108,-0.1
BDSI,BDSI,09060J10,BDSI,20181231,EPS,QTR,20190314,-0.08
BDSI,BDSI,09060J10,BDSI,20191231,EPS,QTR,20200312,0.04
BDSI,BDSI,09060J10,BDSI,20190630,EPS,QTR,20190808,0.01
BDSI,BDSI,09060J10,BDSI,20200930,EPS,QTR,20201105,0.09
BDSI,BDSI,09060J10,BDSI,20210331,EPS,QTR,20210506,0.05
BDSI,BDSI,09060J10,BDSI,20210630,EPS,QTR,20210804,0.09
BDSI,BDSI,09060J10,BDSI,20210930,EPS,QTR,20211103,0.07
BDSI,BDSI,09060J10,BDSI,20211231,EPS,QTR,20220309,0.62
BDSI,BDSI,09060J10,BDSI,20180630,EPS,QTR,20180809,-0.16
BDSI,BDSI,09060J10,BDSI,20201231,EPS,QTR,20210310,0.1
BDSI,BDSI,09060J10,BDSI,20200630,EPS,QTR,20200805,0.01
BDX,BDX,07588710,BD,20200331,EPS,QTR,20200507,2.55
BDX,BDX,07588710,BD,20190630,EPS,QTR,20190806,3.08
BDX,BDX,07588710,BD,20220331,EPS,QTR,20220505,3.18
BDX,BDX,07588710,BD,20180331,EPS,QTR,20180503,2.65
BDX,BDX,07588710,BD,20190331,EPS,QTR,20190509,2.59
BDX,BDX,07588710,BD,20201231,EPS,QTR,20210204,4.55
BDX,BDX,07588710,BD,20210630,EPS,QTR,20210805,2.74
