secid,exdate,0
109409,20180615,
109409,20181221,6.135496183206107
109497,20180727,200.03460871502196
109497,20181026,190.59451527910934
109538,20180209,341.6875187372041
109538,20180504,313.53989978942326
109538,20180803,367.23410811044744
109538,20181109,354.06763133536055
109588,20180518,
109588,20180817,
109615,20180316,20.002683538995807
109652,20180105,1.9947034978933547
109652,20180413,0.5060020680971005
109652,20180629,1.5653971435730396
109652,20180928,0.6436720413751137
109652,20181221,
109680,20180316,6.561744174614097
109680,20180817,3.888072955802993
109772,20180420,42.723126130322534
109772,20180720,40.89958332418865
109772,20181019,33.868902915896825
109791,20180216,127.36764015251538
109791,20180420,145.63930774722053
109791,20180720,154.70866055188543
109791,20181019,148.87588052154197
109798,20180720,62.91015509913602
109900,20181221,96.8206135801128
109903,20180119,36.78421399406253
109903,20180420,36.058866401423955
109903,20180720,40.9454996965562
109903,20181019,34.38399940186725
109995,20180420,
110050,20180316,36.55871615773155
110117,20180427,392.0307471361251
110117,20180727,425.6806472637914
110117,20181026,404.3846330107163
110119,20181221,
110121,20181116,37.06112039287548
110154,20180615,3.0907534246575334
110215,20180209,39.969760063466666
110215,20180420,40.54572072465177
110215,20180720,28.931928122564884
110215,20181019,22.765908090279723
110262,20180420,144.55285310657877
110262,20180720,160.948406399821
110262,20181019,168.51700421024853
110295,20181019,40.655532984290275
110337,20180504,45.903856466964385
110337,20180810,48.44271450806299
110337,20181109,44.174931678741686
110357,20180126,63.044933048543356
110357,20180427,52.910775338306514
110357,20180727,51.361723891702056
110357,20181026,58.24578016705619
110366,20180302,2.4618755807484094
110366,20180427,4.088348539811266
110366,20180803,4.687337878407152
110366,20181026,5.335733122832573
110445,20180223,185.42808256009113
110445,20180504,223.50160145865902
110445,20180803,271.56732989520594
110445,20181102,192.94103730875244
110460,20180420,147.66887455920428
110460,20180720,134.36719629220593
110460,20181026,113.99205842493143
110472,20180126,59.78603695825149
110472,20180427,57.311459050352134
110472,20180727,50.35690442021696
110472,20181102,57.83102319571994
110497,20180420,41.98496754369228
110497,20181019,40.42039776507718
110499,20180921,13.627589010514516
110499,20181221,12.87812403705227
110502,20180316,
110539,20180316,29.707705026494644
110548,20180302,21.061831841989996
110548,20180504,19.9369225792263
110548,20180803,18.886456603619997
110548,20181102,19.578732627483724
110634,20180119,66.84540681127086
110634,20180420,65.29467997059625
110634,20180720,66.59044515360071
110634,20181019,61.88322973326801
110642,20180316,14.282562316636982
110649,20181019,32.62028627803008
110684,20180202,27.12911943019713
110684,20180511,27.1199845230012
110684,20180803,20.334682280455823
110684,20181102,16.146091127489463
110716,20180209,61.65110464362814
110716,20180511,61.78465675573443
110716,20180817,69.0341059313952
110716,20181109,70.42809807466945
110786,20180209,121.50101818591229
110786,20180518,114.69811529870329
110786,20180803,121.91074861955238
110786,20181109,127.25310999105103
110810,20180309,74.02544398120803
110810,20180525,76.05048053162463
110810,20180824,81.4981173941167
110810,20181123,78.55292093528163
110856,20180316,18.413043478260867
110972,20180126,116.79643219452366
110972,20180427,99.15811881644578
110972,20180727,114.87404382569063
110972,20181026,97.8635634297981
110979,20180420,53.72934228804056
110979,20180720,67.43616254720615
110979,20181019,63.36257647924426
111045,20180316,98.78875512106205
111045,20180525,99.20855861019221
111045,20180831,129.9530133464946
111045,20181130,99.22760057033662
111086,20180420,82.87057339817399
111122,20180202,77.74566512683212
111122,20180427,59.75605849556816
111122,20180727,77.7087602973135
111122,20181026,87.60302895066579
111206,20180209,82.5083146439979
111206,20180504,86.88431121888331
111206,20180803,78.64455577412565
111206,20181102,87.58880101683995
111222,20180223,34.47647679357928
111222,20180427,31.25740017086873
111222,20180727,36.55614401943454
111222,20181026,34.80924127451954
111292,20181116,58.03042136712498
111304,20180216,
111337,20180202,39.95896717656279
111337,20180427,35.38734944361228
111337,20180803,36.67030459846392
111337,20181102,26.28324485136442
111359,20180119,10.758305998121253
111365,20180420,21.939169625031575
111365,20180720,20.33098074226145
111365,20181019,18.86895152904834
111378,20181019,158.3981303347945
111387,20180720,34.47006586893412
111387,20181019,30.834200950576562
111394,20180126,140.278109788581
111394,20180427,135.8583604606216
111394,20180720,139.01663655910366
111394,20181026,144.9743884024488
111419,20180216,38.87767391625773
111430,20180921,31.903044520519
111434,20180202,132.64229072771883
111434,20180427,107.45332704010703
111434,20180727,111.80523276658032
111434,20181026,116.14458128747654
111459,20180126,135.3566496936644
111459,20180427,122.34883501448385
111459,20180727,129.85640682589022
111459,20181026,128.05659002346357
111487,20180420,32.36650472302144
111487,20180720,36.83760335653009
111487,20181019,30.987686250308617
111512,20180309,35.58283927030563
111512,20180525,41.92288852532889
111512,20180824,45.53705806826223
111512,20181123,37.52345825370526
111537,20180216,78.82802537291191
111537,20180504,78.80540320665067
111537,20180720,83.52088299193633
111537,20181019,88.3445034288643
111560,20180202,96.27638841927947
111560,20180427,107.3292123461066
111560,20180727,104.89944617090865
111560,20181026,97.61178128777708
111642,20180216,15.775963633491749
111705,20180316,1.2251525290297174
111794,20180316,1.5839243498817996
111814,20180216,65.35212010100155
111822,20180216,122.88945183415954
111824,20181019,144.1978213354206
111860,20180223,100.5406635617918
111860,20180518,83.23807427532587
111860,20180817,88.57266755351554
111860,20181116,99.7552494587127
111888,20180420,50.77613621966523
111958,20180420,33.83319552533173
111958,20181019,29.74947398431958
111959,20180420,41.636589949726236
111969,20180216,88.92487943817397
111987,20180126,83.24781128249623
111987,20180427,89.71984389147936
111987,20180727,77.55099356232472
111987,20181026,56.955550188659046
112011,20180202,37.939294832234765
112011,20180427,36.00411327498216
112011,20180727,34.49313132766091
112011,20181026,28.017572102770046
112015,20180126,166.14716318345455
