TICKER,CUSIP,EDATE,LFRI,PrePRC,OpmPRC,PostPRC,ANNDATS
PRTY,70214910,2018-11-08,2018-11-02,10.02,10.43,10.0,20181108
PRTY,70214910,2018-08-09,2018-08-03,15.75,15.9,15.9,20180809
PRTY,70214910,2018-05-09,2018-05-04,14.9,15.8,14.9,20180509
PRTY,70214910,2018-03-09,2018-03-02,14.55,14.85,15.65,20180309
PRWS,36322520,2021-05-17,2021-05-14,4.23,4.23,4.38,20210517
PRWS,36322520,2021-03-31,2021-03-26,2.03,2.15,2.17,20210331
PRWS,36322520,2020-11-09,2020-11-06,2.58,2.58,2.52,20201109
PRWS,36322520,2020-08-10,2020-08-07,2.73,2.73,2.65,20200810
PRWS,36322520,2020-05-11,2020-05-08,2.77,2.77,2.71,20200511
PRWS,36322520,2020-03-16,2020-03-13,2.01,2.01,1.66,20200316
PRWS,36322520,2019-11-12,2019-11-08,4.32,3.97,3.59,20191112
PRWS,36322520,2019-08-09,2019-08-02,3.52,3.36,3.35,20190809
PRWS,36322520,2019-05-10,2019-05-03,4.48,4.6,4.52,20190510
PRWS,36322520,2019-03-06,2019-03-01,4.97,5.31,4.96,20190306
PRWS,36322520,2018-11-13,2018-11-09,4.85,4.78,4.73,20181113
PRWS,36322520,2018-08-14,2018-08-10,4.04,4.5,4.11,20180814
PRWS,36322520,2018-03-29,2018-03-23,3.78,4.635,4.74,20180329
PSDO,74102M10,2019-08-29,2019-08-23,15.99,16.0,16.0,20190829
PSDZ,30233G20,2021-05-05,2021-04-30,10.41,10.69,10.85,20210505
PSDZ,30233G20,2021-03-04,2021-02-26,11.6,10.81,9.6,20210304
PSN,70202L10,2021-05-05,2021-04-30,43.7,44.33,41.91,20210505
PSN,70202L10,2021-02-24,2021-02-19,39.79,39.62,36.77,20210224
PSN,70202L10,2020-11-04,2020-10-30,33.59,31.52,31.68,20201104
PSN,70202L10,2020-08-05,2020-07-31,35.32,34.83,35.52,20200805
PSN,70202L10,2020-05-06,2020-05-01,37.39,35.84,35.99,20200506
PSN,70202L10,2020-03-10,2020-03-06,33.55,37.28,32.91,20200310
PSN,70202L10,2019-11-12,2019-11-08,37.73,38.13,37.8,20191112
PSN,70202L10,2019-08-13,2019-08-09,36.24,37.14,35.93,20190813
PSXX,71854610,2021-04-30,2021-04-23,81.12,76.49,80.91,20210430
PSXX,71854610,2021-01-29,2021-01-22,71.45,72.55,67.8,20210129
PSXX,71854610,2020-10-30,2020-10-23,45.98,50.48,46.66,20201030
PSXX,71854610,2020-07-31,2020-07-24,63.09,65.06,62.02,20200731
PSXX,71854610,2020-05-01,2020-04-24,73.17,60.53,66.36,20200501
PSXX,71854610,2020-01-31,2020-01-24,96.41,100.32,91.37,20200131
PSXX,71854610,2019-10-25,2019-10-18,110.63,107.2,114.42,20191025
PSXX,71854610,2019-07-26,2019-07-19,101.57,101.96,102.32,20190726
PSXX,71854610,2019-04-30,2019-04-26,95.36,94.92,94.27,20190430
PSXX,71854610,2019-02-08,2019-02-01,91.74,94.21,93.52,20190208
PSXX,71854610,2018-10-26,2018-10-19,98.49,102.77,99.45,20181026
PSXX,71854610,2018-07-27,2018-07-20,116.0,110.36,118.79,20180727
PSXX,71854610,2018-04-27,2018-04-20,112.52,110.99,111.34,20180427
PSXX,71854610,2018-02-02,2018-01-26,100.86,106.59,97.01,20180202
PTEN,70348110,2021-04-29,2021-04-23,6.81,6.315,7.035,20210429
PTEN,70348110,2021-02-04,2021-01-29,6.69,6.15,6.07,20210204
PTEN,70348110,2020-10-22,2020-10-16,2.61,2.65,2.81,20201022
PTEN,70348110,2020-07-23,2020-07-17,3.665,3.32,3.94,20200723
PTEN,70348110,2020-04-23,2020-04-17,2.3,2.06,2.89,20200423
PTEN,70348110,2020-02-06,2020-01-31,8.43,7.94,7.05,20200206
PTEN,70348110,2019-10-24,2019-10-18,8.63,7.83,8.56,20191024
PTEN,70348110,2019-07-25,2019-07-19,11.24,10.77,10.42,20190725
PTEN,70348110,2019-02-07,2019-02-01,12.73,12.58,12.8,20190207
PTEN,70348110,2018-10-25,2018-10-19,13.94,16.17,15.29,20181025
PTEN,70348110,2018-07-26,2018-07-20,16.19,16.9,16.04,20180726
PTEN,70348110,2018-04-26,2018-04-20,19.86,19.99,21.11,20180426
PTEN,70348110,2018-02-08,2018-02-02,21.83,23.04,18.71,20180208
PTLA,73701010,2020-05-11,2020-05-08,17.9,17.9,17.9,20200511
PTLA,73701010,2019-05-08,2019-05-03,35.16,36.49,32.06,20190508
PTLA,73701010,2019-03-01,2019-02-22,30.71,31.01,34.72,20190301
PTLA,73701010,2018-08-09,2018-08-03,37.72,37.76,30.81,20180809
PTRW,74144T10,2021-04-29,2021-04-23,179.71001,178.56,181.82001,20210429
PTRW,74144T10,2021-01-28,2021-01-22,156.5,156.21001,162.44,20210128
PTRW,74144T10,2020-10-29,2020-10-23,137.14,148.10001,131.44,20201029
PTRW,74144T10,2020-07-29,2020-07-24,133.92999,133.97,135.82001,20200729
PTRW,74144T10,2020-04-28,2020-04-24,106.5,100.34,113.89,20200428
PTRW,74144T10,2020-01-29,2020-01-24,131.3,131.17999,136.12,20200129
PTRW,74144T10,2019-10-24,2019-10-18,108.38,109.41,113.35,20191024
PTRW,74144T10,2019-07-24,2019-07-19,110.53,108.47,113.27,20190724
PTRW,74144T10,2019-01-30,2019-01-25,92.75,94.55,89.24,20190130
PTRW,74144T10,2018-10-25,2018-10-19,93.87,100.06,95.52,20181025
PTRW,74144T10,2018-07-25,2018-07-20,121.3,119.86,124.81,20180725
PTRW,74144T10,2018-04-25,2018-04-20,107.37,108.44,111.0,20180425
PTRW,74144T10,2018-01-30,2018-01-26,117.55,119.99,112.51,20180130
PURO,04010E10,2018-12-06,2018-11-30,41.43,43.47,43.47,20181206
PVIR,70788V10,2020-11-03,2020-10-30,7.74,7.68,8.36,20201103
PVIR,70788V10,2019-02-27,2019-02-22,54.93,56.24,54.93,20190227
PVIR,70788V10,2018-11-08,2018-11-02,67.45,66.21,63.9,20181108
PWR1,74762E10,2021-05-06,2021-04-30,97.38,96.64,98.59,20210506
PWR1,74762E10,2021-02-25,2021-02-19,81.13,77.25,84.61,20210225
PWR1,74762E10,2020-10-29,2020-10-23,60.88,62.27,62.66,20201029
PWR1,74762E10,2020-08-06,2020-07-31,42.78,39.97,45.43,20200806
PWR1,74762E10,2020-05-07,2020-05-01,33.91,34.97,33.21,20200507
PWR1,74762E10,2020-02-27,2020-02-21,37.08,40.02,39.42,20200227
PWR1,74762E10,2019-10-31,2019-10-25,41.98,41.44,42.05,20191031
PWR1,74762E10,2019-08-01,2019-07-26,37.42,37.8,35.51,20190801
PWR1,74762E10,2019-05-02,2019-04-26,40.41,40.56,39.75,20190502
PWR1,74762E10,2019-02-21,2019-02-15,36.61,35.76,36.18,20190221
PWR1,74762E10,2018-11-01,2018-10-26,31.2,30.96,33.43,20181101
PWR1,74762E10,2018-08-02,2018-07-27,34.1,33.7,35.11,20180802
PWR1,74762E10,2018-05-03,2018-04-27,32.81,32.92,34.06,20180503
PWR1,74762E10,2018-02-22,2018-02-16,34.84,35.07,35.9,20180222
PX1,G5494J10,2021-05-06,2021-04-30,291.61,285.84,296.4,20210506
PX1,G5494J10,2021-02-05,2021-01-29,249.18,245.4,257.37,20210205
PX1,G5494J10,2020-07-30,2020-07-24,244.71,244.07,242.02,20200730
PX1,G5494J10,2020-05-07,2020-05-01,178.95,180.33,184.79,20200507
PX1,G5494J10,2020-02-13,2020-02-07,217.2,214.16,221.26,20200213
PX1,G5494J10,2019-11-12,2019-11-08,202.29,203.0,205.76,20191112
PX1,G5494J10,2019-08-05,2019-08-02,187.71,187.71,190.63,20190805
PX1,G5494J10,2019-05-10,2019-05-03,173.35,180.96,181.59,20190510
PX1,74005P10,2018-07-26,2018-07-20,165.81,165.58,166.45,20180726
PX1,74005P10,2018-04-26,2018-04-20,149.75,150.68,155.99,20180426
PX1,74005P10,2018-03-23,2018-03-16,146.09,154.32,142.55,20180323
PZB,10969610,2021-04-28,2021-04-23,76.91,77.22,77.93,20210428
PZB,10969610,2021-02-23,2021-02-19,76.0,72.76,80.86,20210223
PZB,10969610,2020-10-29,2020-10-23,43.91,47.46,42.96,20201029
PZB,10969610,2020-07-29,2020-07-24,38.29,37.94,48.07,20200729
PZB,10969610,2020-02-06,2020-01-31,88.28,84.19,80.72,20200206
PZB,10969610,2019-10-23,2019-10-18,86.66,86.01,83.78,20191023
PZB,10969610,2019-07-24,2019-07-19,88.35,87.72,92.96,20190724
PZB,10969610,2019-02-06,2019-02-01,74.42,74.67,73.22,20190206
PZB,10969610,2018-10-24,2018-10-19,62.77,62.79,63.32,20181024
PZB,10969610,2018-07-25,2018-07-20,78.7,80.3,80.6,20180725
PZB,10969610,2018-04-25,2018-04-20,74.65,75.3,75.3,20180425
PZB,10969610,2018-02-07,2018-02-02,81.3,82.15,75.0,20180207
PZNM,74731Q10,2018-07-23,2018-07-20,9.21,9.21,9.12,20180723
PZZA,69881310,2021-05-06,2021-04-30,94.0,96.72,100.89,20210506
PZZA,69881310,2021-02-25,2021-02-19,102.64,103.68,90.75,20210225
PZZA,69881310,2020-11-05,2020-10-30,76.11,76.6,82.28,20201105
PZZA,69881310,2020-08-06,2020-07-31,99.14,94.67,97.53,20200806
PZZA,69881310,2020-05-06,2020-05-01,76.16,71.57,76.9,20200506
PZZA,69881310,2020-02-26,2020-02-21,67.35,69.12,61.51,20200226
PZZA,69881310,2019-11-06,2019-11-01,57.19,57.98,61.14,20191106
PZZI,75419810,2021-05-06,2021-04-30,1.27,1.34,1.26,20210506
PZZI,75419810,2021-02-04,2021-01-29,1.4,1.04,1.26,20210204
PZZI,75419810,2020-06-29,2020-06-26,0.8955,0.8955,0.8,20200629
PZZI,75419810,2020-02-12,2020-02-07,1.6,1.6217,1.589,20200212
PZZI,75419810,2019-11-13,2019-11-08,2.3592,2.5,2.35,20191113
PZZI,75419810,2019-09-30,2019-09-27,2.76,2.76,2.57,20190930
PZZI,75419810,2019-05-08,2019-05-03,1.92,1.63,1.97,20190508
PZZI,75419810,2019-02-06,2019-02-01,1.05,1.09,1.0796,20190206
PZZI,75419810,2018-05-09,2018-05-04,1.27,1.3,1.3,20180509
PZZI,75419810,2018-02-06,2018-02-02,1.55,1.57,1.59,20180206
QBYT,83587F20,2020-11-09,2020-11-06,6.98,6.98,5.76,20201109
QBYT,83587F20,2020-03-03,2020-02-28,2.21,2.17,2.1,20200303
QBYT,83587F20,2019-11-12,2019-11-08,1.67,1.65,1.61,20191112
QBYT,83587F20,2019-03-15,2019-03-08,2.43,1.97,2.33,20190315
QCHI,74727A10,2018-04-18,2018-04-13,44.45,44.3,44.45,20180418
QCSB,64944510,2021-04-26,2021-04-23,11.99,11.99,12.53,20210426
QCSB,64944510,2021-01-27,2021-01-22,10.96,11.04,10.6,20210127
QCSB,64944510,2020-10-28,2020-10-23,8.33,8.77,8.08,20201028
QCSB,64944510,2020-07-29,2020-07-24,10.24,10.35,11.08,20200729
QCSB,64944510,2020-04-29,2020-04-24,10.29,9.79,11.13,20200429
QCSB,64944510,2020-01-29,2020-01-24,11.73,11.77,11.1,20200129
QCSB,64944510,2019-10-30,2019-10-25,13.69,13.48,11.84,20191030
QCSB,64944510,2019-07-31,2019-07-26,11.2,10.87,11.53,20190731
QCSB,64944510,2019-04-30,2019-04-26,11.42,11.35,11.63,20190430
QCSB,64944510,2019-01-30,2019-01-25,10.87,10.7,11.43,20190130
QCSB,64944510,2018-10-24,2018-10-19,9.41,9.81,9.09,20181024
QCSB,64944510,2018-07-25,2018-07-20,11.41,11.41,10.52,20180725
QCSB,64944510,2018-04-25,2018-04-20,12.96,12.64,12.04,20180425
QCSB,64944510,2018-01-31,2018-01-26,13.94,14.0,14.16,20180131
QDEL,74838J10,2020-05-07,2020-05-01,142.31,139.24,153.48,20200507
QEP,74733V10,2019-08-07,2019-08-02,4.03,4.54,4.0,20190807
QHC,74909E10,2019-05-10,2019-05-03,2.08,1.98,2.17,20190510
QNST,74874Q10,2018-08-07,2018-08-03,14.63,14.45,12.98,20180807
QNST,74874Q10,2018-04-25,2018-04-20,11.69,11.57,11.98,20180425
QQUN,46266C10,2021-04-22,2021-04-16,219.0,215.56,225.94,20210422
QQUN,46266C10,2021-02-10,2021-02-05,183.82001,186.10001,190.05,20210210
QQUN,46266C10,2020-10-20,2020-10-16,164.05,164.56,173.5,20201020
QQUN,46266C10,2020-07-22,2020-07-17,156.95,154.05,164.28999,20200722
QQUN,46266C10,2020-04-28,2020-04-24,131.88,128.86,135.88,20200428
QQUN,46266C10,2020-02-12,2020-02-07,161.7,157.0,166.11,20200212
QQUN,46266C10,2019-10-30,2019-10-25,150.09,147.50999,145.74001,20191030
QQUN,46266C10,2019-07-24,2019-07-19,156.75999,155.85001,160.61,20190724
QQUN,46266C10,2019-05-01,2019-04-26,138.89999,138.7,134.99001,20190501
QQUN,46266C10,2019-02-14,2019-02-08,131.82001,128.81,141.13,20190214
QQUN,46266C10,2018-10-22,2018-10-19,126.89,126.89,126.45,20181022
QQUN,46266C10,2018-07-24,2018-07-20,111.37,111.11,118.38,20180724
QQUN,46266C10,2018-02-14,2018-02-09,100.06,96.05,104.68,20180214
QUAX,74730110,2020-11-04,2020-10-30,2.42,2.27,2.21,20201104
QUAX,74730110,2020-05-06,2020-05-01,3.16,3.37,3.06,20200506
QUAX,74730110,2018-10-31,2018-10-26,18.25,17.45,15.43,20181031
QUAX,74730110,2018-02-21,2018-02-16,22.05,22.18,27.83,20180221
RAD,76775487,2021-06-24,2021-06-18,20.42,20.14,17.46,20210624
RAD,76775487,2021-04-15,2021-04-09,19.05,20.1,17.69,20210415
RAD,76775487,2020-12-17,2020-12-11,17.11,18.46,20.08,20201217
RAD,76775487,2020-09-24,2020-09-18,13.35,13.44,10.98,20200924
RAD,76775487,2020-06-25,2020-06-19,12.87,12.41,16.29,20200625
RAD,76775487,2019-12-19,2019-12-13,8.32,7.57,11.84,20191219
RAD,76775487,2019-09-26,2019-09-20,7.69,7.4,7.83,20190926
RAL1,75121210,2021-05-20,2021-05-14,131.05,136.48,121.87,20210520
RAL1,75121210,2021-02-04,2021-01-29,105.19,101.05,107.83,20210204
RAL1,75121210,2020-10-29,2020-10-23,74.3,77.39,70.58,20201029
RAL1,75121210,2020-08-04,2020-07-31,69.72,71.3,66.68,20200804
RAL1,75121210,2020-05-27,2020-05-22,81.37,72.84,80.88,20200527
RAL1,75121210,2020-02-04,2020-01-31,113.26,113.5,123.68,20200204
RAL1,75121210,2019-11-07,2019-11-01,100.88,97.99,115.67,20191107
RAL1,75121210,2019-07-30,2019-07-26,111.27,110.08,107.13,20190730
RAL1,75121210,2019-05-14,2019-05-10,118.28,124.27,113.95,20190514
RAL1,75121210,2019-02-05,2019-02-01,114.55,115.78,124.16,20190205
RAL1,75121210,2018-11-06,2018-11-02,136.8,134.03,127.79,20181106
RAL1,75121210,2018-07-31,2018-07-27,135.89,136.05,134.98,20180731
RAL1,75121210,2018-05-23,2018-05-18,116.61,115.46,133.33,20180523
RAL1,75121210,2018-02-01,2018-01-26,114.31,118.87,111.5,20180201
RALI,35702310,2021-05-17,2021-05-14,6.44,6.44,5.3,20210517
RALI,35702310,2021-03-24,2021-03-19,3.24,3.3,3.89,20210324
RALI,35702310,2020-05-11,2020-05-08,1.34,1.34,1.2,20200511
RARX,74933V10,2020-02-27,2020-02-21,46.66,46.69,46.525,20200227
RARX,74933V10,2019-11-07,2019-11-01,46.9,47.01,46.775,20191107
RARX,74933V10,2019-08-07,2019-08-02,31.8,32.59,30.9,20190807
RARX,74933V10,2019-05-09,2019-05-03,23.22,21.94,23.99,20190509
RARX,74933V10,2019-03-07,2019-03-01,19.25,19.49,21.92,20190307
RARX,74933V10,2018-08-08,2018-08-03,10.07,9.02,11.14,20180808
RBC,75875010,2021-02-16,2021-02-12,128.95,128.95,132.95,20210216
RBC,75875010,2019-11-04,2019-11-01,76.44,76.44,82.1,20191104
RBC,75875010,2018-11-05,2018-11-02,75.49,75.49,77.06,20181105
RBCA,76028120,2021-04-22,2021-04-16,45.2,45.61,44.92,20210422
RBCA,76028120,2021-01-29,2021-01-22,36.59,39.56,36.09,20210129
RBCA,76028120,2020-10-16,2020-10-09,31.33,31.32,32.84,20201016
RBCA,76028120,2020-07-17,2020-07-10,31.5,30.08,31.95,20200717
RBCA,76028120,2020-04-23,2020-04-17,30.46,31.24,31.16,20200423
RBCA,76028120,2020-01-24,2020-01-17,43.64,45.64,44.7,20200124
RBCA,76028120,2019-10-18,2019-10-11,43.13,43.2,42.6,20191018
RBCA,76028120,2019-07-19,2019-07-12,49.15,50.62,48.26,20190719
RBCA,76028120,2019-01-25,2019-01-18,39.56,40.5,41.82,20190125
RBCA,76028120,2018-10-19,2018-10-12,44.43,43.39,43.3,20181019
RBCA,76028120,2018-07-20,2018-07-13,46.82,46.05,48.75,20180720
RBCA,76028120,2018-04-19,2018-04-13,39.11,38.57,41.25,20180419
RBCA,76028120,2018-01-26,2018-01-19,39.1,40.1,39.22,20180126
RBIN,25827810,2021-04-26,2021-04-23,111.34,111.34,99.01,20210426
RBIN,25827810,2021-02-22,2021-02-19,93.08,93.08,102.53,20210222
RBIN,25827810,2020-04-27,2020-04-24,57.84,57.84,63.1,20200427
RBIN,25827810,2020-02-24,2020-02-21,76.69,76.69,66.34,20200224
RBIN,25827810,2019-10-28,2019-10-25,82.92,82.92,73.76,20191028
RBIN,25827810,2019-07-30,2019-07-26,82.92,84.76,73.05,20190730
RBIN,25827810,2019-04-29,2019-04-26,93.53,93.53,84.9,20190429
RBIN,25827810,2019-02-25,2019-02-22,90.72,90.72,81.27,20190225
RBIN,25827810,2018-07-31,2018-07-27,73.68,72.17,74.68,20180731
RBIN,25827810,2018-05-01,2018-04-27,64.26,66.38,64.14,20180501
RBIN,25827810,2018-02-26,2018-02-23,73.45,73.45,73.14,20180226
RCKB,91030410,2019-10-18,2019-10-11,13.79,13.65,14.29,20191018
RCUS,03969F10,2019-05-02,2019-04-26,10.04,10.88,9.96,20190502
RDC,G7665A10,2019-02-27,2019-02-22,11.54,12.17,11.46,20190227
RDC,G7665A10,2018-10-31,2018-10-26,15.86,16.17,15.91,20181031
RDC,G7665A10,2018-08-01,2018-07-27,14.48,14.25,13.52,20180801
RDC,G7665A10,2018-05-01,2018-04-27,14.44,14.48,13.69,20180501
RDC,G7665A10,2018-02-28,2018-02-23,13.2,13.59,12.16,20180228
RDDB,06424J10,2021-04-16,2021-04-09,12.85,13.1,12.81,20210416
RDDB,06424J10,2021-01-22,2021-01-15,10.05,10.3,10.25,20210122
RDDB,06424J10,2020-10-16,2020-10-09,7.99,7.4,8.13,20201016
RDDB,06424J10,2020-07-17,2020-07-10,7.09,6.86,7.51,20200717
RDDB,06424J10,2020-01-17,2020-01-10,11.34,11.2,11.2,20200117
RDDB,06424J10,2019-10-18,2019-10-11,10.97,10.93,10.96,20191018
RDDB,06424J10,2019-07-19,2019-07-12,10.52,10.6,10.64,20190719
RDDB,06424J10,2019-01-18,2019-01-11,10.94,11.0,10.85,20190118
RDDB,06424J10,2018-10-19,2018-10-12,11.54,11.47,11.43,20181019
RDR,78354910,2021-04-28,2021-04-23,76.78,74.77,77.36,20210428
RDR,78354910,2021-02-11,2021-02-05,69.14,67.25,65.3,20210211
RDR,78354910,2020-10-28,2020-10-23,50.29,51.58,49.45,20201028
RDR,78354910,2020-07-29,2020-07-24,42.17,42.19,37.95,20200729
RDR,78354910,2020-04-29,2020-04-24,30.7,27.92,34.89,20200429
RDR,78354910,2020-02-13,2020-02-07,50.19,50.05,45.01,20200213
RDR,78354910,2019-10-29,2019-10-25,55.12,54.83,52.12,20191029
RDR,78354910,2019-07-30,2019-07-26,59.32,59.09,53.38,20190730
RDR,78354910,2019-04-30,2019-04-26,65.49,64.89,63.0,20190430
RDR,78354910,2019-02-14,2019-02-08,60.52,57.92,63.7,20190214
RDR,78354910,2018-10-26,2018-10-19,60.97,65.11,57.22,20181026
RDR,78354910,2018-07-25,2018-07-20,73.23,74.7,78.32,20180725
RDR,78354910,2018-04-24,2018-04-20,74.83,74.05,68.39,20180424
RDR,78354910,2018-02-16,2018-02-09,84.74,80.67,76.43,20180216
RECV,53240320,2018-05-10,2018-05-04,4.48,4.47,4.41,20180510
REGN,75886F10,2021-05-06,2021-04-30,482.42,481.3,498.68,20210506
REGN,75886F10,2021-02-05,2021-01-29,498.84,503.84,498.98,20210205
REGN,75886F10,2020-11-05,2020-10-30,587.14,543.56,588.81,20201105
REGN,75886F10,2020-08-05,2020-07-31,648.43,632.07,624.52,20200805
REGN,75886F10,2020-05-05,2020-05-01,541.82,525.5,574.37,20200505
REGN,75886F10,2020-02-06,2020-01-31,372.16,337.94,389.85,20200206
REGN,75886F10,2019-11-05,2019-11-01,311.04,310.48,332.6,20191105
REGN,75886F10,2019-08-06,2019-08-02,299.57,305.24,300.26,20190806
REGN,75886F10,2019-05-07,2019-05-03,344.23,336.89,322.4,20190507
REGN,75886F10,2019-02-06,2019-02-01,421.04,430.15,406.56,20190206
REGN,75886F10,2018-11-06,2018-11-02,354.93,352.59,357.61,20181106
REGN,75886F10,2018-08-02,2018-07-27,371.03,367.6,397.0,20180802
REGN,75886F10,2018-05-03,2018-04-27,296.14,313.05,292.41,20180503
REGN,75886F10,2018-02-08,2018-02-02,334.61,347.86,322.62,20180208
RELL,76316510,2018-07-27,2018-07-20,9.61,9.68,9.77,20180727
RES,74966010,2021-04-28,2021-04-23,5.0,4.77,5.15,20210428
RES,74966010,2021-01-27,2021-01-22,3.87,3.87,4.51,20210127
RES,74966010,2020-10-28,2020-10-23,2.65,2.76,2.34,20201028
RES,74966010,2020-07-29,2020-07-24,3.11,3.22,3.27,20200729
RES,74966010,2020-05-06,2020-05-01,3.07,3.04,3.01,20200506
RES,74966010,2020-01-29,2020-01-24,4.59,4.45,4.9,20200129
RES,74966010,2019-10-23,2019-10-18,5.09,4.61,4.63,20191023
RES,74966010,2019-07-24,2019-07-19,6.59,6.36,5.95,20190724
RES,74966010,2019-01-23,2019-01-18,11.39,11.54,10.69,20190123
RES,74966010,2018-10-24,2018-10-19,13.94,14.75,13.02,20181024
RES,74966010,2018-07-25,2018-07-20,14.0,15.04,13.75,20180725
RES,74966010,2018-04-25,2018-04-20,18.78,19.2,17.93,20180425
RES,74966010,2018-01-24,2018-01-19,25.13,24.65,22.34,20180124
RESN,76118L10,2020-10-07,2020-10-02,2.42,2.36,2.57,20201007
RETA,75615P10,2021-05-06,2021-04-30,91.0,101.4,93.28,20210506
RETA,75615P10,2021-03-01,2021-02-26,122.26,122.26,126.63,20210301
RETA,75615P10,2020-11-09,2020-11-06,131.89,131.89,174.66,20201109
RETA,75615P10,2020-08-10,2020-08-07,156.2,156.2,104.41,20200810
RETA,75615P10,2019-11-12,2019-11-08,213.67,211.6,182.83,20191112
RETA,75615P10,2019-08-08,2019-08-02,81.26,89.87,82.01,20190808
RETA,75615P10,2019-05-09,2019-05-03,85.88,80.41,87.32,20190509
RETA,75615P10,2019-02-28,2019-02-22,92.64,89.77,94.34,20190228
RETA,75615P10,2018-11-07,2018-11-02,62.85,62.1,71.28,20181107
RETA,75615P10,2018-03-02,2018-02-23,23.57,24.2,21.91,20180302
REV,76152560,2021-05-10,2021-05-07,11.17,11.17,10.18,20210510
REV,76152560,2021-03-11,2021-03-05,10.59,11.47,11.63,20210311
REV,76152560,2020-08-06,2020-07-31,7.76,6.32,7.39,20200806
REV,76152560,2020-05-11,2020-05-08,12.75,12.75,11.8,20200511
REV,76152560,2019-11-08,2019-11-01,24.39,25.75,20.76,20191108
REV,76152560,2019-08-08,2019-08-02,18.39,18.16,17.2,20190808
REV,76152560,2019-05-09,2019-05-03,22.55,22.75,23.51,20190509
REV,76152560,2018-11-09,2018-11-02,21.8,22.08,28.61,20181109
REV,76152560,2018-08-09,2018-08-03,16.0,15.75,16.3,20180809
REV,76152560,2018-05-10,2018-05-04,19.9,20.4,18.1,20180510
REVG,74952710,2021-03-10,2021-03-05,14.13,13.39,16.06,20210310
REVG,74952710,2020-09-09,2020-09-04,7.99,8.19,7.9,20200909
REVG,74952710,2020-06-08,2020-06-05,7.97,7.97,7.99,20200608
REZIW,76118Y10,2021-02-25,2021-02-19,28.97,27.89,24.69,20210225
REZIW,76118Y10,2020-11-05,2020-10-30,11.35,10.08,15.39,20201105
REZIW,76118Y10,2020-08-04,2020-07-31,11.11,13.28,12.48,20200804
REZIW,76118Y10,2019-03-07,2019-03-01,24.75,25.27,18.96,20190307
RFBI,76041610,2021-04-22,2021-04-16,3.64,3.7,3.54,20210422
RFBI,76041610,2021-01-25,2021-01-22,2.84,2.84,2.83,20210125
RFBI,76041610,2020-10-29,2020-10-23,2.21,2.38,2.25,20201029
RFBI,76041610,2020-07-27,2020-07-24,2.16,2.16,2.25,20200727
RFBI,76041610,2020-04-29,2020-04-24,2.19,1.97,2.57,20200429
RFBI,76041610,2020-01-28,2020-01-24,3.7,3.76,3.595,20200128
RFBI,76041610,2019-10-28,2019-10-25,4.16,4.16,4.03,20191028
RFBI,76041610,2019-07-29,2019-07-26,4.68,4.68,4.5,20190729
RFBI,76041610,2019-01-28,2019-01-25,6.5,6.5,6.16,20190128
RFBI,76041610,2018-10-25,2018-10-19,6.45,6.67,6.97,20181025
RFBI,76041610,2018-07-26,2018-07-20,7.6,7.7,8.1,20180726
RFIL,74955210,2018-06-11,2018-06-08,6.25,6.25,8.35,20180611
RGEN,75991610,2021-05-04,2021-04-30,208.11,211.71001,194.67,20210504
RGEN,75991610,2021-02-24,2021-02-19,206.50999,214.35001,215.58,20210224
RGEN,75991610,2020-11-05,2020-10-30,186.87,166.57001,201.86,20201105
RGEN,75991610,2020-07-30,2020-07-24,138.78,134.36,151.25,20200730
RGEN,75991610,2020-05-06,2020-05-01,114.52,112.91,124.71,20200506
RGEN,75991610,2020-02-20,2020-02-14,109.14,105.97,101.12,20200220
RGEN,75991610,2019-10-31,2019-10-25,77.14,79.16,79.49,20191031
RGEN,75991610,2019-08-01,2019-07-26,94.39,92.51,95.51,20190801
RGEN,75991610,2019-05-09,2019-05-03,67.57,67.6,69.86,20190509
RGEN,75991610,2019-02-21,2019-02-15,59.0,60.19,58.05,20190221
RGEN,75991610,2018-08-02,2018-07-27,48.05,47.56,47.28,20180802
RGEN,75991610,2018-05-08,2018-05-04,38.35,37.13,40.52,20180508
RGEN,75991610,2018-02-22,2018-02-16,32.4,32.75,34.98,20180222
RGIS,75893210,2020-11-02,2020-10-30,5.54,5.54,5.12,20201102
RGIS,75893210,2020-08-31,2020-08-28,9.08,9.08,7.39,20200831
RGIS,75893210,2020-06-18,2020-06-12,9.35,9.14,9.29,20200618
RGIS,75893210,2019-10-29,2019-10-25,23.03,22.66,22.18,20191029
RGIS,75893210,2019-08-27,2019-08-23,15.92,16.8,14.68,20190827
RGIS,75893210,2019-04-30,2019-04-26,19.65,19.81,18.72,20190430
RGIS,75893210,2019-01-29,2019-01-25,18.11,18.97,17.42,20190129
RGIS,75893210,2018-10-30,2018-10-26,19.0,19.2,17.11,20181030
RGIS,75893210,2018-08-21,2018-08-17,18.0,18.09,20.59,20180821
RGIS,75893210,2018-05-01,2018-04-27,15.62,15.28,16.99,20180501
RGIS,75893210,2018-02-01,2018-01-26,15.92,16.03,15.68,20180201
RGLS,75915K20,2019-03-18,2019-03-15,1.17,1.17,1.12,20190318
RGNX,75901B10,2018-08-08,2018-08-03,70.8,69.25,70.55,20180808
RI0O,74934Q10,2019-08-09,2019-08-02,16.23,15.95,16.05,20190809
RI0O,74934Q10,2019-07-25,2019-07-19,16.08,14.65,16.07,20190725
RILC,18506410,2021-05-17,2021-05-14,4.17,4.17,4.02,20210517
