TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
ISBF,81564,45082810,20000518,20200701,1
ISCA,84226,46033520,19961114,20191017,1
ISIG,76934,45765Y10,19920820,20180314,1
ISIP,76661,46433010,19910620,20151221,1
ISIP,76661,46222210,20160114,20220331,1
ISRG,88352,46120E10,20000720,20030630,1
ISRG,88352,46120E60,20030717,20220331,1
ISY,46463,45779430,19910620,19950305,1
ISY,46463,39843310,19950316,20220331,1
ITCK,14432,46116X10,20140131,20220331,1
ITEL,46077,46564210,19851219,19950831,1
ITEL,46077,03529010,19950914,20200619,1
ITRI,79839,46574110,19940217,20220331,1
ITT,12570,46047010,19760115,19830510,1
ITT,12570,45067910,19840119,19951219,1
ITT,82776,45091210,19960118,19980223,1
ITW,56573,45230810,19760115,20220331,1
IVA1,82587,46114810,19951121,20220331,1
IVCR,45728,46120310,19840511,20220331,1
IXCC,13262,16383L10,20120419,20220331,1
JAKK,83520,47012E10,19970619,20200709,1
JAKK,83520,47012E40,20200716,20220331,1
JAX,15648,46609J10,20151217,20201231,1
JAZP,92096,47214710,20070614,20120117,1
JAZP,92096,G5087110,20120119,20220331,1
JAZZ,92096,47214710,20070601,20070613,5
JAZZ,,,20070614,20121206,6
JBHT,42877,44565810,19840315,20220331,1
JBIL,79094,46631310,19930520,20220331,1
JBLU,89353,47714310,20020516,20220331,1
JBSS,77165,80042210,19920220,20220331,1
JBT,92729,47783910,20080814,20220331,1
JCOF,,,20091119,20170614,6
JCOF,16808,98753720,20170621,20201119,1
JCP,18403,70816010,19760115,20200518,1
JCP,,,20210114,,6
JEAN,11884,47215430,19901018,19990713,1
JEAN,11884,45833410,19990715,20220331,1
JEC,52329,46981410,19760115,20220331,1
JEFG,46392,47231810,19840315,19990427,1
JEFG,46392,46145F10,19990520,20190228,1
JELD,16554,47580P10,20170216,20220331,1
JFAX,87075,47736610,19990819,20001210,1
JFAX,87075,46626E10,20001214,20010207,1
JFAX,87075,46626E20,20010215,20111206,1
JFAX,87075,48123V10,20111215,20220331,1
JILL,16611,46620W10,20170420,20201109,1
JILL,16611,46620W20,20201119,20220331,1
JJSF,10026,46603210,19870115,20220331,1
JKHY,88664,42628110,19870219,20220331,1
JNCE,16570,48111610,20170316,20220331,1
JNJ,22111,47816010,19760115,20220331,1
JNPR,86979,48203R10,19990819,20220331,1
JONE,14026,48019R10,20130919,20180909,1
JONE,14026,48019R30,20180920,20181126,1
JONE,,,20190418,20211231,6
JWAT,46288,46626510,19870820,19931008,1
JWAT,82694,29084Q10,19951228,20220331,1
JWCA,13563,88677Q10,20120920,20220331,1
JYNT,15072,47973J10,20141218,20220331,1
K,26825,48783610,19760115,20220331,1
KALA,16824,48311910,20170817,20220331,1
KAMN,47002,48354810,19760115,20220331,1
KAN,24053,48531410,19760115,19920510,1
KAN,24053,95942510,19920514,20020623,1
KAN,24053,95709T10,20020718,20180604,1
KAN,24053,30034W10,20180614,20220331,1
KAR,93174,48238T10,20091217,20220331,1
KBAL,47715,49427410,19780914,20220331,1
KBH,70092,48616810,19861218,20010117,1
KBH,70092,48666K10,20010118,20220331,1
KBR,91579,48242W10,20061116,20220331,1
KDMN,16154,48283N10,20160818,20211108,1
KELY,47379,48815210,19810514,19840628,1
KELY,47379,48815220,19850214,20220331,1
KERX,88451,49251510,20000914,20181212,1
KEX,59045,49726610,19810514,20220331,1
KEY,64995,49326310,19850827,19940301,1
KEYW,12356,49372310,20101014,20190611,1
KFT,89006,50075N10,20010719,20121001,1
KFT,89006,60920710,20121018,20220331,1
KFY,86594,50064320,19990318,20220331,1
KHC,15408,50075410,20150716,20220331,1
KIMB,47723,49435510,19831020,19891220,1
KIMB,47723,40609210,19900118,19910101,1
KIMB,47723,40609220,19910117,19960528,1
KIMB,47723,40609230,19960620,20100316,1
KIMB,47723,40609P10,20100318,20220331,1
KIND,89207,49458010,20011220,20180629,1
KINU,14352,49457710,20140116,20210827,1
KIRK,89449,49749810,20020815,20220331,1
KITS,10530,58960210,19870115,20010124,1
KITS,10530,58958410,20010215,20220331,1
KLAC,46886,48248010,19830818,20220331,1
KLIC,48144,50124210,19800214,20220331,1
KLT,24432,48513410,19760115,20010930,1
KLT,24432,39116410,20011018,20180604,1
KLT,,,20180614,20211231,6
KLU3,76758,48300710,19911114,20020402,1
KLU3,,,20020418,20060719,6
KLU3,91403,48300770,20060720,20220331,1
KLXE,18048,48253L10,20181115,20200727,1
KLXE,18048,48253L20,20200820,20220331,1
KLXIV,15091,48253910,20141218,20181008,1
KMB,17750,49436810,19760115,20220331,1
KMET,78001,48836010,19921217,20101107,1
KMET,78001,48836020,20101118,20200612,1
KMGB,85019,48256410,20020314,20181114,1
KMI,12558,49456B10,20110217,20220331,1
KMPH,15294,48844510,20150514,20201227,1
KMPH,15294,48844520,20210114,20220331,1
KMRT,89757,49878010,20030619,20050327,1
KMRT,89757,81235010,20050414,20181023,1
KMRT,,,20181115,20210131,6
KMT,44134,48917010,19760115,20220331,1
KMX,84577,17273730,19970320,20020930,1
KMX,89508,14313010,20021114,20220331,1
KNGT,80987,49906410,19941215,20170908,1
KNGT,12473,49904910,20170914,20220331,1
KNLL,84780,49890410,19970619,20041214,1
KNLL,84780,49890420,20050120,20210716,1
KNOT,87496,49918410,20000120,20110627,1
KNOT,87496,98377210,20110714,20181220,1
KNSL,16171,49714P10,20160915,20220331,1
KNTX,,,20060316,20080116,6
KNTX,92601,66553110,20080326,20200920,1
KNTX,92601,66553130,20201015,20220331,1
KO,11308,19121610,19760115,20220331,1
KOD,18203,50015M10,20181115,20220331,1
KONA,90865,50047H20,20050818,20190424,1
KONA,,,20190516,20191231,6
KOPN,77515,50060010,19920618,20220331,1
KOSA,12788,G5315B10,20110616,20181230,1
KOSA,12788,50068810,20190117,20220331,1
KPEQ,11990,48248M10,20100819,20180701,1
KPEQ,11990,48251W10,20180719,20220331,1
KPO,91114,50060P10,20060216,20220331,1
KPTI,14316,48576U10,20131219,20220331,1
KR,16678,50104410,19760115,20220331,1
KR04,89960,50105F10,20040415,20220331,1
KRA,93175,50077C10,20100114,20220314,1
KRNY,90600,48716910,20050317,20150518,1
KRNY,90600,48716P10,20150618,20220331,1
KSS,77606,50025510,19920716,20220331,1
KSU,12650,48517010,19780615,20000712,1
KSU,12650,48517030,20000720,20211213,1
KTB,18578,50050N10,20190620,20220331,1
KTCC,47619,49314410,19831020,20220331,1
KTWO,14658,48273J10,20140619,20181108,1
KURO,15847,50127T10,20151105,20220331,1
KVHI,83390,48273810,19960516,20220331,1
LABL,11638,62538310,19870827,20190701,1
LACO,86578,51206P10,19990318,20140909,1
LACO,86578,51206P20,20140918,20150803,1
LACO,86578,38101310,20150820,20220331,1
LADR,14489,50574310,20140220,20220331,1
LAKE,10645,51179510,19870219,20220331,1
LAMR,83879,51281510,19960919,20141118,1
LAMR,83879,51281610,20141120,20220331,1
LANC,48523,51384710,19760115,20220331,1
LAND,79841,51475910,19940519,19980826,1
LAND,79841,34985310,19980917,20220331,1
LAP,85246,51802H10,19970918,19990311,1
LAP,85246,48020Q10,19990318,20220331,1
LAYN,77862,52105010,19920917,20180614,1
LAZB,48347,50533610,19760115,20220331,1
LBAI,87614,51163710,20020620,20220331,1
LBOR,83671,50540120,19960815,20071217,1
LBOR,83671,89785X10,20071220,20220331,1
LBRD/1,14988,53030730,20141218,20220331,1
LBRDA,14944,53030710,20141120,20220331,1
LBY,79336,52989810,19931118,20200529,1
LC02,,,20040415,20040714,6
LC02,13007,50181P10,20110908,20220331,1
LCI,89369,51601210,20020516,20220331,1
LCUT,76686,53192610,19910815,20050630,1
LCUT,76686,53222Q10,20050714,20220331,1
LDL,59774,55081910,19861120,20210930,1
LEA,80422,52189310,19940519,19960509,1
LEA,80422,52186510,19960516,20090701,1
LEA,,,20090716,20091118,6
LEA,93101,52186520,20091120,20220331,1
LECT,10966,52325110,19871119,20111012,1
LECT,10966,05463X10,20111020,20220331,1
LEE,50286,52376810,19760617,20210314,1
LEE,50286,52376840,20210318,20220331,1
LEG,60943,52466010,19760115,20220331,1
LEN,52708,52605710,19780720,20220331,1
LEVB,17091,52730Q20,20190418,20190430,1
LEVB,17091,12482W10,20190516,20220331,1
LEXAV,16429,53046P10,20161117,20190726,1
LEXG,88173,52887210,20000518,20150520,1
LEXG,88173,52887230,20150618,20220331,1
LEYS,75232,51508610,19870219,20020617,1
LEYS,14544,51509F10,20140417,20220331,1
LFCO,85020,53184P10,19970814,20010611,1
LFCO,85020,53184P20,20010614,20020825,1
LFCO,85020,69478X10,20020919,20220331,1
LFLT,,,20050217,20070214,6
LFLT,13599,53222K10,20120912,20151018,1
LFLT,13599,53222K20,20151119,20220331,1
LFUS,77918,53700810,19921217,20220331,1
LG,12781,50558810,19780420,20011002,1
LG,12781,50559710,20011018,20160428,1
LG,12781,84857L10,20160519,20220331,1
LGCY,91739,52470730,20070118,20180920,1
LGCY,91739,52470610,20181018,20190627,1
LGCY,,,20190718,20201231,6
LGIH,14317,50187T10,20131219,20220331,1
LGND,78081,53220K10,19930218,19941124,1
LGND,78081,53220K20,19941215,20101118,1
LGND,78081,53220K50,20101216,20220331,1
LHCG,90734,50187A10,20050616,20220331,1
LHP,86106,51155710,19920416,20010904,1
LHP,86106,29250R10,20011018,20181219,1
LICN,90735,53353510,20050714,20220331,1
LIEL,81678,53354310,19950613,19980601,1
LIEL,81678,53390010,19980618,20220331,1
LIG,75233,53222010,19880114,19900729,1
LIG,75233,11252510,19900816,20000524,1
LIG,75233,92240M10,20000615,20220331,1
LII1,87034,52610710,19990916,20220331,1
LINT,91277,53071M10,20060720,20180409,1
LINT,91277,74915M10,20180419,20220331,1
LINZ,12211,53555510,19890316,20220331,1
LION,80990,31639610,19950420,19950731,1
LION,80990,31632010,19950817,20030511,1
LION,80990,31639410,20030515,20190628,1
LITEV,15490,55024U10,20150820,20220331,1
LJPC,80640,50345910,19951019,20051221,1
LJPC,80640,50345930,20060119,20110414,1
LJPC,80640,50345940,20110519,20120216,1
LJPC,80640,50345950,20120315,20140113,1
LJPC,80640,50345960,20140116,20220331,1
LK,21178,53982110,19770317,19950315,1
LK,21178,53983010,19950316,20220331,1
LKFN,85299,51165610,19970815,20220331,1
LKQX,89866,50188920,20031120,20220331,1
LKSD,16278,50218P10,20161215,20191227,1
LKSD,,,20200416,,6
LL,92400,55003Q10,20071115,20100103,1
LL,92400,55003T10,20100114,20220331,1
LLL,86021,50242410,19980618,20170102,1
LLL,86021,50241310,20170119,20190628,1
LLNW,92097,53261M10,20070614,20220331,1
LLNW,,,20220616,,6
LLY,50876,53245710,19760115,20220331,1
LM,65330,52490110,19830801,20200731,1
LMAT,91503,52555820,20061019,20220331,1
LMCA,13757,53122910,20130117,20160417,1
LMCA,13757,53122987,20160519,20220331,1
LMCA/1,14811,53122930,20140814,20160417,1
LMCA/1,14811,53122985,20160519,20220331,1
LMCA/3,15998,53122940,20160519,20220331,1
LMCA/5,15996,53122970,20160519,20220331,1
LMCA/7,15997,53122988,20160519,20220331,1
LMII,90227,53071910,20040617,20050615,1
LMII,90227,53055510,20050616,20130609,1
LMII,90227,G5480U10,20130620,20220331,1
LMII/2,90866,53055530,20050915,20130609,1
LMII/2,90866,G5480U12,20130620,20220331,1
LMNR,93397,53274610,20100617,20220331,1
LMNX,87789,55027E10,20000518,20210713,1
LMTR,84319,53679710,19970116,20220331,1
LNC,49015,53418710,19760115,20220331,1
LNCE,48531,51460610,19760115,20101212,1
LNCE,48531,83355110,20101216,20180323,1
LNDC,83148,51476610,19960314,20220331,1
LNREF,16174,54240F10,20160714,20201009,2
LNTH,15429,51654410,20150820,20220331,1
LOB,15527,53803X10,20150820,20220331,1
LOCO,14812,26860310,20140918,20220331,1
LOGM,92984,54142L10,20090716,20200828,1
LOMK,50017,54150930,19930916,19980825,1
LOMK,50017,75281A10,19980917,20220331,1
LOPE,92852,38526M10,20081218,20220331,1
LOVE,17891,54738L10,20180816,20220331,1
LOW,61399,54866110,19760115,20220331,1
LOXO,14871,54886210,20140918,20190214,1
LPCN,,,20140116,20140219,6
LPCN,14545,53630X10,20140321,20220331,1
LPLA,12400,50213H10,20101216,20120619,1
LPLA,12400,50212V10,20120719,20220331,1
LPNT,86899,53219L10,19990520,20181115,1
LPSN,88174,53814610,20000518,20220331,1
LPX,56223,54634710,19760115,20220331,1
LQDT,91095,53635B10,20060316,20220331,1
LRCX,48486,51280710,19840614,20220331,1
LRN,92493,48273U10,20080117,20201215,1
LRN,92493,86333M10,20201217,20220331,1
LSB,49488,50216010,19861218,20220331,1
LSCC,75854,51841510,19900118,20220331,1
LSP,83342,G5646210,19960718,20030615,1
LSP,83342,G5646219,20030619,20030715,1
LSP,91024,54388110,20060316,20210309,1
LSTR,78981,51509810,19930520,20220331,1
LTD,,,19780615,19811118,6
LTD,64282,53271610,19820604,20130327,1
LTD,64282,50179710,20130418,20210802,1
LTD,64282,07083010,20210819,20220331,1
LTHM,18138,53814L10,20181115,20220331,1
LTR,26710,54042410,19781215,20220331,1
LTRPA,14872,53146510,20140918,20220217,1
LTXX,48291,50239210,19821014,20080901,1
LTXX,48291,50240310,20080918,20100930,1
LTXX,48291,50240320,20101014,20140521,1
LTXX,48291,98400J10,20140619,20180928,1
LUB,64020,54928210,19810119,20181112,1
LUK,20415,52728810,19800528,20180523,1
LUK,20415,47233W10,20180614,20220331,1
LULU,92203,55002110,20070816,20220331,1
LUM1,,,19970320,19990414,6
LUM1,82261,36229U10,19990415,20100722,1
LUM1,82261,36191C10,20100819,20101228,1
LUM1,82261,36191C20,20110120,20160511,1
LUM1,82261,67000B10,20160519,20220331,1
LUV,58683,84474110,19771020,20220331,1
LVGO,18790,53918310,20190919,20201029,1
LVI,52564,52736410,19760617,19850830,1
LVI,18424,52736R10,20190418,20220331,1
LVNT,13553,53071M88,20120816,20161106,1
LVNT,13553,53071M85,20161117,20180309,1
LVSN,90505,51783410,20041216,20220331,1
LW,16431,51327210,20161117,20220331,1
LYFT,18452,55087P10,20190418,20220331,1
LYTS,89456,50216C10,19851017,20220331,1
LYV,91041,53803410,20060119,20220331,1
MAAA,91233,57636Q10,20060525,20220331,1
MACZ,13325,59032810,20120517,20170905,1
MACZ,13325,59032820,20170914,20220331,1
MAIC,76838,62823T10,19911114,19950831,1
MAIC,76838,55261V10,19950914,19970601,1
MAIC,76838,58449U10,19970619,20010627,1
MAIC,76838,74267C10,20010719,20220331,1
MAKL,10933,57053510,19861212,20220331,1
MAL2,81566,22527E10,19950817,20000612,1
MAL2,81566,45166210,20000615,20010625,1
MAL2,81566,69323K10,20010719,20190829,1
MANH,85992,56275010,19980618,20220331,1
MANI,89307,56456310,20020418,20220331,1
MANT,51263,56357110,19781215,20171119,1
MANT,51263,56357140,20171214,20220331,1
MARA,14813,56585W20,20140814,20171029,1
MARA,14813,56585W30,20171116,20190407,1
MARA,14813,56585W40,20190418,20210228,1
MARA,14813,56578810,20210318,20220331,1
MARY,78170,79222810,19930520,20100601,1
MARY,78170,78454L10,20100617,20220331,1
MAS,34032,57459910,19760115,20220331,1
MASH,92220,57479510,20070816,20220331,1
MAT,39538,57708110,19760916,20220331,1
MATS,85257,03110010,19970918,20220331,1
MATW,80759,57712810,19941020,20220331,1
MAXR,16939,57778L10,20171019,20190101,2
MAXR,16939,57778K10,20190102,20220331,2
MBI,75175,55262C10,19870701,20220331,1
MBIN,16991,58844R10,20171214,20220331,1
MBTF,89738,57887710,20030515,20190830,1
MBUU,14434,56117J10,20140320,20220331,1
MBWM,87114,58737610,19990719,20220331,1
MBY,75470,59627810,19890119,20220331,1
MCBC,87501,55422510,20000914,20220331,1
MCBX,78172,55262M10,19930114,19940810,1
MCBX,78172,09182610,19940818,20190104,1
MCCR,52090,57978020,19771215,20220331,1
MCD,43449,58013510,19760115,20220331,1
MCEH,14328,00165C10,20140220,20220331,1
MCF,88871,21075N20,20031016,20211207,1
MCFT,15530,55276F10,20150820,20181119,1
MCFT,15530,57637H10,20181220,20220331,1
MCHP,78987,59501710,19930520,20220331,1
MCK,,,19770915,19820714,6
MCK,25646,58155610,19830727,19941130,1
MCK,81061,58155710,19941215,19990112,1
MCK,81061,58155Q10,19990114,20220331,1
MCMG,87077,55269B10,19991014,20020417,1
MCMG,87077,29255410,20030722,20220331,1
MCQC,90507,55607X10,20050120,20070624,1
MCQC,90507,55608B10,20070719,20220331,1
MCRB,15431,81750R10,20150820,20220331,1
MCRI,79507,60902710,19931014,20220331,1
MCRY,85738,58937810,19980319,20220331,1
MCST,86211,59497210,19980716,20020730,1
MCST,86211,59497240,20020815,20220331,1
MCVI,83885,59496010,19990819,20120220,1
MCVI,83885,59496030,20120315,20220331,1
MDC,34024,57405510,19820520,19830831,1
MDC,66245,55267610,19840525,20220331,1
MDCN,88545,58468810,20000914,20200103,1
MDGZ,12667,58436Q20,20111020,20161215,1
MDGZ,12667,00835P10,20170119,20200203,2
MDLA,18787,58402110,20190815,20211028,1
MDP,42796,58943310,19771020,20211201,1
MDRX,87078,01988610,19990819,20010108,1
MDRX,87078,01988P10,20010118,20220331,1
MDSN,50789,55749710,19760115,20020811,1
MDSN,50789,55277P10,20020815,20220331,1
MDSO,92940,58471A10,20090716,20191028,1
MDT,60097,58505510,19760115,20150126,1
MDT,60097,G5960L10,20150219,20220331,1
MDU,23835,61201710,19780420,19850423,1
MDU,23835,55269010,19850516,20220331,1
MDXG,,,20080417,20121219,6
MDXG,13878,60249610,20130425,20220331,1
MDY,48506,61536910,20001019,20220331,1
MDZ1,81527,55267W30,19960919,20040111,1
MDZ1,81527,55269710,20040219,20210802,1
MDZ1,81527,85256A10,20210819,20220331,1
MEDF,80054,58470H10,20030320,20220331,1
MEDJ,84099,58393010,19961114,19990128,1
MEDJ,84099,58393030,19990218,20010206,1
MEDJ,88905,03664210,20010215,20220331,1
MEL,59379,58551810,19760617,19840930,1
MEL,59379,58550910,19841018,19991019,1
MEL,59379,58551A10,19991118,20070629,1
MELL,92221,58733R10,20070816,20220331,1
MEQ,53444,60508010,19770520,19851212,1
MEQ,76515,23627410,19901206,20050920,1
MEQ,76515,22282E10,20051020,20211129,1
MERC,75578,58805610,19941117,20220331,1
MES,17005,58574510,19760414,19961120,1
MES,17005,12665010,19961219,20220331,1
MESL/1,18051,59047913,20180920,20220331,1
METH,53189,59152010,19831020,19910619,1
METH,53197,59152020,19910620,20220331,1
METL,87842,59156R10,20000518,20220331,1
METZ,84103,59290310,19961114,19990726,1
METZ,84103,63935N10,19990819,20191010,1
MG,93065,60649T10,20091015,20220331,1
MGII,90213,60935Y10,20040715,20111114,1
MGII,90213,60935Y20,20111117,20220331,1
MGMG,11891,55295310,19900719,20220331,1
MGNX,14257,55609910,20131114,20220331,1
MGRC,89915,58058910,19851219,20220331,1
MGTA,17892,55910K10,20180719,20220331,1
MHO,79909,55305B10,19940217,20220331,1
MHP,17478,58064510,19760115,20160427,1
MHP,17478,78409V10,20160519,20220331,1
MHS,46703,57163010,19760115,19931011,1
MHS,79764,57190010,19931118,19980322,1
MHS,79764,57190310,19980416,19980520,1
MHS,85913,57190320,19980618,20220331,1
MHTT,82670,56311820,20040219,20110713,1
MHTT,82670,56311840,20110714,20120429,1
MHTT,82670,88322Q10,20120517,20220331,1
MIK,14696,59408Q10,20140814,20210414,1
MIL2,80828,60055110,19941215,20010930,1
MIL2,80828,60055120,20011018,20210303,1
MIMS,83883,55304410,19961017,20050313,1
MIMS,83883,09069N10,20050317,20190806,1
MIMS,83883,68404L10,20190815,20200202,1
MIMS,83883,68404L20,20200220,20220331,1
MINI,80254,60740F10,19960919,20200630,1
MIRN,15787,60470J10,20151119,20170827,1
MIRN,15787,87166L10,20170914,20220331,1
MITC,81165,60650110,19960215,20200804,1
MITC,81165,60256610,20200820,20220331,1
MITK,11803,60671020,19891019,20220331,1
MKSI,86778,55306N10,19990520,20220331,1
MKTX,90454,57060D10,20041118,20220331,1
MLCH,84234,55305V10,19970918,19991031,1
MLCH,84234,29426810,19991118,20220331,1
MLHR,54114,60054410,19760115,20220331,1
MLI,76573,62475610,19931118,20220331,1
MLM,80204,57328410,19940519,20220331,1
MMC,45751,57174810,19760115,20220331,1
MMIU,14213,56632410,20131219,20220331,1
MMM,22592,60405910,19760115,20020407,1
MMM,22592,88579Y10,20020418,20220331,1
MMOC,14239,20337X10,20131114,20220331,1
MMS,85067,57793310,19970613,20220331,1
MMSI,76392,58988910,19910314,20220331,1
MNDL,88518,56256510,20090416,20100609,1
MNDL,88518,64128P10,20100715,20120227,1
MNDL,88518,56256210,20120315,20130414,1
MNDL,88518,56256220,20130418,20150119,1
MNDL,88518,25400W10,20150219,20220331,1
MNES,54253,60272010,19790118,20140309,1
MNES,54253,55349810,20140320,20220331,1
MNKD,90285,56400P20,20040819,20170302,1
MNKD,90285,56400P70,20170316,20220331,1
MNN,13084,56382Q10,20120119,20211231,1
MNOV,91672,58468P20,20070118,20220331,1
MNRO,76750,61023610,19911114,20220331,1
MNTA,90233,60877T10,20040715,20200930,1
MO,13901,71816710,19760115,19850424,1
MO,13901,71815410,19850815,20030126,1
MO,13901,02209S10,20030220,20220331,1
MODI,54704,60782810,19840619,20220331,1
MODN,13816,60752510,20130418,20220331,1
MOG,61807,61539420,19820916,19840314,1
MOG,42614,61539430,19840315,19860115,1
MOG,61807,61539420,19860116,20220331,1
MOHK,77496,60819010,19920716,20220331,1
MOHY,89781,60855R10,20030814,20220331,1
MONN,88668,61166W10,20001116,20180606,1
MOSC,90386,61945A10,20041118,20110524,1
MOSC,90386,61945C10,20110616,20220331,1
MOT,22779,62007610,19760115,20110103,1
MOT,22779,62007630,20110120,20220331,1
MPAA,80341,62007110,19960118,20220331,1
MPCS,,,20040819,20070418,6
MPCS,91937,59170810,20070419,20130430,1
MPCS,91937,87259010,20130516,20220331,1
MPCW,12872,56585A10,20110714,20220331,1
MPET,89790,55909130,20011018,20150712,1
MPET,89790,55909160,20150716,20170209,1
MPET,89790,87968A10,20170216,20220331,1
MPL,24248,60411010,19770616,20000831,1
MPL,24248,01852210,20000914,20040920,1
MPL,24248,01852230,20041014,20220331,1
MPOZ,13349,59804T10,20120517,20150803,1
MPOZ,13349,59804T30,20150820,20160203,1
MPOZ,,,20160218,20170517,6
MPOZ,16442,59804T40,20170518,20190806,1
MPOZ,16442,03212B10,20190815,20220331,1
MPWR,90455,60983910,20041216,20220331,1
MPXC,88895,56842710,20020214,20220331,1
MRA,85349,59000G10,19971016,20000709,1
MRA,85349,04335310,20000720,20110329,1
MRA,85349,59001K10,20110414,20220331,1
MRCG,13343,55345K10,20120517,20220331,1
MRCS,51423,56633010,19790315,20220331,1
MRCX,90088,56624R10,20040520,20220331,1
MRCY,52936,58940010,19860320,20220331,1
MRK,22752,58933110,19760115,20091103,1
MRK,22752,58933Y10,20091119,20220331,1
MRLN,89913,57115710,20031120,20211231,1
MRNA,18312,60770K10,20190117,20220331,1
MRNS,14815,56854Q10,20140918,20200922,1
MRNS,14815,56854Q20,20201015,20220331,1
MRO1,15069,90290582,19910516,20020101,1
MRO1,15069,56584910,20020117,20220331,1
MRON,90708,61770010,20050519,20220331,1
MRTN,75517,57307510,19860925,20220331,1
MRVL,88360,G5876H10,20000817,20210420,1
MRVL,88360,57387410,20210520,20220331,1
MRWC,13085,57164Y10,20111122,20220331,1
MS,69032,61744610,19860321,19970601,1
MSBT,,,20060817,20141217,6
MSBT,15127,23283X20,20141223,20220331,1
MSCC,53640,59513710,19860619,20180525,1
MSCP,51829,57563210,19840809,19880927,1
MSCP,51829,20671010,19881020,19920209,1
MSCP,51829,20671020,19920220,20080708,1
MSCP,51829,20671040,20080717,20180110,1
MSCP,51829,12509F10,20180118,20180326,1
MSEX,53859,59668010,19900419,20220331,1
MSFT,10107,59491810,19860313,20220331,1
MSG,15649,55825T10,20151015,20220331,1
MSGN,93233,55826P10,20100218,20150930,1
MSGN,93233,55357310,20151015,20210708,1
MSHL,89935,57232230,20040318,20100330,1
MSHL,89935,57232240,20100415,20120701,1
MSHL,89935,55279B10,20120719,20121218,1
MSHL,89935,55279B20,20121220,20220331,1
MSM,82777,55353010,19960118,20220331,1
MSN,13299,63861C10,20120419,20180730,1
MSON,77282,60487110,19970417,20211028,1
MSRC,10693,42192410,19861120,20061025,1
MSRC,10693,42192430,20061116,20180101,1
MSRC,10693,29261A10,20180118,20220331,1
MSU,24010,59583210,19760115,19890521,1
MSU,24010,29364F10,19890615,19940102,1
MSU,24010,29364G10,19940217,20220331,1
MSUA,14076,62675510,20130919,20220331,1
MTD,85621,59268810,19971114,20220331,1
MTDR,13244,57648520,20120315,20220331,1
MTG1,76804,55284810,19910919,20220331,1
MTH,75342,61250210,19970918,19980916,1
MTH,75342,59001A10,19980917,20220331,1
MTN2,84588,91879Q10,19970320,20220331,1
MTR1,76279,57685310,19901220,20220331,1
MTSC,50623,55377710,19780615,20210406,1
MTSZ,13326,55405Y10,20120517,20220331,1
MTX1,78015,60315810,19921217,20220331,1
MULE,16614,62520710,20170420,20180501,1
MUR,28345,62671710,19760115,20220331,1
MVSN,84624,55590410,19970417,20080504,1
MVSN,84624,55611C10,20080515,20090715,1
MVSN,84624,77937610,20090716,20160907,1
MVSN,84624,88870P10,20160915,20200529,1
MWAI,91234,62475810,20060526,20220331,1
MWGP,12226,59832G10,19890119,20021010,1
MWGP,12226,55302G10,20021017,20120103,1
MWGP,12226,55303J10,20120119,20220331,1
MWRK,78990,61990310,19930520,20081208,1
MWRK,78990,25065D10,20081218,20190917,1
MXB,92402,55354G10,20071220,20220331,1
MXIM,11896,57772K10,19880915,20210825,1
MXLA,93289,57776J10,20100415,20220331,1
MXS,12629,55933J20,20110414,20220331,1
MXWL,51960,57776310,19830714,19960910,1
MXWL,51960,57776710,19960919,20190515,1
MYE,65365,62846410,19771020,20220331,1
MYGN,82508,62855J10,19951116,20220331,1
MYLG,,,20090219,20130717,6
MYLG,14054,60468T10,20130718,20220331,1
MYLN,69550,62853010,19830818,20150301,1
MYLN,69550,N5946510,20150319,20201116,1
MYLN,20057,92556V10,20201119,20220331,1
MYOK,15788,62857M10,20151217,20201116,1
MYRR,92782,55405W10,20080918,20220331,1
NA25,89546,63886Q10,20040415,20220331,1
NANO,90377,63007710,19850620,20191027,1
NANO,90377,68334410,20191114,20220331,1
NAQ,92343,62941R10,20071115,20091021,1
NAQ,92343,76131N10,20091119,20220331,1
NARA,85741,63080P10,20010719,20111130,1
NARA,85741,07329510,20111215,20160731,1
NARA,85741,43940T10,20160818,20220331,1
NATI,81501,63651810,19950518,20220331,1
NAVG,10395,63890410,19860619,20190522,1
NAVIV,14601,63938C10,20140515,20220331,1
NAWT,,,19890615,19931013,6
NAWT,79611,65720920,19931014,19960414,1
NAWT,79611,62458010,19960418,20220331,1
NBEV,16593,64157V10,20170518,20200806,1
NBEV,16593,65019410,20200820,20220331,1
NBHC,13579,63370710,20121018,20220331,1
NBIX,83534,64125C10,19960620,20220331,1
NBL,61815,65489410,19760115,20020512,1
NBL,61815,65504410,20020516,20201002,1
NBTE,,,20070920,20091014,6
NBTE,93130,16948F10,20091127,20141231,1
NCB,59408,62885510,19760115,19911218,1
NCB,59408,63858510,19920102,19980930,1
NCB,59408,06605F10,19981015,19990428,1
NCB,59408,06050510,19990520,20220331,1
NCMI,91822,63530910,20070215,20220331,1
NCR,19537,62886210,19760115,19910919,1
NCR,84372,62886E10,19970116,20220331,1
NCT,89548,65105M10,20021017,20140818,1
NCT,89548,65105M50,20140918,20141022,1
NCT,89548,65105M60,20141120,20161228,1
NCT,89548,26207710,20170119,20220331,1
NDAQ,,,20020718,20021113,6
NDAQ,90601,63110310,20050210,20220331,1
NDCO,90537,65504210,19860918,20020430,1
NDCO,90537,G6542210,20020516,20090326,1
