TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
CLDD,,,20190418,,6
CLDN,80113,15083810,19940519,20180402,1
CLDN,,,20180419,20220616,6
CLF,27422,18600010,19760115,19850423,1
CLF,27422,18589610,19850718,20081014,1
CLF,27422,18683K10,20081016,20170824,1
CLF,27422,18589910,20170914,20220331,1
CLFT,90080,18712Q10,20040520,20140401,1
CLFT,90080,18687310,20140417,20180329,1
CLGY,82163,15115L10,19960815,20090421,1
CLGY,82163,00547W10,20090514,20131212,1
CLGY,82163,00547W20,20131219,20220331,1
CLHB,11809,18449610,19871124,20220331,1
CLNC,88208,15117N10,20000720,20060227,1
CLNC,88208,15117N30,20060316,20131028,1
CLNC,88208,15117N40,20131114,20170529,1
CLNC,88208,15117N50,20170615,20220228,1
CLNC,88208,15117N60,20220317,20220331,1
CLNE,92035,18449910,20070614,20220331,1
CLNP,20774,13123810,19810820,19881122,1
CLNP,80926,13123X10,19950216,20200809,1
CLNP,80926,13123X50,20200820,20220331,1
CLRS,91983,21201510,20070517,20220331,1
CLSD,16090,18506310,20160714,20220331,1
CLUB,91349,89214A10,20060615,20200923,1
CLUB,,,20201015,20201231,6
CLVS,13107,18946410,20120119,20220331,1
CLWW,92854,18538R10,20081218,20220331,1
CLX,46578,18905410,19760115,20220331,1
CMC,30680,20172310,19810716,20220331,1
CMC3,83120,19933310,19960418,20220331,1
CMCA,,,19770519,19790516,6
CMCA,25081,20034010,19820701,20220331,1
CMCS,25022,20030010,19821014,19931215,1
CMCS,11997,20030020,19931216,20021118,1
CMCS,89525,20030N10,20021219,20220331,1
CMCS/2,25022,20030010,19971016,20021118,1
CMCS/2,89565,20030N20,20021219,20151211,1
CMD2,77854,16124170,19930114,19951225,1
CMD2,77854,55907910,19960118,20021008,1
CMD2,,,20021017,20040114,6
CMD2,90011,55907920,20040115,20220103,1
CME,89626,16776010,20030116,20070712,1
CME,89626,12572Q10,20070719,20220331,1
CMG,91068,16965610,20060216,20220331,1
CMGI,80114,12575010,19940317,20071031,1
CMGI,80114,12575030,20071115,20080929,1
CMGI,80114,60786L10,20081016,20150119,1
CMGI,80114,60786L20,20150219,20180226,1
CMGI,80114,85809810,20180315,20220331,1
CMGI,,,20220414,20220614,6
CMHC,91018,21868110,20051202,20210901,1
CMII,89952,20451N10,20040219,20220331,1
CMRE,11644,20576810,19890615,19900314,1
CMRE,11644,20576820,19900719,20160731,1
CMRE,11644,20576830,20160818,20220331,1
CMS,23229,21061510,19760115,19870526,1
CMS,23229,12589610,19870618,20220331,1
CMT,78038,12566210,19921030,19990609,1
CMT,78038,75023610,19990617,20220331,1
CMTL,26201,20582610,19770714,19910108,1
CMTL,26201,20582620,19910117,20220331,1
CNC,86976,20846410,19861120,20020808,1
CNC,,,20020815,20030917,6
CNC,89841,20846488,20030918,20100511,1
CNC,89841,12621E10,20100520,20220331,1
CND,13159,21976U10,20111219,20150427,1
CND,13159,34960Q10,20150514,20220331,1
CNDT,16497,20678710,20170119,20220331,1
CNGR,11174,22835910,19990218,20020331,1
CNGR,11174,03062T10,20020418,20220331,1
CNKH,91915,17243V10,20070517,20220331,1
CNLS,90803,20903410,20050818,20220331,1
CNMD,11547,20741010,19870723,20220331,1
CNNE,17036,13765N10,20171214,20220331,1
CNS,67467,21014910,19851219,20010515,1
CNS,67467,08930210,20010517,20220331,1
CNST,90303,19247A10,20040819,20220331,1
CNTE,89269,15135B10,20020214,20220331,1
CNTL,22825,13809810,20011115,20210601,1
CNTY,79791,15649210,20000518,20220331,1
CNX,86799,20854P10,19990617,20171128,1
CNX,86799,12653C10,20171214,20220331,1
COB,12149,19777910,19930415,20130808,1
COB,12149,19777920,20130815,20150412,1
COB,12149,48203L10,20150416,20180813,1
COBZ,86157,19633310,19990819,20010311,1
COBZ,86157,19089710,20010315,20180928,1
COF,81055,14040H10,19950216,20220331,1
COG1,76082,12709710,19901220,20220331,1
COH,30648,19257610,19900315,20220331,1
COH2,88661,18975410,20001116,20171030,1
COH2,88661,87603010,20171116,20220331,1
COHR,24476,19247910,19770616,20220331,1
COI,89297,19239V10,20020815,20050316,1
COI,89297,19239V30,20050324,20220331,1
COIN,91893,21254S10,20070419,20111107,1
COIN,91893,21254S40,20111117,20120304,1
COIN,91893,21254S50,20120315,20130603,1
COIN,91893,31788H10,20130620,20130821,1
COIN,91893,31788H30,20130919,20200723,1
COL1,85863,19851610,19980514,20220331,1
COLB,77679,19723610,19921217,20220331,1
COLS,89014,77434110,20010719,20181126,1
CONN,89908,20824210,20031218,20220331,1
CORH,90125,21835210,20040415,20220331,1
COSH,,,20101014,20131016,6
COSH,14185,21676P10,20131017,20220331,1
COTV,90539,56069020,20050126,20140612,1
COTV,90539,56069030,20140619,20160731,1
COTV,90539,56069040,20160818,20170110,1
COTV,90539,73109410,20170119,20220331,1
COTY,13983,22207020,20130718,20220331,1
COUR,24441,19210810,19830818,20090526,1
COUR,24441,19210850,20090618,20220331,1
COWN,91398,22362110,20060713,20091030,1
COWN,93128,22362210,20091119,20161204,1
COWN,93128,22362260,20161215,20220331,1
CPB,25320,13442910,19760115,20220331,1
CPBI,11628,12590310,19890216,20030430,1
CPBI,11628,15476010,20030515,20110202,1
CPBI,11628,15476040,20110217,20220331,1
CPIX,93004,23077010,20090811,20220331,1
CPLA,91605,13959410,20061116,20180731,1
CPOW,85645,21902310,19980102,20120603,1
CPOW,85645,45718710,20120614,20220331,1
CPRT,80320,21720410,19940714,20220331,1
CPRX,91606,14888U10,20061116,20220331,1
CPSI,89387,20530610,20020620,20220331,1
CPSS,78018,21050210,19931014,20220331,1
CQHA,14335,16411W10,20140116,20180919,1
CR,20204,22439910,19780316,20220331,1
CR,,,20220519,,6
CRAI,85972,15985210,19980618,20050515,1
CRAI,85972,12618T10,20050519,20220331,1
CRAW,27618,22463310,19780720,19940615,1
CRAW,76274,22463320,19940616,20051214,1
CRAW,27618,22463310,20051215,20220331,1
CRAW/1,27618,22463310,19980716,20051214,1
CRAW/1,76274,22463320,20051215,20220331,1
CRBN,11378,12960310,19870602,20180308,1
CRBO,83366,14078110,19960620,20191220,1
CRBO,,,20200116,,6
CRBP,15287,21833P10,20150416,20220331,1
CRCH,23393,17134010,19780615,20220331,1
CREE,78875,22544710,19940818,20211003,1
CREE,78875,97785210,20211014,20220331,1
CRFF,13863,88338N10,20130423,20220331,1
CRIS,88511,23126910,20010315,20180529,1
CRIS,88511,23126920,20180614,20220331,1
CRLD,87090,22790110,19851219,19910801,1
CRLD,79441,14043810,19960314,19961204,5
CRLD,81143,14309310,19970327,19970416,5
CRLD,81143,14309310,19980225,19980903,5
CRLD,88281,15986410,20000623,20000719,5
CRLL,88281,15986410,20000720,20220331,1
CRMD,93371,21900C10,20100520,20190325,1
CRMD,93371,21900C30,20190418,20220331,1
CRMN,90215,79466L30,20040623,20220331,1
CRMN,,,20220414,,6
CRNCV,18915,15672710,20191017,20220331,1
CROX,91090,22704610,20060216,20220331,1
CRS,20618,14428510,19760115,20220331,1
CRSV,83856,14390510,19960919,20220331,1
CRUS,75603,17275510,19890817,20220331,1
CRW,59256,22830910,19880915,20220331,1
CRWD,18726,22788C10,20190718,20220331,1
CRYL,78876,22890310,19930318,20220331,1
CRZO,85280,14457710,19971016,20191220,1
CSC,40125,20536310,19760617,20170402,1
CSC,40125,23355L10,20170420,20220331,1
CSCO,76076,17275R10,19900419,20220331,1
CSGS,83124,12634910,19960418,20220331,1
CSL,27334,14233910,19780720,20220331,1
CSN,47677,17187010,19771020,19991114,1
CSN,47677,11162010,19991118,20030526,1
CSN,47677,17187110,20030619,20161004,1
CSN,47677,17187150,20161020,20210903,1
CSOD,12639,21925Y10,20110414,20211014,1
CSPK,78877,16516710,19930318,20200414,1
CSPK,78877,16516774,20200416,20200626,1
CSPK,,,20200716,,6
CSRAW,15797,12650T10,20151217,20180403,1
CSU,85419,14047510,19971218,20201213,1
CSU,85419,14047520,20201217,20220331,1
CSX,62148,12640810,19810115,20220331,1
CTAS,23660,17290810,19831215,20220331,1
CTB,27430,21683110,19760115,20210604,1
CTIC,84604,15093410,19970515,20070415,1
CTIC,84604,15093440,20070419,20080901,1
CTIC,84604,15093450,20080918,20110515,1
CTIC,84604,15093460,20110519,20120903,1
CTIC,84604,15093488,20120920,20140601,1
CTIC,84604,12648L10,20140619,20170102,1
CTIC,84604,12648L60,20180118,20220331,1
CTL,60599,15668610,19851219,19990509,1
CTL,60599,15670010,19990520,20210121,1
CTL,60599,55024110,20210218,20220331,1
CTLT,14763,14880610,20140918,20220331,1
CTMX,15779,23284F10,20151119,20220331,1
CTND,75526,14174010,19940217,19950322,1
CTND,75526,14174020,19950615,20000131,1
CTND,75526,02040910,20000217,20180329,1
CTRE,90706,17306X10,20050519,20220331,1
CTRZ,14095,21240D10,20130919,20190731,1
CTS,28564,12650110,19760115,20220331,1
CTSC,76908,15116710,19970417,19990104,1
CTSC,76908,15116730,19990114,20080210,1
CTSC,76908,78645Y10,20080214,20131208,1
CTSC,76908,89366M10,20131219,20140401,1
CTSC,76908,89366M20,20140417,20191211,1
CTSC,76908,89366M30,20191219,20210304,1
CTSC,76908,04367G10,20210318,20220331,1
CTSH,86158,19244610,19980820,20220331,1
CTSK,26084,20547710,19820916,20220331,1
CTVAW,18592,22052L10,20190620,20220331,1
CTWS,26463,20779710,19860918,20191009,1
CTXS,82686,17737610,19960118,20220331,1
CUB,31077,22966910,19780316,20210524,1
CUCD,25487,20423510,19840315,19870616,1
CUCD,25487,12654510,19870716,19971217,1
CUCD,25487,15131310,19971218,20060904,1
CUCD,25487,05377410,20060914,20220331,1
CUD,90989,18451C10,20051117,20190501,1
CUD,90989,18453H10,20190516,20220331,1
CUDA,14271,06832310,20131219,20180209,1
CULP,27909,23021510,19830830,20220331,1
CUM,41080,23102110,19760115,20220331,1
CURO,17178,23131L10,20180118,20220331,1
CUTR,90081,23210910,20040415,20220331,1
CUUU,,,20121115,20130515,6
CUUU,13921,23204G10,20130516,20220331,1
CVB,20395,12660010,19960718,20220331,1
CVCO,21806,14956710,19940217,19970327,1
CVCO,89792,14956810,20030717,20220331,1
CVEN,92326,12662P10,20071115,20220331,1
CVEOW,14619,17878710,20140619,20150715,1
CVEOW,14619,17878Y10,20150717,20201119,1
CVEOW,14619,17878Y20,20201217,20220331,1
CVET,18327,22304C10,20190214,20220331,1
CVG,86305,21248510,19980917,20181004,1
CVGI,90314,20260810,20040819,20220331,1
CVGW,89447,12824610,20020815,20220331,1
CVH,85939,14956410,19980618,20000229,1
CVH,85939,95750P10,20000316,20050922,1
CVH,85939,75676410,20051020,20210317,1
CVIA,17796,22305A10,20180614,20200629,1
CVIA,,,20200716,,6
CVLT,91463,20416610,20060922,20220331,1
CVMC,44813,15083740,20020314,20130924,1
CVMC,44813,15083750,20131017,20170614,1
CVMC,44813,15083760,20170615,20220331,1
CVNA,16655,14686910,20170518,20220331,1
CVTI,80969,22284P10,19941215,20220331,1
CW,18091,23156110,19780615,20220331,1
CWH,16437,13462K10,20161117,20220331,1
CWST,85464,14744810,19971218,20220331,1
CWTR,20750,13078910,19820520,19980101,1
CWTR,20750,13078810,19980219,20220331,1
CXO,92239,20605P10,20070816,20210115,1
CXP,80415,15231R10,19940519,20040201,1
CXP,80415,26969P10,20040219,20220331,1
CYH,88284,20366810,20000720,20220331,1
CYPC,,,20040115,20121017,6
CYPC,14174,81734020,20130924,20151206,1
CYPC,14174,81734P10,20151217,20200726,1
CYPC,14174,81734P20,20200820,20201231,1
CYPH,82567,23282G10,20010315,20011023,1
CYPH,82567,30161010,20011115,20070610,1
CYPH,82567,68375N10,20070614,20220331,1
CYPR,10302,23280610,19860529,20200415,1
CYTK,90126,23282W10,20040520,20130624,1
CYTK,90126,23282W60,20130718,20220331,1
CYTR,10838,23282810,19921217,19960205,1
CYTR,10838,23282830,19960215,20120515,1
CYTR,10838,23282850,20120517,20171031,1
CYTR,10838,23282860,20171116,20190603,1
CYTX,91021,23283K10,20060119,20160511,1
CYTX,91021,23283K20,20170420,20180523,2
CYTX,91021,23283K40,20180524,20190728,2
CYTX,91021,72941H40,20190815,20220331,1
CYYX,,,20060420,20150617,6
CYYX,15506,22905030,20150724,20220331,1
CZNC,,,20011220,20040616,6
CZNC,90534,17292210,20050113,20220331,1
D,19406,23742410,19760115,19790516,5
D,64936,25747010,19830602,20000130,1
D,64936,25746U10,20000217,20220331,1
DAKT,80233,23426410,19940414,20220331,1
DAL,26112,24736110,19760115,20051012,1
DAL,,,20051020,20070516,6
DAL,91926,24736170,20070517,20220331,1
DAR,80928,23726610,20030717,20220331,1
DBD,40440,25365110,19760115,20220331,1
DBRL,29867,25300310,19770915,19950402,1
DBRN,30737,26157010,19840315,20110102,1
DBRN,30737,04351G10,20110120,20191218,1
DBRN,30737,04351G20,20191219,20200803,1
DBRN,,,20200820,20210731,6
DBX,17342,26210C10,20180419,20220331,1
DCHA,90805,25468Y10,20050721,20080917,1
DCHA,90805,25470F10,20080918,20220331,1
DCHA,,,20220414,,6
DCHA/2,92778,25470F30,20081016,20220331,1
DCI,61313,25765110,19760115,20220331,1
DCN,11607,23581110,19760115,20060303,1
DCN,,,20060316,20080213,6
DCN,92570,23582520,20080214,20220331,1
DCO,63132,26414710,19810514,20220331,1
DCOV,,,20080117,20080213,6
DCOV,92897,16943W10,20090309,20190627,1
DCOV,92897,16943W20,20190718,20220215,1
DCPH,16924,24344T10,20171116,20220331,1
DCSS,,,20030814,20040317,6
DCSS,10253,25614T10,20040422,20160825,1
DCSS,10253,25614T20,20160915,20200507,1
DCSS,10253,25614T30,20200514,20210930,1
DCSS,10253,26253C10,20211014,20220331,1
DD,11703,26353410,19760115,20170831,1
DD,16851,26614N10,20190603,20190619,4
DDOG,18911,23804L10,20191017,20220331,1
DDS,49429,25406310,19760115,19970519,1
DDS,49429,25406710,19970619,20220331,1
DE,19350,24419910,19760115,20220331,1
DECK,79686,24353710,19940120,20220331,1
DEL1,84365,24785010,19970320,20180220,1
DESI,11379,25057L10,19870602,20020811,1
DESI,11379,14871110,20020815,20090827,1
DESI,11379,14871130,20090917,20130224,1
DESI,11379,25065K10,20130314,20220331,1
DFRG,13524,24507710,20120920,20190924,1
DFSV,92121,25470910,20070702,20220331,1
DGIC,11748,25770110,19881215,20010419,1
DGIC,11748,25770130,20010719,20040915,1
DGIC,88963,25770120,20040916,20220331,1
DGII,75831,25379810,19900215,20220331,1
DGLY,,,20051020,20070516,6
DGLY,92521,25382P10,20080102,20120823,1
DGLY,92521,25382P20,20120920,20220331,1
DGX,84373,74834L10,19970116,20220331,1
DH,49154,23975310,19760115,20000130,1
DH,49154,87612E10,20000217,20220331,1
DHX,92172,25301710,20070816,20150420,1
DHX,92172,23331S10,20150514,20220331,1
DI0Z,78091,25511310,20040415,20061022,1
DI0Z,78091,25511330,20061116,20070219,1
DI0Z,78091,40251W10,20070315,20071127,1
DI0Z,78091,40251W20,20071220,20091011,1
DI0Z,78091,40251W30,20091015,20180316,1
DIL,90682,26745T10,20050714,20220331,1
DIM1,83815,25392210,19961219,20210129,1
DINE,85726,00758B10,19990617,20020717,1
DINE,85726,24869P10,20050510,20220331,1
DIO,44943,25454310,20000316,20220331,1
DIS,26403,25468710,19760115,20220331,1
DISH,81696,27876210,19951116,20080121,1
DISH,81696,25470M10,20080214,20220331,1
DKDK,91215,24664710,20060518,20170702,1
DKDK,91215,24665A10,20170720,20220331,1
DKS,89540,25339310,20021017,20220331,1
DLIB,90550,25659T10,20050217,20220331,1
DLPH,11481,24717110,19870917,19980507,1
DLPH,11481,24717120,19980514,19991026,1
DLPH,11481,27871510,19991118,20020930,1
DLPH,11481,27871520,20030619,20220331,1
DLTH,15837,26443V10,20151217,20220331,1
DLTR,81481,25674710,19950420,20080302,1
DLTR,81481,25674610,20080320,20220331,1
DLX,61743,24801910,19760115,20220331,1
DMDA,12521,24802N10,20110217,20140803,1
DMDA,12521,24802N20,20140814,20161108,1
DMDA,12521,52177G10,20161117,20210611,1
DMG,49680,23322110,19801001,19840925,1
DMG,49680,23585110,19841018,20220331,1
DMN2,29867,25439410,19950615,20050515,1
DMN2,29867,01877210,20050519,20150628,1
DMN2,29867,01877230,20150716,20180911,1
DMN2,29867,74737V10,20180920,20200615,1
DMPI,90248,25754A20,20040715,20220331,1
DMRC,87482,25380710,20000120,20080813,1
DMRC,92808,25381B10,20081120,20220331,1
DNAI,15507,74346L10,20150820,20170109,1
DNAI,15507,82640U10,20170119,20200122,1
DNAI,15507,82640U40,20200220,20220331,1
DNB,48506,26483010,19760115,19980618,1
DNB,48506,26483B10,19980716,20001002,1
DNB,88590,26483E10,20001019,20190207,1
DNKN,12914,26550410,20110818,20201214,1
DNKN,,,20210218,,6
DNOWW,14632,67011P10,20140619,20220331,1
DNY,38682,25786710,19760115,20161002,1
DNY,38682,25786720,20161020,20220225,1
DO,82298,25271C10,19951116,20200424,1
DO,,,20200514,,6
DOLR,30382,25666910,19771020,20070706,1
DOLR,93096,25667710,20091119,20220331,1
DOMO,17876,25755410,20180816,20220331,1
DOV,25953,26000310,19760115,20220331,1
DOVA,16783,25985T10,20170817,20191111,1
DOWWI,18428,26055710,20190418,20220331,1
DOYL,30681,26123810,19780516,19860901,1
DOYL,30681,68191910,19860918,20220331,1
DPII,88434,25467510,20000914,20060912,1
DPII,88434,45665G30,20060914,20220331,1
DPLO,14954,25456K10,20141120,20200207,1
DPMD,85686,24990810,19980618,20180814,1
DPMD,85686,04545L10,20180816,20200513,1
DPMD,85686,04546C10,20200520,20210517,1
DPMD,85686,04546C20,20210520,20220331,1
DPSG,92618,26138E10,20080515,20180709,1
DPSG,17942,49271V10,20180719,20220331,1
DPTR,79259,24790720,19960215,20110712,1
DPTR,79259,24790730,20110714,20111227,1
DPTR,,,20120119,20140618,6
DPTR,14773,69888T20,20140722,20220331,1
DRAD,90223,25382710,20040715,20190604,1
DRAD,90223,25382770,20190620,20210103,1
DRAD,90223,85513Q10,20210114,20220331,1
DRAM,53613,59511210,19840719,20220331,1
DRHI,77661,23331A10,19920716,20220331,1
DRI,81655,23719410,19950530,20220331,1
DRNA,14426,25303110,20140320,20211227,1
DRNA,,,20220120,,6
DRQ,85424,26203710,19971120,20220331,1
DRRX,88626,26660510,20001116,20220331,1
DRVR,86165,26209410,20011220,20030123,1
DRVR,86165,00433F10,20030220,20040106,1
DRVR,86165,00433F20,20040115,20050323,1
DRVR,86165,69423U10,20050414,20110607,1
DRVR,86165,69423U20,20110616,20130513,1
DRVR,86165,69423U30,20130516,20210113,1
DRVR,86165,02151310,20210114,20220331,1
DSGS,15297,46186M20,20150417,20180416,1
DSGS,15297,46186M40,20180419,20200211,1
DSGS,15297,46186M50,20200220,20220331,1
DSKE,15654,23753F10,20170420,20220331,1
DSPG,80236,23332B10,19940317,20211202,1
DSS,87043,74790620,19990819,20170418,1
DSS,87043,74790650,20170420,20220331,1
DST,83186,23332610,19951214,20180416,1
DSW,90751,23334L10,20050714,20190401,1
DSW,90751,25056510,20190418,20220331,1
DTE,11674,25084710,19760115,19960101,1
DTE,11674,23333110,19960118,20220331,1
DTIL,18458,74019P10,20190516,20220331,1
DUK,27959,26439910,19760115,20060402,1
DUK,27959,26441C10,20060420,20120702,1
DUK,27959,26441C20,20120719,20220331,1
DURI,30940,26684910,19761014,19970428,1
DURI,30940,26660410,19970515,19970722,1
DURI,30940,34354P10,19970814,20220331,1
DVAX,90029,26815810,20040415,20141109,1
DVAX,90029,26815820,20141120,20220331,1
DVMT,16267,24703L10,20160915,20181227,1
DVMT,18267,24703L20,20190117,20220331,1
DVN,75390,25179910,19891116,19990817,1
DVN,87137,25179M10,19990916,20220331,1
DVR1,76708,25189310,19911017,20170523,1
DVR1,76708,00737L10,20170615,20220331,1
DW,87426,26168L20,19970116,20170102,1
DW,87426,50189K10,20170119,20220331,1
DWCH,77630,23791710,19960215,20010723,1
DWCH,77630,23791720,20010816,20181212,1
DWD,78946,24240V10,19930415,19970530,1
DWD,69032,61744644,19970619,20220331,1
DWDP,16851,26078J10,20170914,20190602,1
DWDP,16851,26614N10,20190620,20220331,1
DWG,19828,23335110,19780720,19931104,1
DWG,19828,89592710,19931118,20031015,1
DWG,89818,89592730,20031016,20080929,1
DWG,19828,95058710,20081016,20110710,1
DWG,19828,95058W10,20110714,20220331,1
DXCM,90664,25213110,20050414,20220331,1
DXYN,10886,25557910,19861125,19970501,1
DXYN,10886,25551910,19970515,20220331,1
DYCO,12008,26747510,19861016,20220331,1
EAVN,31500,27826510,19890119,20210226,1
EB00,88518,26824R40,20040415,20040515,1
EBF,47511,29338910,19780720,20220331,1
EBGN,87318,26894810,20020117,20220331,1
EBIG,,,20070517,20130313,6
EBIG,14693,15117P10,20140618,20210219,1
EBO,91571,29089Q10,20061116,20220331,1
EBSB,92523,58964Q10,20080123,20140728,1
EBSB,92523,58958U10,20140814,20211112,1
EBY1,86356,27864210,19981015,20220331,1
ECAD,11403,27874010,19870610,19880531,1
ECAD,11403,12738710,19880616,20220331,1
ECHO,93079,27875T10,20091015,20211122,1
ECOL,12758,02553310,19840719,20010701,1
ECOL,12758,02553340,20010719,20100222,1
ECOL,12758,91732J10,20100318,20191031,1
ECOL,12758,91734M10,20191114,20220331,1
ECOM,13890,15917910,20130620,20220331,1
ECON,70578,27902910,19760115,19861130,1
ECON,70578,27886510,19861218,20220331,1
ECR,14719,27890G10,20140717,20190228,1
ECR,14719,61179L10,20190314,20201112,1
ECYT,12575,29269A10,20110317,20181220,1
ED,11404,20911110,19760115,19980101,1
ED,11404,20911510,19980115,20220331,1
EDGE,15784,27987010,20151119,20190317,1
EDGE,15784,70465T10,20190418,20220331,1
EDIT,15937,28106W10,20160317,20220331,1
EEX,16660,29103B10,20170615,20200213,1
EEX,16660,29103W10,20200220,20220331,1
EFCX,80237,28487110,19940519,20030916,1
EFCX,80237,04268210,20031016,20060620,1
EFCX,80237,04268220,20060720,20191218,1
EFII,77971,28608210,19921217,20190722,1
EFM,90249,29275Y10,20040819,20220331,1
EFSC,90591,29371210,20050208,20220331,1
EFX,52476,29442910,19780720,20220331,1
EGAL,12792,37951D10,20130214,20200415,1
EGAL,12792,37951D30,20200416,20200803,1
EGAL,,,20200820,,6
EGAN,87227,28225C10,19991118,20030819,1
EGAN,87227,28225C80,20040115,20220331,1
EGAS,32986,29293410,19840816,19881003,1
EGAS,32986,04956010,19881020,20220331,1
EGG,42200,26845710,19760115,19991025,1
EGG,42200,71404610,19991118,20220331,1
EGHT,85177,28291210,19970918,20000821,1
EGHT,85177,64111F10,20000914,20010718,1
EGHT,85177,28291410,20010816,20220331,1
EGLH,13502,29285W10,20120816,20150226,1
EGLH,13502,29286C10,20150319,20190111,1
EGN,26470,29265N10,19850718,20181129,1
EGOV,87066,63649110,19990819,20020602,1
EGOV,87066,62914B10,20020620,20210420,1
EGRP,83862,26924610,19960919,20100601,1
EGRP,83862,26924640,20100617,20201001,1
EGRX,14456,26979610,20140320,20220331,1
EHTH,91498,28238P10,20061013,20220331,1
EIC,75342,29091010,19890119,19891231,1
EIDX,17878,28249H10,20180719,20210125,1
EIG,91688,29221810,20070215,20220331,1
EIGI,14244,29272B10,20131219,20210210,1
EK,11754,27746110,19760115,20120118,1
EK,,,20120216,20150513,6
EK,14276,27746140,20150514,20180315,1
EL,82642,51843910,19951214,20220331,1
ELLI,12645,28849P10,20110519,20190416,1
ELOY,87602,29015110,20000316,20011218,1
ELOY,87602,29015130,20011220,20110531,1
ELOY,87602,57709710,20110616,20180817,1
ELPA,31764,28367710,19780720,19950621,1
ELPA,82855,28367785,19960314,20200729,1
ELY,77366,13119310,19920820,20220331,1
EMA,87658,29076N10,20000720,20061102,1
EMA,87658,29076N20,20061116,20220331,1
EMCI,31238,26866410,19860220,20190919,1
EMKR,84607,29084610,19970417,20120215,1
EMKR,84607,29084620,20120216,20220331,1
EMMS,80297,29152510,19940714,20160707,1
EMMS,80297,29152540,20160714,20200513,1
EMN,80080,27743210,19940120,20220331,1
EMR,22103,29101110,19760115,20220331,1
ENDP,88436,29264F20,20000817,20140302,1
ENDP,88436,G3040110,20140320,20220331,1
ENEG,,,20071018,20180314,6
ENEG,16587,29276K10,20180315,20181018,1
ENGG,86122,29330610,20020919,20220331,1
ENGY,32791,29274010,19880317,19970506,1
ENGY,32791,26893910,19970515,19980527,1
ENGY,32791,26926D10,19980618,19980921,1
ENGY,32791,94707410,19981015,20020626,1
ENGY,32791,G9508910,20020718,20090225,1
ENGY,32791,H2701310,20090319,20140617,1
ENGY,32791,G4883310,20140619,20191212,1
ENGY,32791,G4883311,20200220,20220331,1
ENIG,92432,29358P10,20071115,20220331,1
ENLC,14505,29336T10,20140417,20220331,1
ENPH,13323,29355A10,20120517,20220331,1
ENR1,87659,29266R10,20000420,20150630,1
ENR1,87659,28035Q10,20150716,20220331,1
ENTA,13825,29251M10,20130418,20220331,1
ENTG,88439,29362U10,20000817,20220331,1
ENTL,15176,29363K10,20150319,20180227,1
ENV,11370,29404K10,20100819,20220331,1
ENZO,33209,29410010,19831020,20220331,1
EOG,75825,29356210,19891116,19990914,1
EOG,75825,26875P10,19990916,20220331,1
EOLS,17317,30052C10,20180315,20220331,1
EPAM,13210,29414B10,20120419,20220331,1
EPAY,86717,10138810,19990318,20220331,1
EPTC,,,20040520,20080618,6
EPTC,13121,28620220,20111205,20161102,1
EPTC,13121,69946T10,20161117,20170226,1
EPTC,13121,69946T20,20170316,20201111,1
EPTO,10860,29426110,19880818,20001001,1
EPTO,10860,68554V10,20001019,20220331,1
EPZM,13924,29428V10,20130620,20220331,1
EQH,17787,05456110,20180614,20200113,1
EQH,17787,29452E10,20200116,20220331,1
EQIX,88519,29444U10,20000914,20021230,1
EQIX,89617,29444U50,20030220,20150125,1
EQIX,89617,29444U70,20150219,20220331,1
EQT,24328,29449710,19780720,19840930,1
EQT,24328,29454910,19841018,20090208,1
EQT,24328,26884L10,20090219,20220331,1
ERAG,13743,26885G10,20130418,20200513,1
ERAG,13743,11040G10,20200612,20220331,1
ERC1,77699,29271E10,19940616,19990920,1
ERC1,77699,35952H10,19991014,20151203,1
ERC1,77699,35952H50,20151217,20190508,1
ERC1,77699,35952H60,20190516,20220331,1
ERI,14882,28470R10,20141218,20200720,1
ERI,14882,12769G10,20200820,20220331,1
ERIE,82486,29530P10,19960418,20220331,1
ERII,92753,29270J10,20080717,20220331,1
ERTS,75828,28551210,19891214,20220331,1
ERV,91413,29977A10,20060817,20220331,1
ESAI,14279,30224P20,20131219,20210615,1
ESCA,33532,29605610,19880714,20220331,1
ESE,,,19901220,19910313,6
ESE,76478,26903020,19910314,20000117,1
ESE,76478,26903010,20000120,20000710,1
ESE,76478,29631510,20000720,20220331,1
ESIO,32054,28522910,19840216,20190201,1
ESIO,,,20190214,20200331,6
ESL,50788,29742510,19780817,20190313,1
ESPD,87487,29664310,20000120,20080401,1
ESPD,87487,05541T10,20080417,20220331,1
ESPT,13954,29664W10,20130815,20220331,1
ESRX,77668,30218210,19920820,20120402,1
ESRX,77668,30219G10,20120419,20181220,1
EST,92477,29365R10,20080918,20091108,1
EST,92477,04231510,20091119,20150802,1
EST,92477,04231550,20150820,20220331,1
ESYW,,,20050818,20060719,6
ESYW,91488,98973P10,20060922,20220331,1
ETH,79037,29760210,19930520,20220331,1
ETM,86560,29363910,19990318,20210408,1
ETM,86560,05070N10,20210415,20220331,1
ETN,11762,27805810,19760115,20121202,1
ETN,11762,G2918310,20121220,20220331,1
ETRN,18150,29460010,20181220,20220331,1
ETSY,15291,29786A10,20150416,20220331,1
EVA,15313,29414J10,20150618,20220102,1
EVA,15313,29415B10,20220120,20220331,1
EVBG,16287,29978A10,20161020,20220331,1
EVC,88485,29382R10,20000914,20220331,1
