TICKER,PERMNO,ANNDATS,RET,PRC,VOL,RET_1,PRC_1
EXAS,88863.0,20201027.0,0.230365,131.12,18810113.0,-0.027456,127.52
EXAS,88863.0,20211102.0,,,,,
EXAS,88863.0,20191029.0,-0.024440,90.61,3201737.0,-0.072840,84.01
EXAS,88863.0,20220802.0,,,,,
EXAS,88863.0,20220426.0,,,,,
EXAS,88863.0,20220222.0,,,,,
EXAS,88863.0,20210728.0,,,,,
EXAS,88863.0,20210504.0,,,,,
EXAS,88863.0,20210216.0,,,,,
EXAS,88863.0,20200730.0,0.034665,97.9,1750395.0,-0.032176,94.75
EXAS,88863.0,20200506.0,-0.000641,77.9,982359.0,0.063543,82.85
EXAS,88863.0,20200211.0,-0.021059,94.83,1755674.0,0.010756,95.85
EXAS,88863.0,20190729.0,-0.002968,117.57,14676761.0,0.002722,117.89
EXAS,88863.0,20190430.0,0.005502,98.69,1809371.0,-0.014895,97.22
EXAS,88863.0,20190221.0,-0.004185,83.28,2313957.0,0.105187,92.04
EXAS,88863.0,20181030.0,0.047154,64.4,2348291.0,0.103261,71.05
EXAS,88863.0,20180801.0,0.011463,59.12,2543064.0,-0.126691,51.63
EXAS,88863.0,20180426.0,0.029379,46.6,3749318.0,0.116309,52.02
EXAS,88863.0,20180222.0,-0.035377,44.99,3063845.0,-0.058235,42.37
EXEL,88159.0,20210210.0,,,,,
EXEL,88159.0,20200225.0,-0.038652,19.4,4345866.0,-0.036598,18.69
EXEL,88159.0,20220217.0,,,,,
EXEL,88159.0,20220809.0,,,,,
EXEL,88159.0,20220510.0,,,,,
EXEL,88159.0,20211102.0,,,,,
EXEL,88159.0,20210805.0,,,,,
EXEL,88159.0,20210506.0,,,,,
EXEL,88159.0,20201105.0,-0.019035,22.16,2165786.0,-0.065433,20.71
EXEL,88159.0,20200806.0,-0.010412,22.81,2141045.0,-0.019728,22.36
EXEL,88159.0,20200505.0,-0.013266,25.29,3333291.0,0.035587,26.19
EXEL,88159.0,20191030.0,0.025974,17.38,3247890.0,-0.111047,15.45
EXEL,88159.0,20190731.0,0.003302,21.27,3589198.0,-0.041373,20.39
EXEL,88159.0,20190501.0,-0.016277,19.34,4745070.0,0.043950,20.19
EXEL,88159.0,20190212.0,0.033365,21.68,6205596.0,0.017066,22.05
EXEL,88159.0,20181101.0,0.077866,14.95,5175963.0,0.164549,17.41
EXEL,88159.0,20180801.0,-0.008696,20.52,3660794.0,0.091618,22.4
EXEL,88159.0,20180502.0,-0.018095,20.62,3600234.0,0.077594,22.22
EXEL,88159.0,20180226.0,0.000678,29.53,2674540.0,-0.081951,27.11
EXLS,91500.0,20220224.0,,,,,
EXLS,91500.0,20210225.0,,,,,
EXLS,91500.0,20200227.0,0.023625,74.09,299957.0,0.007558,74.65
EXLS,91500.0,20220728.0,,,,,
EXLS,91500.0,20220428.0,,,,,
EXLS,91500.0,20211102.0,,,,,
EXLS,91500.0,20210729.0,,,,,
EXLS,91500.0,20210429.0,,,,,
EXLS,91500.0,20201029.0,0.018736,74.49,229442.0,0.016781,75.74
EXLS,91500.0,20200806.0,0.018171,66.68,191570.0,0.014547,67.65
EXLS,91500.0,20200507.0,-0.052038,58.84,508156.0,0.044358,61.45
EXLS,91500.0,20191029.0,0.045543,69.56,272008.0,0.005319,69.93
EXLS,91500.0,20190730.0,0.024730,68.37,205559.0,0.006143,68.79
EXLS,91500.0,20190430.0,-0.051270,59.4,162503.0,0.027441,61.03
EXLS,91500.0,20190228.0,-0.001626,61.4,248139.0,-0.003746,61.17
EXLS,91500.0,20181101.0,-0.032761,62.0,295602.0,-0.051774,58.79
EXLS,91500.0,20180802.0,-0.008573,58.98,126168.0,-0.013564,58.18
EXLS,91500.0,20180501.0,-0.044456,55.24,222196.0,-0.026249,53.79
EXLS,91500.0,20180227.0,-0.040940,58.8,260899.0,-0.030272,57.02
EXPD,87717.0,20220503.0,,,,,
EXPD,87717.0,20200505.0,0.020723,72.9,1660546.0,-0.002195,72.74
EXPD,87717.0,20210504.0,,,,,
EXPD,87717.0,20220802.0,,,,,
EXPD,87717.0,20220222.0,,,,,
EXPD,87717.0,20211102.0,,,,,
EXPD,87717.0,20210803.0,,,,,
EXPD,87717.0,20210216.0,,,,,
EXPD,87717.0,20201103.0,-0.019522,86.89,2271731.0,0.000460,86.93
EXPD,87717.0,20200804.0,0.011767,86.84,1801533.0,-0.031667,84.09
EXPD,87717.0,20200218.0,0.014171,74.43,1185373.0,0.023512,76.18
EXPD,87717.0,20191105.0,0.038153,77.55,2305546.0,-0.007092,77.0
EXPD,87717.0,20190806.0,0.039598,72.46,1637060.0,0.001794,72.59
EXPD,87717.0,20190507.0,-0.037860,75.73,2246918.0,-0.010432,74.94
EXPD,87717.0,20190219.0,0.018740,75.02,1931764.0,0.007065,75.55
EXPD,87717.0,20181106.0,0.036715,71.44,2093269.0,0.026876,73.36
EXPD,87717.0,20180807.0,-0.058846,72.93,4464900.0,0.006307,73.39
EXPD,87717.0,20180508.0,0.087697,69.58,4632312.0,0.013797,70.54
EXPD,87717.0,20180220.0,-0.034155,61.93,2974812.0,0.033263,63.99
EXPE,87388.0,20220804.0,,,,,
EXPE,87388.0,20200730.0,,,,,
EXPE,87388.0,20190725.0,,,,,
EXPE,87388.0,20210805.0,,,,,
EXPE,87388.0,20220502.0,,,,,
EXPE,87388.0,20220210.0,,,,,
EXPE,87388.0,20211104.0,,,,,
EXPE,87388.0,20210506.0,,,,,
EXPE,87388.0,20210211.0,,,,,
EXPE,87388.0,20201104.0,,,,,
EXPE,87388.0,20200520.0,,,,,
EXPE,87388.0,20200213.0,,,,,
EXPE,87388.0,20191106.0,,,,,
EXPE,87388.0,20190502.0,,,,,
EXPE,87388.0,20190207.0,,,,,
EXPE,87388.0,20181025.0,,,,,
EXPE,87388.0,20180726.0,,,,,
EXPE,87388.0,20180426.0,,,,,
EXPE,87388.0,20180208.0,,,,,
EXPE,90808.0,20220804.0,,,,,
EXPE,90808.0,20200730.0,-0.004571,84.93,2831354.0,-0.046156,81.01
EXPE,90808.0,20190725.0,0.002830,138.21001,2320875.0,0.008755,139.42
EXPE,90808.0,20210805.0,,,,,
EXPE,90808.0,20220502.0,,,,,
EXPE,90808.0,20220210.0,,,,,
EXPE,90808.0,20211104.0,,,,,
EXPE,90808.0,20210506.0,,,,,
EXPE,90808.0,20210211.0,,,,,
EXPE,90808.0,20201104.0,-0.003036,98.5,3791853.0,0.046700,103.1
EXPE,90808.0,20200520.0,0.042305,79.58,5879563.0,-0.032295,77.01
EXPE,90808.0,20200213.0,-0.003424,110.59,3746231.0,0.110408,122.8
EXPE,90808.0,20191106.0,0.002518,135.36,3364825.0,-0.273862,98.29
EXPE,90808.0,20190502.0,-0.004503,128.23,2229717.0,-0.008812,127.1
EXPE,90808.0,20190207.0,-0.000078,127.87,3287626.0,0.022914,130.8
EXPE,90808.0,20181025.0,0.029329,117.57,4136785.0,0.024921,120.5
EXPE,90808.0,20180726.0,-0.013797,125.8,2564496.0,0.095310,137.78999
EXPE,90808.0,20180426.0,-0.019273,106.35,6906832.0,0.081993,115.07
EXPE,90808.0,20180208.0,-0.048713,123.03,4892282.0,-0.154678,104.0
EXPE,90808.0,20220804.0,,,,,
EXPE,90808.0,20200730.0,-0.004571,84.93,2831354.0,-0.046156,81.01
EXPE,90808.0,20190725.0,0.002830,138.21001,2320875.0,0.008755,139.42
EXPE,90808.0,20210805.0,,,,,
EXPE,90808.0,20220502.0,,,,,
EXPE,90808.0,20220210.0,,,,,
EXPE,90808.0,20211104.0,,,,,
EXPE,90808.0,20210506.0,,,,,
EXPE,90808.0,20210211.0,,,,,
EXPE,90808.0,20201104.0,-0.003036,98.5,3791853.0,0.046700,103.1
EXPE,90808.0,20200520.0,0.042305,79.58,5879563.0,-0.032295,77.01
EXPE,90808.0,20200213.0,-0.003424,110.59,3746231.0,0.110408,122.8
EXPE,90808.0,20191106.0,0.002518,135.36,3364825.0,-0.273862,98.29
EXPE,90808.0,20190502.0,-0.004503,128.23,2229717.0,-0.008812,127.1
EXPE,90808.0,20190207.0,-0.000078,127.87,3287626.0,0.022914,130.8
EXPE,90808.0,20181025.0,0.029329,117.57,4136785.0,0.024921,120.5
EXPE,90808.0,20180726.0,-0.013797,125.8,2564496.0,0.095310,137.78999
EXPE,90808.0,20180426.0,-0.019273,106.35,6906832.0,0.081993,115.07
EXPE,90808.0,20180208.0,-0.048713,123.03,4892282.0,-0.154678,104.0
EXPO,87725.0,20190131.0,0.010521,22.09,167935.0,-0.022635,21.59
EXPO,87725.0,20200206.0,-0.012313,22.46,65811.0,-0.018255,22.05
EXPO,87725.0,20220203.0,,,,,
EXPO,87725.0,20220728.0,,,,,
EXPO,87725.0,20220428.0,,,,,
EXPO,87725.0,20211028.0,,,,,
EXPO,87725.0,20210729.0,,,,,
EXPO,87725.0,20210429.0,,,,,
EXPO,87725.0,20210204.0,,,,,
EXPO,87725.0,20201029.0,0.037470,21.32,67824.0,0.020638,21.76
EXPO,87725.0,20200730.0,-0.019740,18.87,52476.0,-0.012189,18.64
EXPO,87725.0,20200430.0,-0.062933,17.57,81113.0,-0.012521,17.35
EXPO,87725.0,20191017.0,-0.065500,18.69,304434.0,0.043339,19.5
EXPO,87725.0,20190718.0,-0.107670,18.73,256687.0,0.014415,19.0
EXPO,87725.0,20190418.0,-0.214063,17.66,1128261.0,0.048698,18.52
EXPO,87725.0,20181018.0,-0.192993,27.18,549360.0,-0.011405,26.87
EXPO,87725.0,20180719.0,0.180719,40.05,586947.0,0.042946,41.77
EXPO,87725.0,20180419.0,-0.000341,29.33,76776.0,-0.029322,28.47
EXPO,87725.0,20180201.0,-0.004788,31.18,97646.0,-0.018281,30.61
EXPO,87725.0,20190131.0,0.010521,22.09,167935.0,-0.022635,21.59
EXPO,87725.0,20200206.0,-0.012313,22.46,65811.0,-0.018255,22.05
EXPO,87725.0,20220203.0,,,,,
EXPO,87725.0,20220728.0,,,,,
EXPO,87725.0,20220428.0,,,,,
EXPO,87725.0,20211028.0,,,,,
EXPO,87725.0,20210729.0,,,,,
EXPO,87725.0,20210429.0,,,,,
EXPO,87725.0,20210204.0,,,,,
EXPO,87725.0,20201029.0,0.037470,21.32,67824.0,0.020638,21.76
EXPO,87725.0,20200730.0,-0.019740,18.87,52476.0,-0.012189,18.64
EXPO,87725.0,20200430.0,-0.062933,17.57,81113.0,-0.012521,17.35
EXPO,87725.0,20191017.0,-0.065500,18.69,304434.0,0.043339,19.5
EXPO,87725.0,20190718.0,-0.107670,18.73,256687.0,0.014415,19.0
EXPO,87725.0,20190418.0,-0.214063,17.66,1128261.0,0.048698,18.52
EXPO,87725.0,20181018.0,-0.192993,27.18,549360.0,-0.011405,26.87
EXPO,87725.0,20180719.0,0.180719,40.05,586947.0,0.042946,41.77
EXPO,87725.0,20180419.0,-0.000341,29.33,76776.0,-0.029322,28.47
EXPO,87725.0,20180201.0,-0.004788,31.18,97646.0,-0.018281,30.61
EXPR,93373.0,20220525.0,,,,,
EXPR,93373.0,20200603.0,-0.078818,1.87,4113986.0,0.010695,1.89
EXPR,93373.0,20210603.0,,,,,
EXPR,93373.0,20190530.0,0.009464,3.2,5066472.0,-0.059375,3.01
EXPR,93373.0,20220831.0,,,,,
EXPR,93373.0,20220309.0,,,,,
EXPR,93373.0,20211202.0,,,,,
EXPR,93373.0,20210825.0,,,,,
EXPR,93373.0,20210310.0,,,,,
EXPR,93373.0,20201203.0,-0.259494,1.17,20433942.0,0.025641,1.2
EXPR,93373.0,20200826.0,-0.044248,1.08,3199996.0,-0.027778,1.05
EXPR,93373.0,20200311.0,-0.072581,2.3,4859395.0,-0.047826,2.19
EXPR,93373.0,20191205.0,0.278772,5.0,6705350.0,0.098000,5.49
EXPR,93373.0,20190828.0,0.215054,2.26,4880466.0,0.000000,2.26
EXPR,93373.0,20190313.0,-0.101190,4.53,8117999.0,-0.008830,4.49
EXPR,93373.0,20181129.0,-0.050279,6.8,16139019.0,-0.082353,6.24
EXPR,93373.0,20180829.0,-0.006006,9.93,9708886.0,0.073515,10.66
EXPR,93373.0,20180531.0,-0.070961,8.51,7850454.0,0.075206,9.15
EXPR,93373.0,20180314.0,-0.001351,7.39,6995034.0,-0.027064,7.19
EYE,65541.0,20220811.0,,,,,
EYE,65541.0,20220510.0,,,,,
EYE,65541.0,20220228.0,,,,,
EYE,65541.0,20211110.0,,,,,
EYE,65541.0,20210812.0,,,,,
EYE,65541.0,20210513.0,,,,,
EYE,65541.0,20210303.0,,,,,
EYE,65541.0,20201105.0,0.001750,332.0,180192.0,0.005753,333.91
EYE,65541.0,20200806.0,0.004112,300.38,246007.0,0.011785,303.92001
EYE,65541.0,20200507.0,0.030309,303.89999,279270.0,0.002040,304.51999
EYE,65541.0,20200226.0,-0.003359,335.32001,288265.0,-0.021025,328.26999
EYE,65541.0,20191107.0,0.011184,294.75,166230.0,-0.011366,291.39999
EYE,65541.0,20190806.0,0.009426,328.75,618753.0,0.005688,330.62
EYE,65541.0,20190509.0,0.001684,291.42001,202012.0,0.001270,291.79001
EYE,65541.0,20190227.0,-0.005991,287.01999,588287.0,-0.003589,285.98999
EYE,65541.0,20181113.0,-0.025788,255.0,338165.0,-0.003686,254.06
EYE,65541.0,20180814.0,0.007030,254.97,254738.0,-0.007138,253.14999
EYE,65541.0,20180515.0,-0.012459,232.24001,237063.0,-0.003014,231.53999
EYE,65541.0,20180308.0,0.009544,248.58,658314.0,0.011465,251.42999
EYE,65541.0,20220811.0,,,,,
EYE,65541.0,20220510.0,,,,,
EYE,65541.0,20220228.0,,,,,
EYE,65541.0,20211110.0,,,,,
EYE,65541.0,20210812.0,,,,,
EYE,65541.0,20210513.0,,,,,
EYE,65541.0,20210303.0,,,,,
EYE,65541.0,20201105.0,0.001750,332.0,180192.0,0.005753,333.91
EYE,65541.0,20200806.0,0.004112,300.38,246007.0,0.011785,303.92001
EYE,65541.0,20200507.0,0.030309,303.89999,279270.0,0.002040,304.51999
EYE,65541.0,20200226.0,-0.003359,335.32001,288265.0,-0.021025,328.26999
EYE,65541.0,20191107.0,0.011184,294.75,166230.0,-0.011366,291.39999
EYE,65541.0,20190806.0,0.009426,328.75,618753.0,0.005688,330.62
EYE,65541.0,20190509.0,0.001684,291.42001,202012.0,0.001270,291.79001
EYE,65541.0,20190227.0,-0.005991,287.01999,588287.0,-0.003589,285.98999
EYE,65541.0,20181113.0,-0.025788,255.0,338165.0,-0.003686,254.06
EYE,65541.0,20180814.0,0.007030,254.97,254738.0,-0.007138,253.14999
EYE,65541.0,20180515.0,-0.012459,232.24001,237063.0,-0.003014,231.53999
EYE,65541.0,20180308.0,0.009544,248.58,658314.0,0.011465,251.42999
EYE,65541.0,20220811.0,,,,,
EYE,65541.0,20220510.0,,,,,
EYE,65541.0,20220228.0,,,,,
EYE,65541.0,20211110.0,,,,,
EYE,65541.0,20210812.0,,,,,
EYE,65541.0,20210513.0,,,,,
EYE,65541.0,20210303.0,,,,,
EYE,65541.0,20201105.0,0.001750,332.0,180192.0,0.005753,333.91
EYE,65541.0,20200806.0,0.004112,300.38,246007.0,0.011785,303.92001
EYE,65541.0,20200507.0,0.030309,303.89999,279270.0,0.002040,304.51999
EYE,65541.0,20200226.0,-0.003359,335.32001,288265.0,-0.021025,328.26999
EYE,65541.0,20191107.0,0.011184,294.75,166230.0,-0.011366,291.39999
EYE,65541.0,20190806.0,0.009426,328.75,618753.0,0.005688,330.62
EYE,65541.0,20190509.0,0.001684,291.42001,202012.0,0.001270,291.79001
EYE,65541.0,20190227.0,-0.005991,287.01999,588287.0,-0.003589,285.98999
EYE,65541.0,20181113.0,-0.025788,255.0,338165.0,-0.003686,254.06
EYE,65541.0,20180814.0,0.007030,254.97,254738.0,-0.007138,253.14999
EYE,65541.0,20180515.0,-0.012459,232.24001,237063.0,-0.003014,231.53999
EYE,65541.0,20180308.0,0.009544,248.58,658314.0,0.011465,251.42999
EZPW,76798.0,20210804.0,,,,,
EZPW,76798.0,20220803.0,,,,,
EZPW,76798.0,20200804.0,0.035149,5.89,2089975.0,0.008489,5.94
EZPW,76798.0,20220504.0,,,,,
EZPW,76798.0,20220202.0,,,,,
EZPW,76798.0,20211117.0,,,,,
EZPW,76798.0,20210505.0,,,,,
EZPW,76798.0,20210203.0,,,,,
EZPW,76798.0,20201214.0,-0.023529,4.98,464889.0,-0.008032,4.94
EZPW,76798.0,20200511.0,-0.050725,5.24,614939.0,-0.072519,4.86
EZPW,76798.0,20200203.0,0.080386,6.72,2313954.0,-0.254464,5.01
EZPW,76798.0,20191205.0,0.001916,5.23,758971.0,0.183556,6.19
EZPW,76798.0,20190731.0,-0.018924,9.85,345365.0,-0.090355,8.96
EZPW,76798.0,20190508.0,-0.020542,10.49,561217.0,-0.074357,9.71
EZPW,76798.0,20190130.0,0.043956,9.5,685775.0,-0.018947,9.32
EZPW,76798.0,20181114.0,-0.001097,9.11,1840437.0,0.082327,9.86
EZPW,76798.0,20180801.0,-0.008734,11.35,401686.0,-0.035242,10.95
EZPW,76798.0,20180502.0,0.018248,13.95,767899.0,0.046595,14.6
EZPW,76798.0,20180131.0,0.000000,11.8,459299.0,0.144068,13.5
F,25785.0,20211027.0,,,,,
F,25785.0,20191023.0,0.015436,9.21,46677592.0,-0.066232,8.6
F,25785.0,20220727.0,,,,,
F,25785.0,20220427.0,,,,,
F,25785.0,20220203.0,,,,,
F,25785.0,20210728.0,,,,,
F,25785.0,20210428.0,,,,,
F,25785.0,20210204.0,,,,,
F,25785.0,20201028.0,-0.027778,7.7,82938283.0,0.025974,7.9
F,25785.0,20200730.0,-0.026012,6.74,58990992.0,-0.019288,6.61
F,25785.0,20200428.0,0.040619,5.38,106222815.0,-0.022305,5.26
F,25785.0,20200204.0,0.022272,9.18,86196417.0,-0.094771,8.31
F,25785.0,20190724.0,0.015733,10.33,61107450.0,-0.074540,9.56
F,25785.0,20190425.0,-0.017764,9.4,52596747.0,0.107447,10.41
F,25785.0,20190123.0,-0.018824,8.34,45196860.0,0.031175,8.6
F,25785.0,20181024.0,-0.047730,8.18,58895107.0,0.099022,8.99
F,25785.0,20180725.0,-0.004730,10.52,92610535.0,-0.059886,9.89
F,25785.0,20180425.0,0.013686,11.11,40356076.0,0.028803,11.43
F,25785.0,20180124.0,0.007525,12.05,63300483.0,-0.039834,11.57
F,25785.0,20211027.0,,,,,
F,25785.0,20191023.0,0.015436,9.21,46677592.0,-0.066232,8.6
F,25785.0,20220727.0,,,,,
F,25785.0,20220427.0,,,,,
F,25785.0,20220203.0,,,,,
F,25785.0,20210728.0,,,,,
F,25785.0,20210428.0,,,,,
F,25785.0,20210204.0,,,,,
F,25785.0,20201028.0,-0.027778,7.7,82938283.0,0.025974,7.9
F,25785.0,20200730.0,-0.026012,6.74,58990992.0,-0.019288,6.61
F,25785.0,20200428.0,0.040619,5.38,106222815.0,-0.022305,5.26
F,25785.0,20200204.0,0.022272,9.18,86196417.0,-0.094771,8.31
F,25785.0,20190724.0,0.015733,10.33,61107450.0,-0.074540,9.56
F,25785.0,20190425.0,-0.017764,9.4,52596747.0,0.107447,10.41
F,25785.0,20190123.0,-0.018824,8.34,45196860.0,0.031175,8.6
F,25785.0,20181024.0,-0.047730,8.18,58895107.0,0.099022,8.99
F,25785.0,20180725.0,-0.004730,10.52,92610535.0,-0.059886,9.89
F,25785.0,20180425.0,0.013686,11.11,40356076.0,0.028803,11.43
F,25785.0,20180124.0,0.007525,12.05,63300483.0,-0.039834,11.57
FAF,93374.0,20211021.0,,,,,
FAF,93374.0,20201022.0,-0.093641,46.75,4181306.0,0.035508,48.41
FAF,93374.0,20220728.0,,,,,
FAF,93374.0,20220428.0,,,,,
FAF,93374.0,20220210.0,,,,,
FAF,93374.0,20210722.0,,,,,
FAF,93374.0,20210422.0,,,,,
FAF,93374.0,20210211.0,,,,,
FAF,93374.0,20200723.0,-0.013101,54.99,1485251.0,-0.011820,54.34
FAF,93374.0,20200423.0,0.040630,42.26,1696616.0,0.062944,44.92
FAF,93374.0,20200213.0,0.046955,65.33,1491396.0,0.002449,65.49
FAF,93374.0,20190725.0,0.019155,56.93,993595.0,0.015633,57.82
FAF,93374.0,20190425.0,0.024204,57.55,731568.0,0.005734,57.88
FAF,93374.0,20190214.0,-0.005774,51.66,1000406.0,-0.010647,51.11
FAF,93374.0,20181025.0,-0.003705,43.02,1548356.0,0.015807,43.7
FAF,93374.0,20180726.0,0.028645,56.02,661265.0,0.003570,56.22
FAF,93374.0,20180426.0,-0.043932,52.23,1585992.0,-0.013785,51.51
FAF,93374.0,20180208.0,-0.033877,55.04,1437992.0,-0.013081,54.32
FAF,93374.0,20191024.0,0.023656,61.88,1162272.0,0.005495,62.22
FANG,13641.0,20210222.0,,,,,
FANG,13641.0,20190219.0,-0.006635,104.8,2466096.0,0.016937,106.45
FANG,13641.0,20200218.0,-0.005469,74.56,2276685.0,0.063439,79.29
FANG,13641.0,20220222.0,,,,,
FANG,13641.0,20220801.0,,,,,
FANG,13641.0,20220502.0,,,,,
FANG,13641.0,20211101.0,,,,,
FANG,13641.0,20210802.0,,,,,
FANG,13641.0,20210503.0,,,,,
FANG,13641.0,20201102.0,0.067411,27.71,4302299.0,0.014796,28.12
FANG,13641.0,20200803.0,0.003763,40.01,2152474.0,0.026493,41.07
FANG,13641.0,20200504.0,0.055611,42.52,3636037.0,-0.051505,40.33
FANG,13641.0,20191105.0,-0.001439,90.23,2907397.0,-0.144409,77.2
FANG,13641.0,20190806.0,-0.004265,91.06,2589263.0,0.018449,92.74
FANG,13641.0,20190507.0,-0.024528,98.23,2597534.0,0.077573,105.85
FANG,13641.0,20181106.0,-0.022588,113.37,2266260.0,0.022052,115.87
FANG,13641.0,20180808.0,-0.007051,133.78999,1547924.0,-0.019732,131.14999
FANG,13641.0,20180508.0,0.034398,134.72,2029186.0,0.013361,136.52
FANG,13641.0,20180213.0,-0.008448,115.03,1649244.0,0.067808,122.83
FARO,85372.0,20190501.0,-0.012800,55.53,209548.0,-0.009544,55.0
FARO,85372.0,20200428.0,0.036987,53.83,127018.0,0.089541,58.65
FARO,85372.0,20220427.0,,,,,
FARO,85372.0,20210428.0,,,,,
FARO,85372.0,20220803.0,,,,,
FARO,85372.0,20220216.0,,,,,
FARO,85372.0,20211027.0,,,,,
FARO,85372.0,20210728.0,,,,,
FARO,85372.0,20210217.0,,,,,
FARO,85372.0,20201028.0,-0.029737,61.34,78380.0,0.002934,61.52
FARO,85372.0,20200804.0,-0.012569,61.28,199346.0,-0.030189,59.43
FARO,85372.0,20200219.0,-0.011585,53.75,83790.0,0.153488,62.0
FARO,85372.0,20191030.0,-0.015579,46.76,124301.0,0.019675,47.68
FARO,85372.0,20190724.0,0.008023,51.51,136818.0,-0.018443,50.56
FARO,85372.0,20190219.0,0.016331,47.92,152322.0,-0.086603,43.77
FARO,85372.0,20181031.0,0.002977,50.54,81296.0,-0.089632,46.01
FARO,85372.0,20180725.0,0.000000,58.4,93199.0,0.172089,68.45
FARO,85372.0,20180425.0,-0.029600,60.65,124254.0,-0.131904,52.65
FARO,85372.0,20180221.0,0.039461,54.0,134466.0,0.117593,60.35
FAST,11618.0,20220713.0,,,,,
FAST,11618.0,20200714.0,0.000461,43.4,7422916.0,0.014286,44.02
FAST,11618.0,20210713.0,,,,,
FAST,11618.0,20190711.0,-0.028480,30.36,17230361.0,0.019433,30.95
FAST,11618.0,20220413.0,,,,,
FAST,11618.0,20220119.0,,,,,
FAST,11618.0,20211012.0,,,,,
FAST,11618.0,20210413.0,,,,,
FAST,11618.0,20210120.0,,,,,
FAST,11618.0,20201013.0,-0.048069,45.35,6403205.0,-0.008820,44.95
FAST,11618.0,20200414.0,0.070344,34.54,7061822.0,0.000579,34.56
FAST,11618.0,20200117.0,-0.013669,36.8,12836955.0,-0.026359,35.83
FAST,11618.0,20191011.0,0.171502,36.34,28818814.0,-0.025179,35.425
FAST,11618.0,20190411.0,0.050468,68.48,5966391.0,0.017961,69.71
FAST,11618.0,20190117.0,0.059497,57.34,6354314.0,0.035054,59.35
FAST,11618.0,20181010.0,-0.071352,51.67,13254472.0,-0.008128,51.25
FAST,11618.0,20180711.0,0.100545,54.51,26273096.0,0.014860,55.32
FAST,11618.0,20180411.0,-0.061926,51.05,12125531.0,-0.006660,50.71
FAST,11618.0,20180117.0,-0.058442,52.2,8706489.0,0.020881,53.29
FATE,14245.0,20220228.0,,,,,
FATE,14245.0,20181101.0,0.092295,13.61,891544.0,0.083762,14.75
FATE,14245.0,20210224.0,,,,,
FATE,14245.0,20190305.0,-0.010494,16.03,679002.0,-0.020586,15.7
FATE,14245.0,20180806.0,0.039877,10.17,552080.0,0.112094,11.31
FATE,14245.0,20200302.0,0.061986,31.01,1701215.0,-0.089004,28.25
FATE,14245.0,20220803.0,,,,,
FATE,14245.0,20220504.0,,,,,
FATE,14245.0,20211104.0,,,,,
FATE,14245.0,20210804.0,,,,,
FATE,14245.0,20210505.0,,,,,
FATE,14245.0,20201105.0,0.002007,49.92,742677.0,-0.032853,48.28
FATE,14245.0,20200805.0,0.006744,32.84,593143.0,0.017661,33.42
FATE,14245.0,20200511.0,0.047850,30.22,796264.0,-0.048643,28.75
FATE,14245.0,20191105.0,0.026471,15.705,484527.0,-0.147405,13.39
FATE,14245.0,20190806.0,0.028542,19.82,611494.0,-0.065086,18.53
FATE,14245.0,20190507.0,-0.051926,16.98,1239402.0,-0.027091,16.52
FATE,14245.0,20180510.0,0.012939,10.96,475732.0,-0.150547,9.31
FATE,14245.0,20180305.0,0.037679,13.77,1334742.0,-0.051561,13.06
FBHS,12981.0,20220202.0,,,,,
FBHS,12981.0,20190131.0,0.040423,45.3,3331924.0,-0.008830,44.9
FBHS,12981.0,20200129.0,-0.009280,67.26,1724500.0,0.055754,71.01
FBHS,12981.0,20210202.0,,,,,
FBHS,12981.0,20220727.0,,,,,
FBHS,12981.0,20220428.0,,,,,
FBHS,12981.0,20211026.0,,,,,
FBHS,12981.0,20210728.0,,,,,
FBHS,12981.0,20210429.0,,,,,
FBHS,12981.0,20201028.0,-0.004889,81.41,1942704.0,0.005773,81.88
FBHS,12981.0,20200729.0,0.050629,75.95,2077239.0,0.013693,76.99
FBHS,12981.0,20200430.0,-0.064623,48.2,3004351.0,0.068465,51.5
FBHS,12981.0,20191023.0,-0.001539,58.38,1773265.0,0.040939,60.77
FBHS,12981.0,20190801.0,-0.036585,52.93,2202769.0,-0.023994,51.66
FBHS,12981.0,20190424.0,0.009927,49.85,2507970.0,0.044132,52.05
FBHS,12981.0,20181025.0,0.034735,46.77,2964811.0,-0.110969,41.58
FBHS,12981.0,20180726.0,0.000742,53.97,4063105.0,0.062257,57.33
FBHS,12981.0,20180426.0,0.010887,56.64,2388702.0,0.004237,56.88
FBHS,12981.0,20180201.0,-0.015649,69.82,1728394.0,-0.070467,64.9
FBIZ,90949.0,20220428.0,,,,,
FBIZ,90949.0,20200423.0,0.026878,14.9,13599.0,-0.018121,14.63
FBIZ,90949.0,20210429.0,,,,,
FBIZ,90949.0,20220728.0,,,,,
FBIZ,90949.0,20220127.0,,,,,
FBIZ,90949.0,20211028.0,,,,,
FBIZ,90949.0,20210729.0,,,,,
FBIZ,90949.0,20210128.0,,,,,
FBIZ,90949.0,20201022.0,0.042453,17.68,7001.0,-0.003394,17.62
FBIZ,90949.0,20200723.0,0.004778,14.72,15495.0,0.000000,14.72
FBIZ,90949.0,20200123.0,-0.029104,25.02,16146.0,0.045564,26.16
FBIZ,90949.0,20191024.0,-0.006733,25.08,9004.0,-0.028309,24.37
FBIZ,90949.0,20190725.0,0.031654,23.14,5257.0,0.044080,24.16
FBIZ,90949.0,20190425.0,0.008519,21.31,25894.0,0.062881,22.65
